0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
MAHARASHTRA,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,
1,479,31,91,61,378,91,417,121,418,151,187,181,493,211,150,241,210,271,125,,,
2,561,32,359,62,170,92,241,122,512,152,61,182,122,212,13,242,57,272,498,,,
3,618,33,93,63,378,93,552,123,134,153,235,183,211,213,275,243,93,273,327,,,
4,39,34,-2,64,124,94,256,124,241,154,394,184,55,214,70,244,230,274,307,,,
5,68,35,154,65,445,95,122,125,224,155,164,185,97,215,329,245,1,275,72,,,
6,184,36,142,66,18,96,70,126,287,156,145,186,224,216,331,246,52,276,306,,,
7,76,37,83,67,518,97,218,127,360,157,26,187,177,217,4,247,117,277,65,,,
8,66,38,446,68,433,98,97,128,379,158,128,188,400,218,594,248,209,278,119,,,
9,60,39,25,69,616,99,108,129,110,159,131,189,206,219,428,249,209,279,97,,,
10,587,40,667,70,194,100,124,130,134,160,232,190,102,220,40,250,575,280,317,,,
11,148,41,118,71,663,101,136,131,380,161,0,191,109,221,595,251,165,281,118,,,
12,179,42,43,72,105,102,269,132,363,162,72,192,127,222,125,252,115,282,58,,,
13,630,43,57,73,132,103,248,133,80,163,457,193,132,223,217,253,284,283,14,,,
14,135,44,467,74,187,104,190,134,65,164,177,194,273,224,76,254,459,284,74,,,
15,42,45,250,75,180,105,28,135,505,165,200,195,343,225,126,255,586,285,60,,,
16,55,46,362,76,97,106,66,136,225,166,238,196,96,226,208,256,45,286,109,,,
17,164,47,268,77,327,107,69,137,202,167,81,197,374,227,342,257,106,287,165,,,
18,340,48,40,78,608,108,72,138,407,168,153,198,119,228,75,258,174,288,410,,,
19,72,49,108,79,343,109,705,139,97,169,242,199,70,229,555,259,80,289,80,,,
20,137,50,481,80,45,110,505,140,234,170,193,200,454,230,45,260,192,290,164,,,
21,673,51,99,81,171,111,538,141,173,171,80,201,472,231,407,261,141,291,190,,,
22,189,52,77,82,421,112,135,142,393,172,488,202,155,232,278,262,75,292,207,,,
23,155,53,489,83,550,113,505,143,239,173,133,203,180,233,225,263,648,293,3,,,
24,210,54,456,84,342,114,690,144,447,174,364,204,404,234,555,264,95,294,98,,,
25,96,55,114,85,225,115,428,145,404,175,20,205,264,235,134,265,316,295,75,,,
26,90,56,323,86,235,116,248,146,84,176,429,206,277,236,119,266,621,296,134,,,
27,427,57,40,87,584,117,671,147,392,177,602,207,180,237,518,267,645,297,34,,,
28,465,58,60,88,220,118,144,148,293,178,574,208,478,238,651,268,75,298,75,,,
29,128,59,223,89,558,119,76,149,19,179,253,209,482,239,279,269,283,299,599,,,
30,294,60,418,90,473,120,128,150,339,180,51,210,35,240,185,270,500,300,73,,,
Centre:,311522,PRIYADARSHANI,SENIOR,SECONDARY,"SCHOOL,",GAT,NO.195,DEHU-ALANDI,ROAD,BORATEWADI,MOSHI-412105,BORATEWADI,MOSHI,NEAR,"D-MART,","PUNE,",NEET,(UG),2024,Page,No.,2
MAHARASHTRA,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,
301,142,331,633,361,469,391,164,421,163,451,27,481,465,,,,,,,,,
302,365,332,71,362,272,392,152,422,55,452,583,482,131,,,,,,,,,
303,124,333,119,363,509,393,233,423,327,453,216,483,148,,,,,,,,,
304,161,334,125,364,98,394,93,424,161,454,449,484,172,,,,,,,,,
305,211,335,357,365,659,395,611,425,17,455,429,485,106,,,,,,,,,
306,226,336,449,366,255,396,139,426,96,456,156,486,86,,,,,,,,,
307,281,337,444,367,66,397,499,427,554,457,68,487,131,,,,,,,,,
308,15,338,41,368,100,398,124,428,90,458,213,,,,,,,,,,,
309,303,339,153,369,255,399,308,429,129,459,186,,,,,,,,,,,
310,219,340,150,370,360,400,62,430,205,460,677,,,,,,,,,,,
311,112,341,512,371,85,401,617,431,151,461,81,,,,,,,,,,,
312,332,342,35,372,114,402,228,432,108,462,157,,,,,,,,,,,
313,174,343,226,373,310,403,174,433,120,463,189,,,,,,,,,,,
314,81,344,136,374,177,404,452,434,279,464,101,,,,,,,,,,,
315,430,345,291,375,106,405,367,435,66,465,166,,,,,,,,,,,
316,45,346,63,376,132,406,393,436,250,466,167,,,,,,,,,,,
317,445,347,620,377,193,407,141,437,597,467,96,,,,,,,,,,,
318,41,348,276,378,100,408,258,438,138,468,41,,,,,,,,,,,
319,506,349,402,379,597,409,164,439,288,469,90,,,,,,,,,,,
320,319,350,50,380,481,410,57,440,701,470,81,,,,,,,,,,,
321,445,351,29,381,141,411,103,441,248,471,46,,,,,,,,,,,
322,80,352,385,382,327,412,95,442,137,472,675,,,,,,,,,,,
323,549,353,124,383,36,413,580,443,147,473,341,,,,,,,,,,,
324,638,354,90,384,41,414,157,444,57,474,490,,,,,,,,,,,
325,449,355,120,385,196,415,73,445,193,475,165,,,,,,,,,,,
326,102,356,234,386,251,416,371,446,47,476,143,,,,,,,,,,,
327,76,357,213,387,369,417,156,447,133,477,533,,,,,,,,,,,
328,234,358,252,388,37,418,75,448,272,478,280,,,,,,,,,,,
329,45,359,269,389,0,419,596,449,325,479,90,,,,,,,,,,,
330,268,360,47,390,246,420,315,450,281,480,81,,,,,,,,,,,
