0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
T.V,STATION,HUMANABAD,RING,ROAD,KALABURAGI,(GULBARGA),-,"585104,","GULBARGA/KALABURGI,",KARNATAKA,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,139,31,75,61,195,91,41,121,56,151,541,181,119,211,58
2,209,32,23,62,98,92,81,122,180,152,74,182,51,212,109
3,64,33,150,63,86,93,303,123,611,153,326,183,45,213,88
4,69,34,37,64,140,94,381,124,105,154,71,184,110,214,231
5,230,35,120,65,55,95,35,125,75,155,75,185,145,215,93
6,374,36,75,66,113,96,74,126,178,156,49,186,145,216,182
7,120,37,139,67,70,97,63,127,42,157,55,187,67,217,55
8,517,38,106,68,58,98,95,128,58,158,25,188,45,218,328
9,100,39,196,69,85,99,97,129,99,159,85,189,75,219,484
10,75,40,190,70,163,100,195,130,337,160,400,190,75,220,169
11,109,41,50,71,90,101,55,131,414,161,90,191,149,221,151
12,60,42,76,72,412,102,112,132,61,162,94,192,119,222,161
13,85,43,90,73,234,103,100,133,50,163,421,193,455,223,160
14,495,44,273,74,35,104,63,134,157,164,111,194,83,224,380
15,27,45,276,75,128,105,119,135,91,165,259,195,245,225,509
16,11,46,61,76,60,106,57,136,455,166,405,196,149,,
17,219,47,121,77,193,107,192,137,35,167,38,197,63,,
18,71,48,49,78,498,108,64,138,453,168,85,198,5,,
19,79,49,110,79,203,109,112,139,640,169,68,199,66,,
20,107,50,74,80,148,110,76,140,-30,170,105,200,35,,
21,26,51,164,81,335,111,50,141,147,171,235,201,135,,
22,205,52,61,82,71,112,65,142,181,172,110,202,47,,
23,75,53,117,83,160,113,64,143,325,173,47,203,75,,
24,203,54,103,84,17,114,481,144,79,174,88,204,120,,
25,150,55,394,85,313,115,57,145,9,175,55,205,152,,
26,54,56,224,86,57,116,1,146,146,176,270,206,42,,
27,137,57,545,87,189,117,63,147,344,177,176,207,107,,
28,101,58,142,88,35,118,139,148,304,178,129,208,366,,
29,20,59,70,89,136,119,291,149,230,179,132,209,20,,
30,53,60,81,90,30,120,51,150,51,180,318,210,609,,
