0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
"NANDED,",MAHARASHTRA,,,,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,
1,151,31,215,61,332,91,129,121,133,151,560,181,255,211,140,241,16,271,62,,,,,,,
2,230,32,323,62,52,92,695,122,87,152,253,182,157,212,30,242,429,272,358,,,,,,,
3,80,33,55,63,69,93,81,123,475,153,305,183,166,213,246,243,379,273,110,,,,,,,
4,76,34,283,64,256,94,506,124,52,154,147,184,75,214,422,244,486,274,73,,,,,,,
5,257,35,300,65,462,95,316,125,254,155,306,185,379,215,58,245,119,275,219,,,,,,,
6,326,36,77,66,57,96,65,126,86,156,409,186,93,216,168,246,65,276,315,,,,,,,
7,31,37,254,67,165,97,90,127,80,157,69,187,280,217,146,247,593,277,192,,,,,,,
8,197,38,433,68,181,98,45,128,76,158,167,188,301,218,715,248,381,278,399,,,,,,,
9,49,39,225,69,617,99,158,129,55,159,538,189,234,219,138,249,411,279,50,,,,,,,
10,399,40,192,70,215,100,568,130,543,160,148,190,415,220,486,250,213,280,138,,,,,,,
11,526,41,337,71,690,101,176,131,441,161,566,191,381,221,211,251,82,281,471,,,,,,,
12,396,42,363,72,417,102,289,132,587,162,509,192,289,222,100,252,276,282,406,,,,,,,
13,20,43,78,73,451,103,45,133,611,163,63,193,607,223,460,253,145,283,112,,,,,,,
14,-2,44,565,74,14,104,646,134,72,164,165,194,218,224,342,254,120,284,55,,,,,,,
15,269,45,180,75,500,105,469,135,60,165,571,195,106,225,82,255,587,285,98,,,,,,,
16,60,46,358,76,79,106,150,136,252,166,293,196,154,226,99,256,92,286,283,,,,,,,
17,204,47,39,77,290,107,135,137,127,167,202,197,266,227,287,257,525,287,294,,,,,,,
18,171,48,105,78,465,108,149,138,296,168,546,198,127,228,118,258,85,288,68,,,,,,,
19,87,49,601,79,91,109,21,139,321,169,164,199,291,229,242,259,139,289,260,,,,,,,
20,295,50,103,80,500,110,477,140,396,170,315,200,186,230,118,260,600,290,320,,,,,,,
21,149,51,345,81,67,111,69,141,85,171,362,201,114,231,366,261,437,291,328,,,,,,,
22,238,52,447,82,241,112,158,142,55,172,342,202,75,232,45,262,144,292,329,,,,,,,
23,147,53,15,83,300,113,12,143,123,173,179,203,166,233,92,263,231,293,146,,,,,,,
24,546,54,252,84,287,114,444,144,35,174,162,204,504,234,62,264,332,294,302,,,,,,,
25,343,55,492,85,550,115,76,145,93,175,39,205,78,235,142,265,127,295,71,,,,,,,
26,494,56,680,86,208,116,194,146,208,176,77,206,26,236,53,266,25,296,220,,,,,,,
27,370,57,28,87,140,117,450,147,346,177,124,207,238,237,119,267,542,297,40,,,,,,,
28,422,58,543,88,238,118,247,148,439,178,272,208,272,238,125,268,51,298,230,,,,,,,
29,68,59,317,89,441,119,73,149,56,179,587,209,64,239,73,269,244,299,434,,,,,,,
30,482,60,636,90,332,120,469,150,31,180,117,210,157,240,38,270,78,300,277,,,,,,,
Centre:,311238,KENDRIYA,VIDYALAYA,CRPF,"MUDKHED,",KENDRIYA,VIDYALAYA,CRPF,MUDKHED,CRPF,CTC,GATE,NO.,3,UMRI,ROAD,MUDKHED,DIST.,NANDED,"431806,",NEET,(UG),2024,Page,No.,2
"NANDED,",MAHARASHTRA,,,,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,,,,,,,,,,,,,,,,,,,,,,,,,
301,41,,,,,,,,,,,,,,,,,,,,,,,,,
302,34,,,,,,,,,,,,,,,,,,,,,,,,,
303,233,,,,,,,,,,,,,,,,,,,,,,,,,
304,37,,,,,,,,,,,,,,,,,,,,,,,,,
