0,1,2,3,4,5,6,7,8,9,10,11,12,13
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,279,31,129,61,28,91,124,121,150,151,272,181,322
2,474,32,253,62,109,92,390,122,186,152,383,182,32
3,74,33,42,63,137,93,368,123,28,153,125,183,77
4,275,34,327,64,80,94,672,124,211,154,411,184,203
5,167,35,91,65,89,95,177,125,488,155,143,185,56
6,543,36,381,66,381,96,50,126,337,156,357,186,319
7,128,37,312,67,223,97,285,127,129,157,239,187,185
8,129,38,101,68,419,98,609,128,397,158,446,188,82
9,136,39,101,69,112,99,158,129,297,159,402,189,79
10,409,40,130,70,153,100,182,130,177,160,331,190,278
11,51,41,521,71,128,101,34,131,100,161,328,191,303
12,324,42,195,72,169,102,218,132,98,162,354,192,96
13,413,43,54,73,119,103,210,133,558,163,471,193,121
14,130,44,87,74,69,104,54,134,0,164,243,194,176
15,259,45,130,75,61,105,223,135,494,165,55,195,156
16,70,46,296,76,236,106,173,136,397,166,60,196,549
17,437,47,184,77,493,107,85,137,156,167,285,197,183
18,86,48,654,78,209,108,132,138,338,168,91,198,130
19,69,49,121,79,150,109,188,139,145,169,190,199,61
20,70,50,100,80,233,110,286,140,53,170,102,200,43
21,85,51,78,81,120,111,84,141,68,171,51,201,53
22,242,52,100,82,131,112,55,142,65,172,158,202,292
23,280,53,15,83,109,113,68,143,242,173,240,203,80
24,260,54,290,84,63,114,360,144,204,174,69,204,115
25,334,55,130,85,147,115,71,145,200,175,28,205,109
26,18,56,177,86,294,116,424,146,189,176,96,206,222
27,473,57,184,87,38,117,41,147,149,177,489,207,40
28,77,58,93,88,40,118,238,148,279,178,259,208,158
29,22,59,40,89,313,119,355,149,132,179,431,209,353
30,118,60,115,90,518,120,139,150,64,180,390,210,15
