0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,206,31,43,61,25,91,60,121,26,151,190,181,666,211,90,241,458
2,112,32,269,62,47,92,84,122,622,152,216,182,88,212,540,242,635
3,654,33,290,63,228,93,364,123,82,153,393,183,108,213,464,243,44
4,446,34,130,64,71,94,38,124,537,154,500,184,486,214,322,244,173
5,180,35,651,65,389,95,499,125,279,155,573,185,105,215,627,245,55
6,45,36,157,66,498,96,77,126,83,156,394,186,275,216,255,246,216
7,91,37,90,67,128,97,263,127,245,157,165,187,123,217,14,247,321
8,353,38,372,68,302,98,407,128,110,158,447,188,228,218,218,248,126
9,401,39,214,69,119,99,93,129,112,159,299,189,661,219,239,249,45
10,66,40,104,70,315,100,35,130,429,160,60,190,127,220,249,250,386
11,255,41,368,71,350,101,172,131,700,161,147,191,468,221,526,251,240
12,117,42,92,72,193,102,282,132,368,162,98,192,11,222,484,252,623
13,632,43,219,73,90,103,160,133,191,163,630,193,204,223,71,253,35
14,53,44,278,74,542,104,368,134,85,164,87,194,533,224,338,254,560
15,536,45,120,75,519,105,500,135,586,165,391,195,576,225,211,255,122
16,112,46,86,76,17,106,180,136,88,166,218,196,37,226,360,256,120
17,571,47,43,77,267,107,649,137,433,167,482,197,342,227,190,257,70
18,85,48,309,78,359,108,405,138,85,168,299,198,354,228,580,258,28
19,367,49,157,79,38,109,626,139,161,169,35,199,329,229,518,259,216
20,231,50,122,80,531,110,352,140,45,170,300,200,443,230,450,260,550
21,202,51,47,81,92,111,487,141,253,171,523,201,225,231,63,261,302
22,481,52,620,82,493,112,428,142,530,172,87,202,35,232,133,262,626
23,627,53,488,83,149,113,597,143,193,173,555,203,555,233,253,263,412
24,432,54,283,84,460,114,375,144,64,174,40,204,115,234,597,264,548
25,65,55,629,85,212,115,64,145,532,175,144,205,161,235,75,265,371
26,309,56,278,86,246,116,414,146,322,176,46,206,450,236,370,266,404
27,554,57,485,87,21,117,103,147,94,177,97,207,217,237,78,267,539
28,630,58,251,88,39,118,363,148,323,178,472,208,630,238,110,268,654
29,40,59,344,89,489,119,134,149,72,179,165,209,136,239,554,,
30,397,60,474,90,234,120,534,150,334,180,29,210,38,240,110,,
