0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,416,31,89,61,310,91,110,121,390,151,76,181,279,211,70
2,463,32,142,62,35,92,91,122,151,152,283,182,52,,
3,516,33,405,63,454,93,55,123,28,153,374,183,213,,
4,249,34,99,64,252,94,304,124,330,154,105,184,99,,
5,115,35,87,65,53,95,70,125,208,155,49,185,-4,,
6,326,36,283,66,150,96,163,126,114,156,365,186,87,,
7,-30,37,327,67,119,97,375,127,160,157,106,187,277,,
8,100,38,91,68,227,98,590,128,175,158,87,188,360,,
9,90,39,28,69,305,99,322,129,570,159,380,189,45,,
10,277,40,426,70,115,100,93,130,79,160,505,190,54,,
11,557,41,180,71,203,101,64,131,201,161,374,191,223,,
12,33,42,126,72,94,102,243,132,90,162,88,192,219,,
13,50,43,498,73,477,103,99,133,96,163,381,193,71,,
14,390,44,15,74,355,104,72,134,215,164,90,194,95,,
15,166,45,369,75,108,105,254,135,80,165,338,195,66,,
16,279,46,146,76,454,106,168,136,151,166,60,196,302,,
17,11,47,417,77,316,107,452,137,62,167,302,197,207,,
18,88,48,128,78,137,108,66,138,70,168,198,198,35,,
19,127,49,147,79,-21,109,181,139,58,169,101,199,244,,
20,91,50,259,80,52,110,113,140,87,170,345,200,75,,
21,59,51,472,81,65,111,97,141,423,171,131,201,203,,
22,105,52,657,82,490,112,373,142,60,172,8,202,181,,
23,66,53,501,83,378,113,128,143,121,173,84,203,61,,
24,343,54,29,84,184,114,25,144,434,174,265,204,228,,
25,120,55,36,85,42,115,55,145,169,175,200,205,50,,
26,94,56,97,86,146,116,272,146,86,176,205,206,568,,
27,271,57,305,87,43,117,105,147,282,177,91,207,94,,
28,27,58,556,88,182,118,102,148,211,178,16,208,325,,
29,540,59,438,89,261,119,106,149,333,179,93,209,180,,
30,66,60,173,90,15,120,268,150,129,180,55,210,325,,
