0,1,2,3,4,5,6,7,8,9,10,11,12,13
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,228,31,160,61,85,91,70,121,94,151,100,181,207
2,352,32,76,62,49,92,650,122,187,152,152,182,198
3,434,33,147,63,282,93,188,123,231,153,96,183,70
4,133,34,121,64,37,94,115,124,410,154,680,184,379
5,55,35,157,65,77,95,65,125,121,155,158,185,275
6,341,36,127,66,657,96,35,126,162,156,20,186,185
7,449,37,82,67,107,97,66,127,402,157,164,187,92
8,398,38,63,68,196,98,134,128,56,158,396,188,395
9,112,39,92,69,152,99,204,129,231,159,50,189,140
10,169,40,181,70,113,100,511,130,241,160,356,190,532
11,549,41,302,71,47,101,-5,131,116,161,496,191,65
12,77,42,46,72,41,102,155,132,389,162,399,192,267
13,634,43,461,73,265,103,70,133,130,163,56,193,247
14,118,44,284,74,59,104,239,134,647,164,148,194,165
15,285,45,528,75,41,105,59,135,655,165,345,195,66
16,397,46,399,76,312,106,615,136,75,166,272,196,247
17,65,47,80,77,100,107,83,137,325,167,216,197,79
18,95,48,181,78,400,108,95,138,229,168,27,198,332
19,276,49,98,79,622,109,52,139,125,169,177,199,70
20,213,50,122,80,71,110,48,140,420,170,415,200,132
21,43,51,80,81,79,111,436,141,259,171,278,201,72
22,399,52,686,82,-10,112,59,142,315,172,242,202,362
23,45,53,55,83,488,113,259,143,351,173,426,203,117
24,126,54,66,84,319,114,141,144,644,174,253,204,141
25,369,55,90,85,215,115,274,145,220,175,547,205,310
26,109,56,247,86,530,116,62,146,66,176,89,206,252
27,130,57,380,87,546,117,252,147,284,177,690,207,89
28,107,58,338,88,222,118,125,148,178,178,352,208,404
29,304,59,407,89,155,119,47,149,278,179,182,209,100
30,82,60,284,90,525,120,313,150,233,180,235,,
