0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,69,31,79,61,73,91,160,121,526,151,112,181,467,211,125
2,52,32,288,62,40,92,307,122,406,152,108,182,44,212,248
3,385,33,95,63,149,93,315,123,94,153,90,183,283,213,340
4,59,34,170,64,8,94,32,124,60,154,156,184,62,214,478
5,78,35,120,65,141,95,463,125,220,155,166,185,86,215,122
6,174,36,58,66,93,96,524,126,80,156,40,186,61,216,225
7,148,37,21,67,59,97,137,127,52,157,122,187,202,217,85
8,65,38,309,68,110,98,55,128,35,158,33,188,45,218,168
9,79,39,95,69,515,99,394,129,376,159,15,189,97,219,90
10,560,40,121,70,355,100,61,130,150,160,52,190,91,220,86
11,24,41,97,71,217,101,138,131,425,161,174,191,67,221,91
12,129,42,163,72,222,102,59,132,137,162,126,192,130,222,302
13,21,43,72,73,68,103,-12,133,186,163,50,193,275,223,73
14,138,44,90,74,520,104,277,134,246,164,82,194,409,224,45
15,21,45,301,75,41,105,273,135,337,165,110,195,110,225,48
16,57,46,170,76,255,106,105,136,66,166,310,196,121,226,59
17,18,47,141,77,229,107,371,137,37,167,102,197,22,227,60
18,55,48,127,78,88,108,188,138,104,168,52,198,126,228,134
19,84,49,110,79,536,109,68,139,422,169,215,199,22,229,63
20,176,50,117,80,-10,110,306,140,364,170,498,200,345,230,243
21,166,51,249,81,0,111,54,141,47,171,172,201,297,231,4
22,424,52,270,82,182,112,209,142,35,172,357,202,130,232,201
23,157,53,239,83,104,113,506,143,70,173,274,203,207,233,195
24,68,54,85,84,80,114,45,144,206,174,520,204,118,234,106
25,140,55,255,85,390,115,-14,145,157,175,42,205,91,,
26,184,56,80,86,543,116,181,146,306,176,167,206,108,,
27,535,57,22,87,436,117,7,147,75,177,595,207,541,,
28,328,58,105,88,54,118,28,148,67,178,54,208,388,,
29,215,59,79,89,218,119,614,149,343,179,44,209,43,,
30,252,60,269,90,100,120,87,150,501,180,90,210,65,,
