0,1,2,3,4,5,6,7,8,9,10,11
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,245,31,36,61,230,91,380,121,637,151,75
2,189,32,170,62,57,92,105,122,223,152,97
3,90,33,150,63,227,93,25,123,67,153,28
4,61,34,120,64,78,94,297,124,85,154,50
5,17,35,185,65,31,95,80,125,82,155,55
6,57,36,30,66,78,96,88,126,393,156,25
7,95,37,160,67,351,97,150,127,-4,157,86
8,54,38,65,68,464,98,50,128,290,158,59
9,275,39,67,69,281,99,101,129,89,159,65
10,209,40,106,70,315,100,130,130,66,,
11,90,41,40,71,90,101,110,131,458,,
12,457,42,70,72,89,102,110,132,345,,
13,25,43,94,73,230,103,66,133,151,,
14,71,44,40,74,370,104,104,134,51,,
15,219,45,130,75,14,105,120,135,138,,
16,226,46,105,76,95,106,29,136,51,,
17,263,47,13,77,29,107,56,137,100,,
18,68,48,50,78,95,108,58,138,59,,
19,55,49,172,79,93,109,164,139,75,,
20,99,50,83,80,52,110,69,140,129,,
21,45,51,85,81,45,111,91,141,61,,
22,115,52,140,82,66,112,70,142,55,,
23,355,53,80,83,50,113,45,143,13,,
24,166,54,80,84,323,114,271,144,65,,
25,97,55,255,85,53,115,120,145,124,,
26,432,56,74,86,141,116,15,146,224,,
27,160,57,110,87,141,117,86,147,112,,
28,205,58,45,88,127,118,110,148,80,,
29,67,59,92,89,221,119,157,149,45,,
30,80,60,104,90,57,120,21,150,56,,
