0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,
1,134,31,90,61,338,91,103,121,408,151,279,181,338,211,343,241,127,271,370,,,,,,,,,
2,161,32,161,62,50,92,160,122,75,152,165,182,190,212,166,242,46,272,512,,,,,,,,,
3,181,33,257,63,339,93,302,123,185,153,144,183,154,213,160,243,219,273,388,,,,,,,,,
4,199,34,453,64,269,94,200,124,233,154,86,184,155,214,498,244,573,274,190,,,,,,,,,
5,366,35,549,65,218,95,489,125,305,155,154,185,476,215,98,245,133,275,502,,,,,,,,,
6,190,36,665,66,5,96,62,126,30,156,24,186,25,216,294,246,15,276,52,,,,,,,,,
7,473,37,257,67,29,97,96,127,46,157,143,187,40,217,151,247,125,277,106,,,,,,,,,
8,503,38,39,68,208,98,507,128,86,158,96,188,172,218,94,248,265,278,7,,,,,,,,,
9,248,39,409,69,171,99,241,129,80,159,76,189,520,219,123,249,112,279,180,,,,,,,,,
10,471,40,23,70,169,100,131,130,241,160,47,190,150,220,206,250,183,280,524,,,,,,,,,
11,74,41,698,71,126,101,151,131,105,161,529,191,178,221,44,251,119,281,418,,,,,,,,,
12,57,42,331,72,133,102,157,132,145,162,464,192,648,222,92,252,227,282,34,,,,,,,,,
13,91,43,144,73,98,103,393,133,116,163,532,193,99,223,146,253,129,283,22,,,,,,,,,
14,50,44,306,74,170,104,358,134,414,164,270,194,15,224,201,254,279,284,25,,,,,,,,,
15,516,45,260,75,275,105,353,135,0,165,74,195,97,225,187,255,115,285,40,,,,,,,,,
16,105,46,130,76,123,106,91,136,105,166,35,196,121,226,98,256,279,286,315,,,,,,,,,
17,207,47,163,77,132,107,33,137,501,167,62,197,56,227,214,257,146,287,74,,,,,,,,,
18,280,48,185,78,145,108,489,138,124,168,50,198,116,228,30,258,611,288,45,,,,,,,,,
19,88,49,368,79,231,109,19,139,77,169,236,199,157,229,460,259,28,289,252,,,,,,,,,
20,105,50,244,80,147,110,488,140,265,170,88,200,271,230,23,260,307,290,248,,,,,,,,,
21,22,51,267,81,564,111,134,141,357,171,150,201,421,231,690,261,213,291,123,,,,,,,,,
22,60,52,346,82,227,112,163,142,528,172,58,202,319,232,110,262,48,292,71,,,,,,,,,
23,131,53,309,83,105,113,328,143,419,173,100,203,57,233,134,263,63,293,167,,,,,,,,,
24,53,54,371,84,588,114,172,144,82,174,291,204,52,234,309,264,74,294,109,,,,,,,,,
25,85,55,147,85,137,115,79,145,102,175,547,205,417,235,232,265,192,295,140,,,,,,,,,
26,205,56,148,86,657,116,332,146,243,176,115,206,62,236,51,266,299,296,137,,,,,,,,,
27,95,57,397,87,63,117,80,147,187,177,26,207,691,237,105,267,115,297,448,,,,,,,,,
28,298,58,143,88,20,118,290,148,119,178,376,208,260,238,293,268,191,298,199,,,,,,,,,
29,304,59,186,89,273,119,161,149,75,179,244,209,40,239,277,269,188,299,198,,,,,,,,,
30,507,60,531,90,317,120,240,150,572,180,77,210,209,240,277,270,179,300,44,,,,,,,,,
Centre:,250207,MINTO,CIRCLE,ENGLISH,MEDIUM,HIGH,SCHOOL,(,SENIOR,SECONDARY,"),",ALLOUCHI,BAGH,SRINAGAR,"KASHMIR,",SRINAGAR,(J,&,"K),",JAMMU,&,KASHMIR,NEET,(UG),2024,Page,No.,2
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,,,
301,490,331,558,361,75,391,61,421,142,451,319,481,28,511,80,541,133,,,,,,,,,,,
302,82,332,26,362,574,392,65,422,32,452,306,482,89,512,58,542,265,,,,,,,,,,,
303,80,333,141,363,336,393,227,423,390,453,306,483,203,513,122,543,365,,,,,,,,,,,
304,170,334,223,364,634,394,120,424,405,454,32,484,188,514,237,544,41,,,,,,,,,,,
305,26,335,1,365,261,395,104,425,323,455,58,485,243,515,182,545,459,,,,,,,,,,,
306,173,336,163,366,578,396,128,426,13,456,311,486,272,516,45,546,195,,,,,,,,,,,
307,60,337,209,367,318,397,376,427,542,457,175,487,195,517,120,547,124,,,,,,,,,,,
308,70,338,412,368,411,398,40,428,99,458,588,488,448,518,97,548,70,,,,,,,,,,,
309,263,339,107,369,18,399,303,429,86,459,44,489,272,519,352,549,37,,,,,,,,,,,
310,369,340,40,370,117,400,506,430,379,460,110,490,37,520,41,550,267,,,,,,,,,,,
311,226,341,341,371,163,401,584,431,130,461,87,491,705,521,86,551,60,,,,,,,,,,,
312,285,342,104,372,120,402,16,432,376,462,233,492,174,522,435,552,169,,,,,,,,,,,
