0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,312,31,50,61,273,91,149,121,177,151,152,181,179,211,243,241,138,271,155
2,176,32,282,62,267,92,105,122,85,152,66,182,368,212,213,242,240,272,139
3,100,33,216,63,319,93,111,123,205,153,285,183,563,213,403,243,245,273,134
4,154,34,150,64,80,94,81,124,96,154,140,184,197,214,62,244,193,274,293
5,139,35,318,65,78,95,141,125,104,155,51,185,402,215,100,245,255,275,130
6,67,36,102,66,134,96,305,126,228,156,552,186,60,216,92,246,81,276,109
7,127,37,188,67,109,97,37,127,109,157,85,187,135,217,169,247,68,277,161
8,40,38,66,68,205,98,47,128,197,158,169,188,230,218,279,248,148,278,211
9,156,39,161,69,125,99,188,129,125,159,126,189,206,219,130,249,146,279,181
10,84,40,203,70,90,100,235,130,53,160,152,190,95,220,49,250,71,280,414
11,162,41,245,71,160,101,68,131,86,161,304,191,238,221,381,251,304,281,132
12,75,42,106,72,88,102,72,132,148,162,208,192,57,222,82,252,358,282,185
13,250,43,114,73,190,103,121,133,97,163,3,193,69,223,227,253,85,283,270
14,88,44,195,74,110,104,361,134,332,164,235,194,90,224,120,254,155,284,113
15,71,45,187,75,66,105,135,135,232,165,86,195,117,225,43,255,58,285,361
16,0,46,120,76,286,106,360,136,159,166,251,196,74,226,260,256,95,286,122
17,267,47,147,77,83,107,55,137,97,167,276,197,363,227,155,257,354,287,52
18,100,48,210,78,526,108,140,138,170,168,120,198,251,228,124,258,90,288,314
19,380,49,126,79,70,109,189,139,214,169,252,199,226,229,318,259,93,289,329
20,196,50,206,80,121,110,269,140,18,170,268,200,91,230,205,260,105,290,103
21,89,51,189,81,155,111,243,141,354,171,78,201,359,231,76,261,279,291,143
22,84,52,212,82,135,112,49,142,25,172,172,202,287,232,98,262,30,292,47
23,216,53,106,83,391,113,80,143,202,173,180,203,196,233,74,263,157,293,66
24,144,54,162,84,139,114,171,144,75,174,133,204,247,234,314,264,128,294,221
25,193,55,75,85,464,115,100,145,196,175,460,205,81,235,81,265,263,295,138
26,94,56,99,86,95,116,62,146,92,176,203,206,198,236,295,266,-9,296,262
27,457,57,80,87,289,117,286,147,196,177,154,207,183,237,29,267,191,297,355
28,175,58,134,88,44,118,146,148,453,178,256,208,216,238,134,268,274,298,290
29,229,59,20,89,262,119,307,149,135,179,137,209,364,239,156,269,100,299,135
30,288,60,178,90,226,120,321,150,199,180,46,210,183,240,83,270,41,300,115
Centre:,350106,KENDRIYA,VIDYALAYA,"DIMAPUR,",99,APO,PROJECT,SEWAK,DIMAPUR,"NAGALAND,","DIMAPUR,",NAGALAND,NEET,(UG),2024,Page,No.,2,
Srlno.,Marks,,,,,,,,,,,,,,,,,,
301,130,,,,,,,,,,,,,,,,,,
302,65,,,,,,,,,,,,,,,,,,
303,78,,,,,,,,,,,,,,,,,,
304,141,,,,,,,,,,,,,,,,,,
