0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
301,158,331,139,361,110,391,31,421,101,451,286,,,,,,,,,,,,,,,,,,
302,320,332,147,362,141,392,425,422,55,452,440,,,,,,,,,,,,,,,,,,
303,128,333,106,363,128,393,64,423,36,453,105,,,,,,,,,,,,,,,,,,
304,466,334,167,364,224,394,45,424,582,454,65,,,,,,,,,,,,,,,,,,
305,55,335,219,365,100,395,122,425,201,455,64,,,,,,,,,,,,,,,,,,
306,68,336,96,366,25,396,4,426,206,456,135,,,,,,,,,,,,,,,,,,
307,73,337,105,367,60,397,231,427,120,457,279,,,,,,,,,,,,,,,,,,
308,61,338,21,368,60,398,533,428,68,458,48,,,,,,,,,,,,,,,,,,
309,89,339,59,369,116,399,362,429,92,459,345,,,,,,,,,,,,,,,,,,
310,286,340,186,370,40,400,368,430,162,460,30,,,,,,,,,,,,,,,,,,
311,65,341,290,371,527,401,45,431,245,461,80,,,,,,,,,,,,,,,,,,
312,86,342,56,372,126,402,121,432,106,462,119,,,,,,,,,,,,,,,,,,
313,46,343,25,373,413,403,131,433,226,463,362,,,,,,,,,,,,,,,,,,
314,81,344,18,374,45,404,87,434,150,464,223,,,,,,,,,,,,,,,,,,
315,84,345,97,375,112,405,352,435,33,465,103,,,,,,,,,,,,,,,,,,
316,73,346,174,376,-9,406,284,436,203,466,337,,,,,,,,,,,,,,,,,,
317,82,347,124,377,104,407,52,437,595,467,335,,,,,,,,,,,,,,,,,,
318,72,348,323,378,425,408,41,438,190,468,439,,,,,,,,,,,,,,,,,,
319,236,349,67,379,62,409,198,439,77,,,,,,,,,,,,,,,,,,,,
320,154,350,85,380,112,410,424,440,36,,,,,,,,,,,,,,,,,,,,
321,61,351,85,381,105,411,83,441,18,,,,,,,,,,,,,,,,,,,,
322,51,352,127,382,77,412,51,442,256,,,,,,,,,,,,,,,,,,,,
323,65,353,379,383,88,413,104,443,279,,,,,,,,,,,,,,,,,,,,
324,119,354,102,384,87,414,115,444,219,,,,,,,,,,,,,,,,,,,,
325,663,355,123,385,101,415,40,445,173,,,,,,,,,,,,,,,,,,,,
326,36,356,26,386,99,416,107,446,123,,,,,,,,,,,,,,,,,,,,
327,110,357,115,387,81,417,57,447,220,,,,,,,,,,,,,,,,,,,,
328,316,358,75,388,153,418,55,448,254,,,,,,,,,,,,,,,,,,,,
329,284,359,417,389,83,419,177,449,110,,,,,,,,,,,,,,,,,,,,
330,600,360,170,390,110,420,44,450,277,,,,,,,,,,,,,,,,,,,,
