0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,173,31,290,61,567,91,291,121,553,151,202,181,390,211,130,241,324
2,144,32,266,62,82,92,213,122,463,152,421,182,219,212,178,242,334
3,232,33,56,63,392,93,89,123,179,153,65,183,352,213,82,243,419
4,171,34,121,64,276,94,250,124,120,154,125,184,70,214,106,244,545
5,74,35,315,65,309,95,671,125,173,155,514,185,74,215,216,245,329
6,112,36,104,66,685,96,162,126,35,156,117,186,245,216,260,246,295
7,94,37,83,67,571,97,297,127,294,157,115,187,327,217,79,247,196
8,195,38,372,68,49,98,380,128,447,158,270,188,216,218,67,248,110
9,86,39,82,69,140,99,158,129,86,159,61,189,416,219,382,249,507
10,443,40,105,70,146,100,116,130,87,160,92,190,66,220,80,250,76
11,81,41,90,71,565,101,321,131,145,161,104,191,89,221,266,251,121
12,96,42,311,72,141,102,337,132,424,162,112,192,76,222,102,252,247
13,657,43,644,73,187,103,208,133,230,163,559,193,126,223,132,253,108
14,88,44,76,74,433,104,73,134,617,164,244,194,227,224,289,,
15,152,45,380,75,276,105,575,135,442,165,158,195,179,225,112,,
16,186,46,280,76,88,106,69,136,351,166,532,196,540,226,224,,
17,94,47,50,77,201,107,169,137,336,167,129,197,621,227,95,,
18,604,48,114,78,137,108,205,138,292,168,260,198,200,228,289,,
19,148,49,55,79,301,109,33,139,274,169,186,199,387,229,408,,
20,36,50,150,80,111,110,288,140,609,170,576,200,549,230,87,,
21,161,51,87,81,240,111,9,141,93,171,386,201,21,231,578,,
22,91,52,443,82,640,112,293,142,675,172,617,202,87,232,197,,
23,276,53,367,83,47,113,115,143,110,173,554,203,680,233,156,,
24,132,54,98,84,436,114,44,144,116,174,364,204,184,234,344,,
25,102,55,69,85,444,115,563,145,680,175,289,205,426,235,642,,
26,248,56,69,86,71,116,135,146,162,176,70,206,13,236,331,,
27,50,57,103,87,199,117,169,147,125,177,108,207,106,237,27,,
28,136,58,575,88,126,118,333,148,675,178,204,208,182,238,56,,
29,141,59,477,89,78,119,573,149,700,179,225,209,147,239,38,,
30,162,60,60,90,164,120,60,150,515,180,30,210,85,240,186,,
