0,1,2,3,4,5,6,7,8,9,10,11,12,13
"FARIDABAD,",HARYANA,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,60,31,352,61,353,91,65,121,75,151,279,181,146
2,-3,32,60,62,53,92,15,122,162,152,135,182,175
3,152,33,440,63,357,93,19,123,468,153,149,183,490
4,105,34,256,64,122,94,316,124,112,154,28,184,110
5,634,35,87,65,601,95,137,125,80,155,322,185,269
6,345,36,448,66,239,96,280,126,222,156,0,186,75
7,60,37,479,67,75,97,546,127,147,157,460,187,64
8,92,38,384,68,31,98,105,128,668,158,616,188,674
9,665,39,60,69,225,99,594,129,482,159,234,189,179
10,40,40,695,70,113,100,433,130,76,160,55,190,52
11,505,41,83,71,95,101,466,131,548,161,498,191,629
12,148,42,485,72,77,102,98,132,28,162,100,192,140
13,7,43,146,73,461,103,548,133,454,163,423,193,514
14,159,44,418,74,254,104,11,134,473,164,52,,
15,229,45,296,75,75,105,136,135,504,165,80,,
16,588,46,391,76,98,106,76,136,156,166,25,,
17,585,47,35,77,265,107,99,137,174,167,65,,
18,389,48,514,78,29,108,70,138,329,168,222,,
19,235,49,155,79,467,109,218,139,100,169,58,,
20,362,50,70,80,212,110,600,140,362,170,219,,
21,294,51,701,81,-96,111,222,141,343,171,230,,
22,374,52,618,82,281,112,25,142,326,172,340,,
23,-34,53,95,83,543,113,58,143,49,173,54,,
24,153,54,246,84,631,114,22,144,111,174,591,,
25,310,55,174,85,154,115,531,145,65,175,320,,
26,633,56,615,86,120,116,338,146,95,176,313,,
27,187,57,210,87,198,117,621,147,71,177,85,,
28,292,58,486,88,25,118,241,148,281,178,25,,
29,61,59,-20,89,140,119,48,149,149,179,20,,
30,88,60,346,90,483,120,116,150,647,180,467,,
