0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,
1,521,31,86,61,44,91,465,121,96,151,35,181,588,211,402,241,108,271,339,,
2,572,32,575,62,237,92,452,122,140,152,275,182,199,212,117,242,285,272,634,,
3,34,33,47,63,128,93,241,123,418,153,100,183,568,213,417,243,226,273,260,,
4,142,34,78,64,200,94,314,124,456,154,165,184,459,214,427,244,99,274,145,,
5,95,35,291,65,591,95,648,125,126,155,171,185,497,215,329,245,441,275,116,,
6,64,36,96,66,172,96,35,126,165,156,459,186,591,216,115,246,519,276,359,,
7,461,37,304,67,216,97,101,127,232,157,592,187,672,217,158,247,496,277,183,,
8,522,38,135,68,516,98,575,128,547,158,194,188,321,218,238,248,608,278,175,,
9,111,39,366,69,280,99,551,129,204,159,65,189,342,219,140,249,197,279,236,,
10,639,40,369,70,202,100,80,130,239,160,70,190,622,220,38,250,106,280,74,,
11,561,41,279,71,511,101,159,131,530,161,191,191,384,221,228,251,115,281,385,,
12,46,42,348,72,212,102,151,132,57,162,223,192,134,222,73,252,352,282,61,,
13,215,43,338,73,268,103,219,133,35,163,326,193,375,223,56,253,180,283,51,,
14,36,44,94,74,327,104,78,134,367,164,519,194,331,224,41,254,97,284,111,,
15,98,45,149,75,134,105,312,135,140,165,471,195,225,225,120,255,452,285,171,,
16,412,46,463,76,115,106,26,136,100,166,151,196,620,226,513,256,167,286,582,,
17,252,47,149,77,98,107,67,137,44,167,65,197,520,227,120,257,544,287,66,,
18,585,48,435,78,100,108,85,138,347,168,302,198,163,228,172,258,102,288,446,,
19,513,49,438,79,208,109,670,139,250,169,344,199,90,229,101,259,71,289,71,,
20,136,50,135,80,325,110,645,140,267,170,75,200,380,230,80,260,361,290,520,,
21,558,51,107,81,399,111,642,141,219,171,317,201,561,231,125,261,216,291,372,,
22,128,52,670,82,238,112,286,142,170,172,598,202,98,232,267,262,204,292,485,,
23,151,53,487,83,596,113,119,143,350,173,121,203,598,233,491,263,607,293,125,,
24,65,54,522,84,246,114,155,144,340,174,362,204,306,234,191,264,494,294,181,,
25,165,55,166,85,474,115,127,145,504,175,62,205,60,235,110,265,463,295,413,,
26,124,56,61,86,141,116,80,146,519,176,252,206,151,236,154,266,375,296,575,,
27,335,57,432,87,627,117,258,147,122,177,541,207,198,237,338,267,132,297,209,,
28,76,58,315,88,666,118,201,148,555,178,164,208,67,238,278,268,252,298,539,,
29,164,59,662,89,580,119,258,149,179,179,229,209,157,239,95,269,181,299,404,,
30,420,60,570,90,366,120,182,150,131,180,440,210,659,240,93,270,394,300,243,,
Centre:,391603,DAV,CENTENARY,PULBLIC,"SCHOOL,",TIBBI,"ROAD,",NEAR,SUN,CITY,",",HANUMANGARH,"TOWN,","HANUMANGARH,",RAJASTHAN,NEET,(UG),2024,Page,No.,2
Srlno.,Marks,,,,,,,,,,,,,,,,,,,,
301,113,,,,,,,,,,,,,,,,,,,,
302,552,,,,,,,,,,,,,,,,,,,,
303,110,,,,,,,,,,,,,,,,,,,,
304,46,,,,,,,,,,,,,,,,,,,,
