0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
NORTH,24,PARGANAS,KOLKATA,WEST,"BENGAL,",NORTH,24,"PARGANAS,",WEST,BENGAL,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,
1,115,31,142,61,93,91,80,121,179,151,492,181,352,211,60,241,434,271,125,,,,
2,128,32,35,62,402,92,17,122,521,152,25,182,128,212,562,242,75,272,69,,,,
3,32,33,47,63,617,93,473,123,155,153,204,183,157,213,161,243,-24,273,70,,,,
4,321,34,122,64,35,94,67,124,80,154,214,184,28,214,-6,244,101,274,44,,,,
5,336,35,645,65,170,95,84,125,65,155,145,185,215,215,162,245,523,275,60,,,,
6,18,36,111,66,482,96,162,126,86,156,114,186,180,216,405,246,113,276,564,,,,
7,217,37,392,67,113,97,366,127,62,157,225,187,50,217,188,247,106,277,160,,,,
8,327,38,472,68,338,98,436,128,349,158,148,188,132,218,52,248,170,278,75,,,,
9,121,39,329,69,51,99,70,129,377,159,124,189,47,219,57,249,224,279,79,,,,
10,60,40,203,70,513,100,183,130,151,160,528,190,294,220,50,250,202,280,56,,,,
11,54,41,76,71,133,101,205,131,103,161,89,191,50,221,560,251,40,281,130,,,,
12,94,42,497,72,171,102,287,132,187,162,11,192,100,222,405,252,46,282,69,,,,
13,142,43,101,73,62,103,401,133,78,163,248,193,173,223,648,253,22,283,544,,,,
14,164,44,98,74,155,104,120,134,156,164,78,194,83,224,99,254,342,284,515,,,,
15,337,45,108,75,281,105,83,135,267,165,253,195,48,225,221,255,13,285,234,,,,
16,131,46,236,76,98,106,302,136,286,166,61,196,99,226,124,256,245,286,50,,,,
17,380,47,154,77,99,107,201,137,212,167,91,197,143,227,376,257,146,287,399,,,,
18,30,48,599,78,57,108,93,138,82,168,76,198,37,228,299,258,360,288,152,,,,
19,27,49,291,79,80,109,43,139,431,169,88,199,83,229,141,259,416,289,360,,,,
20,185,50,188,80,226,110,24,140,80,170,88,200,127,230,144,260,240,290,127,,,,
21,185,51,134,81,168,111,161,141,277,171,148,201,99,231,170,261,166,291,110,,,,
22,304,52,87,82,11,112,98,142,56,172,148,202,332,232,51,262,195,292,472,,,,
23,554,53,348,83,179,113,136,143,60,173,101,203,37,233,423,263,135,293,115,,,,
24,465,54,48,84,190,114,371,144,52,174,153,204,177,234,221,264,91,294,154,,,,
25,70,55,92,85,119,115,197,145,34,175,130,205,65,235,59,265,30,295,95,,,,
26,597,56,70,86,560,116,258,146,79,176,22,206,121,236,233,266,76,296,177,,,,
27,35,57,235,87,203,117,38,147,176,177,483,207,69,237,85,267,397,297,648,,,,
28,71,58,126,88,94,118,97,148,132,178,51,208,594,238,136,268,110,298,72,,,,
29,72,59,119,89,49,119,69,149,151,179,219,209,180,239,27,269,108,299,125,,,,
30,46,60,52,90,368,120,109,150,558,180,67,210,66,240,216,270,253,300,267,,,,
Centre:,460109,ADAMAS,WORLD,SCHOOL,BARRACKPORE,RD,24PGS,NR,"WB,",ADAMAS,WORLD,SCHOOL,BARRACKPORE-BARASAT,ROAD,BARASAT,PO,JAGANNATHPUR,NEET,(UG),2024,Page,No.,2
NORTH,24,PARGANAS,KOLKATA,WEST,"BENGAL,",NORTH,24,"PARGANAS,",WEST,BENGAL,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,
301,55,331,162,361,45,391,180,421,123,451,139,481,487,511,91,,,,,,,,
302,149,332,620,362,218,392,110,422,91,452,190,482,61,512,53,,,,,,,,
303,560,333,176,363,243,393,235,423,350,453,40,483,242,513,202,,,,,,,,
304,240,334,448,364,168,394,82,424,67,454,65,484,20,514,321,,,,,,,,
305,515,335,509,365,31,395,195,425,155,455,291,485,45,515,113,,,,,,,,
306,63,336,104,366,14,396,172,426,290,456,35,486,217,516,69,,,,,,,,
307,500,337,63,367,47,397,38,427,59,457,221,487,16,517,331,,,,,,,,
308,478,338,276,368,204,398,112,428,361,458,108,488,410,518,333,,,,,,,,
309,4,339,136,369,249,399,226,429,81,459,157,489,109,519,62,,,,,,,,
310,252,340,209,370,361,400,498,430,254,460,32,490,527,520,135,,,,,,,,
311,391,341,4,371,198,401,128,431,123,461,111,491,227,521,565,,,,,,,,
312,134,342,246,372,224,402,217,432,72,462,334,492,426,522,194,,,,,,,,
313,132,343,483,373,141,403,176,433,336,463,250,493,72,523,239,,,,,,,,
314,209,344,59,374,111,404,57,434,331,464,50,494,631,524,343,,,,,,,,
315,354,345,473,375,143,405,154,435,105,465,213,495,98,525,280,,,,,,,,
316,184,346,243,376,24,406,36,436,112,466,57,496,66,526,393,,,,,,,,
317,51,347,72,377,35,407,184,437,119,467,169,497,285,527,101,,,,,,,,
318,90,348,111,378,606,408,158,438,74,468,63,498,94,528,257,,,,,,,,
319,132,349,610,379,112,409,253,439,282,469,64,499,111,529,58,,,,,,,,
320,342,350,51,380,7,410,107,440,68,470,46,500,119,530,9,,,,,,,,
321,88,351,115,381,11,411,57,441,144,471,28,501,144,,,,,,,,,,
322,666,352,484,382,88,412,409,442,169,472,571,502,631,,,,,,,,,,
323,80,353,163,383,268,413,29,443,395,473,368,503,162,,,,,,,,,,
324,80,354,287,384,579,414,110,444,227,474,430,504,423,,,,,,,,,,
325,361,355,363,385,144,415,100,445,355,475,41,505,70,,,,,,,,,,
326,186,356,72,386,104,416,85,446,225,476,-7,506,67,,,,,,,,,,
327,71,357,245,387,120,417,479,447,59,477,232,507,383,,,,,,,,,,
328,152,358,98,388,45,418,48,448,521,478,137,508,160,,,,,,,,,,
329,33,359,391,389,95,419,75,449,231,479,507,509,159,,,,,,,,,,
330,523,360,83,390,80,420,100,450,123,480,653,510,111,,,,,,,,,,
