0,1,2,3,4,5,6,7,8,9,10,11,12,13
PARBHANI.,"MAHARASHTRA.,","PARBHANI,",MAHARASHTRA,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,582,31,475,61,67,91,70,121,490,151,556,181,94
2,100,32,50,62,60,92,129,122,32,152,567,182,-4
3,64,33,247,63,235,93,62,123,44,153,55,183,84
4,129,34,362,64,67,94,39,124,20,154,100,184,145
5,414,35,14,65,382,95,94,125,251,155,68,185,22
6,41,36,222,66,20,96,484,126,0,156,68,186,41
7,-12,37,45,67,133,97,152,127,302,157,228,187,119
8,105,38,84,68,128,98,95,128,650,158,121,188,386
9,111,39,317,69,50,99,191,129,26,159,18,189,30
10,148,40,118,70,75,100,55,130,322,160,206,190,60
11,274,41,74,71,52,101,209,131,209,161,135,191,32
12,32,42,15,72,56,102,81,132,160,162,43,192,62
13,327,43,214,73,195,103,125,133,346,163,415,193,121
14,135,44,475,74,86,104,143,134,348,164,143,194,212
15,107,45,177,75,73,105,43,135,274,165,85,195,39
16,116,46,155,76,477,106,640,136,57,166,178,196,433
17,625,47,225,77,189,107,-5,137,492,167,138,197,25
18,44,48,23,78,367,108,27,138,562,168,427,198,26
19,148,49,34,79,144,109,150,139,103,169,234,199,98
20,63,50,103,80,343,110,293,140,286,170,399,200,32
21,511,51,278,81,158,111,239,141,18,171,65,201,105
22,262,52,74,82,365,112,49,142,95,172,182,202,91
23,260,53,97,83,98,113,459,143,161,173,61,203,284
24,419,54,610,84,109,114,308,144,112,174,297,204,54
25,102,55,391,85,58,115,392,145,53,175,55,205,70
26,120,56,45,86,280,116,53,146,298,176,144,206,643
27,89,57,154,87,410,117,566,147,75,177,58,207,202
28,75,58,28,88,50,118,200,148,19,178,354,208,168
29,35,59,292,89,48,119,216,149,501,179,85,209,136
30,56,60,325,90,11,120,233,150,198,180,88,210,20
