0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,6,31,251,61,161,91,71,121,194,151,78,181,448,211,128,241,281
2,78,32,136,62,43,92,74,122,505,152,215,182,111,212,66,242,140
3,185,33,189,63,200,93,316,123,575,153,96,183,320,213,44,243,210
4,85,34,181,64,650,94,199,124,518,154,40,184,131,214,153,244,345
5,691,35,128,65,246,95,122,125,110,155,193,185,92,215,304,245,62
6,75,36,134,66,89,96,66,126,177,156,41,186,90,216,80,246,154
7,377,37,231,67,178,97,75,127,50,157,64,187,31,217,256,247,191
8,464,38,279,68,185,98,128,128,79,158,333,188,89,218,110,248,176
9,430,39,16,69,159,99,61,129,646,159,90,189,225,219,71,249,280
10,46,40,165,70,117,100,586,130,70,160,38,190,327,220,65,250,275
11,53,41,127,71,112,101,101,131,63,161,282,191,142,221,244,251,168
12,162,42,82,72,53,102,408,132,30,162,57,192,191,222,96,252,90
13,73,43,196,73,96,103,313,133,65,163,60,193,68,223,74,253,115
14,93,44,154,74,303,104,186,134,40,164,316,194,107,224,224,254,601
15,77,45,14,75,73,105,108,135,105,165,117,195,260,225,73,255,464
16,128,46,66,76,154,106,78,136,295,166,109,196,68,226,44,256,58
17,127,47,438,77,86,107,83,137,4,167,320,197,545,227,215,257,219
18,55,48,30,78,217,108,334,138,189,168,145,198,422,228,85,258,434
19,127,49,97,79,404,109,90,139,142,169,139,199,75,229,284,259,218
20,664,50,54,80,121,110,265,140,270,170,124,200,32,230,60,260,211
21,28,51,219,81,236,111,422,141,93,171,279,201,66,231,44,261,56
22,531,52,219,82,184,112,110,142,144,172,146,202,207,232,339,262,92
23,40,53,78,83,179,113,158,143,603,173,158,203,330,233,66,263,384
24,120,54,240,84,197,114,106,144,247,174,221,204,114,234,30,264,42
25,531,55,169,85,36,115,75,145,72,175,98,205,42,235,130,265,270
26,152,56,178,86,223,116,37,146,411,176,531,206,36,236,20,,
27,210,57,476,87,393,117,27,147,134,177,147,207,224,237,274,,
28,230,58,89,88,420,118,164,148,34,178,273,208,76,238,104,,
29,75,59,197,89,307,119,115,149,169,179,279,209,90,239,99,,
30,58,60,122,90,95,120,183,150,302,180,237,210,71,240,109,,
