0,1,2,3,4,5,6,7,8,9,10,11
TRINITY,PG,COLLEGE,BALLEPALLI,KHAMMAM,"DISTRICT,","KHAMMAM,",TELANGANA,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,441,31,149,61,22,91,73,121,46,151,70
2,298,32,296,62,234,92,582,122,644,152,130
3,51,33,68,63,100,93,97,123,120,153,64
4,459,34,526,64,604,94,60,124,442,154,278
5,21,35,20,65,50,95,180,125,135,155,130
6,204,36,257,66,117,96,420,126,13,156,65
7,155,37,70,67,370,97,55,127,76,157,387
8,217,38,41,68,437,98,40,128,60,158,395
9,125,39,148,69,527,99,125,129,20,159,175
10,6,40,40,70,37,100,136,130,36,,
11,130,41,67,71,256,101,105,131,34,,
12,155,42,82,72,411,102,181,132,193,,
13,165,43,39,73,111,103,463,133,-8,,
14,110,44,99,74,30,104,242,134,189,,
15,454,45,212,75,15,105,438,135,438,,
16,158,46,566,76,81,106,451,136,81,,
17,282,47,53,77,216,107,264,137,136,,
18,17,48,367,78,100,108,363,138,80,,
19,115,49,83,79,326,109,423,139,111,,
20,32,50,20,80,70,110,159,140,64,,
21,200,51,51,81,245,111,475,141,596,,
22,82,52,74,82,406,112,217,142,12,,
23,218,53,90,83,65,113,130,143,41,,
24,365,54,419,84,147,114,45,144,202,,
25,245,55,70,85,278,115,76,145,368,,
26,700,56,449,86,238,116,45,146,155,,
27,137,57,75,87,34,117,388,147,260,,
28,389,58,124,88,20,118,63,148,402,,
29,46,59,255,89,118,119,184,149,45,,
30,340,60,61,90,561,120,459,150,190,,
