0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
STAND,"VYARA,","VYARA,",GUJARAT,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,340,31,462,61,216,91,242,121,216,151,98,181,191,211,127
2,187,32,66,62,29,92,71,122,-5,152,58,182,12,212,54
3,295,33,140,63,170,93,153,123,137,153,211,183,93,213,123
4,380,34,95,64,154,94,128,124,372,154,219,184,60,214,432
5,211,35,41,65,179,95,268,125,107,155,63,185,68,215,38
6,105,36,180,66,47,96,93,126,459,156,92,186,68,216,155
7,141,37,114,67,263,97,134,127,103,157,121,187,71,217,161
8,214,38,274,68,68,98,86,128,239,158,122,188,87,218,96
9,92,39,73,69,151,99,557,129,615,159,113,189,276,219,495
10,134,40,135,70,97,100,115,130,166,160,95,190,261,220,127
11,198,41,161,71,320,101,123,131,96,161,200,191,160,221,197
12,80,42,88,72,114,102,90,132,266,162,81,192,408,222,253
13,191,43,31,73,157,103,91,133,79,163,85,193,73,223,126
14,160,44,210,74,189,104,50,134,197,164,23,194,64,224,101
15,29,45,50,75,244,105,375,135,113,165,195,195,107,225,330
16,65,46,168,76,335,106,375,136,307,166,50,196,81,226,158
17,55,47,209,77,285,107,37,137,85,167,81,197,197,227,89
18,357,48,47,78,123,108,83,138,74,168,29,198,66,228,371
19,180,49,228,79,110,109,97,139,77,169,281,199,122,229,529
20,131,50,318,80,77,110,61,140,371,170,198,200,109,230,99
21,87,51,122,81,190,111,373,141,86,171,386,201,68,231,227
22,235,52,330,82,175,112,195,142,296,172,86,202,48,232,71
23,270,53,212,83,106,113,109,143,170,173,42,203,70,233,40
24,255,54,171,84,188,114,233,144,190,174,108,204,128,234,313
25,319,55,388,85,60,115,242,145,219,175,-2,205,102,235,54
26,105,56,286,86,45,116,65,146,417,176,358,206,329,236,87
27,134,57,52,87,238,117,20,147,129,177,357,207,205,,
28,70,58,171,88,510,118,118,148,62,178,76,208,622,,
29,35,59,132,89,116,119,115,149,43,179,207,209,128,,
30,73,60,52,90,47,120,213,150,230,180,352,210,49,,
