0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
"PAS,CHURU.,","CHURU,",RAJASTHAN,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,20,31,417,61,156,91,686,121,81,151,149,181,308,211,271,241,154
2,521,32,440,62,149,92,242,122,487,152,249,182,224,212,150,242,545
3,164,33,36,63,315,93,50,123,337,153,167,183,116,213,253,243,509
4,675,34,133,64,340,94,580,124,154,154,267,184,154,214,281,244,72
5,112,35,218,65,686,95,397,125,314,155,216,185,436,215,247,245,263
6,269,36,369,66,218,96,90,126,86,156,556,186,181,216,466,246,214
7,520,37,123,67,105,97,303,127,150,157,189,187,435,217,68,247,362
8,230,38,111,68,223,98,142,128,29,158,667,188,382,218,167,248,278
9,103,39,414,69,186,99,481,129,153,159,253,189,121,219,375,249,213
10,280,40,498,70,244,100,66,130,334,160,671,190,93,220,356,250,430
11,147,41,192,71,145,101,379,131,361,161,175,191,258,221,577,251,117
12,464,42,359,72,88,102,182,132,247,162,146,192,244,222,450,252,284
13,534,43,641,73,312,103,112,133,523,163,265,193,163,223,247,253,50
14,474,44,165,74,298,104,187,134,205,164,234,194,651,224,380,254,225
15,17,45,117,75,255,105,280,135,125,165,91,195,622,225,299,255,283
16,610,46,288,76,12,106,100,136,134,166,55,196,353,226,252,256,42
17,653,47,108,77,342,107,616,137,628,167,461,197,323,227,556,257,56
18,428,48,305,78,519,108,118,138,151,168,279,198,74,228,375,258,80
19,510,49,95,79,139,109,121,139,153,169,82,199,489,229,559,259,130
20,288,50,17,80,453,110,195,140,439,170,423,200,163,230,396,260,571
21,448,51,497,81,346,111,170,141,520,171,119,201,375,231,626,261,77
22,194,52,94,82,125,112,252,142,38,172,47,202,388,232,602,,
23,222,53,446,83,379,113,553,143,486,173,230,203,209,233,319,,
24,25,54,310,84,592,114,183,144,316,174,55,204,260,234,645,,
25,60,55,325,85,156,115,90,145,367,175,361,205,119,235,167,,
26,208,56,485,86,248,116,118,146,91,176,248,206,122,236,257,,
27,120,57,130,87,55,117,521,147,319,177,152,207,129,237,675,,
28,101,58,444,88,227,118,144,148,218,178,570,208,433,238,53,,
29,459,59,465,89,260,119,612,149,141,179,379,209,115,239,85,,
30,600,60,163,90,436,120,79,150,591,180,677,210,471,240,175,,
