0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,
1,150,31,572,61,65,91,347,121,104,151,522,181,607,211,457,241,140,271,128,
2,589,32,105,62,651,92,511,122,336,152,532,182,464,212,113,242,123,272,552,
3,215,33,252,63,359,93,70,123,585,153,550,183,534,213,319,243,493,273,465,
4,130,34,162,64,89,94,349,124,126,154,323,184,179,214,233,244,124,274,614,
5,635,35,84,65,347,95,40,125,311,155,670,185,632,215,576,245,561,275,153,
6,597,36,529,66,572,96,315,126,425,156,169,186,672,216,70,246,544,276,522,
7,156,37,429,67,344,97,180,127,217,157,474,187,463,217,381,247,190,277,172,
8,392,38,139,68,223,98,589,128,290,158,379,188,415,218,298,248,322,278,607,
9,527,39,500,69,261,99,143,129,134,159,22,189,127,219,101,249,177,279,42,
10,267,40,598,70,524,100,578,130,102,160,554,190,162,220,477,250,187,280,482,
11,67,41,223,71,366,101,512,131,334,161,57,191,320,221,558,251,205,281,257,
12,393,42,283,72,606,102,271,132,655,162,160,192,458,222,134,252,60,282,319,
13,390,43,508,73,335,103,374,133,542,163,252,193,695,223,137,253,587,283,520,
14,262,44,295,74,602,104,216,134,556,164,514,194,250,224,485,254,537,284,228,
15,521,45,187,75,538,105,578,135,241,165,27,195,581,225,588,255,646,285,58,
16,180,46,227,76,121,106,80,136,510,166,107,196,181,226,291,256,587,286,402,
17,116,47,483,77,175,107,103,137,576,167,403,197,301,227,368,257,118,287,193,
18,222,48,608,78,201,108,549,138,591,168,129,198,374,228,56,258,71,288,79,
19,122,49,636,79,146,109,598,139,616,169,54,199,346,229,445,259,251,289,67,
20,147,50,363,80,290,110,622,140,89,170,285,200,556,230,369,260,93,290,542,
21,281,51,155,81,231,111,120,141,244,171,75,201,398,231,104,261,108,291,280,
22,242,52,292,82,602,112,428,142,265,172,201,202,464,232,610,262,118,292,115,
23,56,53,215,83,616,113,104,143,146,173,607,203,360,233,326,263,441,293,168,
24,95,54,234,84,131,114,660,144,577,174,282,204,202,234,126,264,142,294,433,
25,139,55,-5,85,347,115,547,145,169,175,610,205,233,235,136,265,484,295,124,
26,542,56,462,86,99,116,86,146,415,176,59,206,235,236,164,266,468,296,241,
27,237,57,630,87,285,117,140,147,651,177,234,207,221,237,478,267,361,297,330,
28,108,58,129,88,121,118,116,148,75,178,86,208,59,238,222,268,432,298,179,
29,611,59,12,89,352,119,200,149,103,179,153,209,170,239,40,269,607,299,629,
30,318,60,189,90,41,120,229,150,534,180,617,210,423,240,559,270,269,300,462,
Centre:,460607,GURU,NANAK,PUBLIC,"SCHOOL,",P.O.,NEW,KOLORAH,ANDUL,ROAD,"ALAMPUR,","HOWRAH,",WEST,BENGAL,NEET,(UG),2024,Page,No.,2
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,
301,636,331,207,361,417,391,175,421,539,451,420,,,,,,,,,
302,412,332,204,362,120,392,90,422,123,452,557,,,,,,,,,
303,325,333,222,363,405,393,584,423,75,453,304,,,,,,,,,
304,119,334,586,364,553,394,647,424,275,454,486,,,,,,,,,
305,198,335,645,365,564,395,145,425,350,455,140,,,,,,,,,
306,115,336,618,366,393,396,303,426,666,456,316,,,,,,,,,
307,41,337,293,367,489,397,576,427,650,457,595,,,,,,,,,
308,109,338,77,368,45,398,196,428,409,458,207,,,,,,,,,
309,23,339,123,369,327,399,116,429,570,459,138,,,,,,,,,
310,555,340,390,370,547,400,206,430,331,460,142,,,,,,,,,
311,132,341,39,371,327,401,590,431,343,461,127,,,,,,,,,
312,376,342,587,372,66,402,603,432,550,462,625,,,,,,,,,
313,583,343,41,373,164,403,383,433,422,463,323,,,,,,,,,
314,215,344,253,374,229,404,406,434,111,464,685,,,,,,,,,
315,111,345,513,375,655,405,542,435,205,465,558,,,,,,,,,
316,130,346,498,376,630,406,26,436,177,466,103,,,,,,,,,
317,314,347,328,377,660,407,101,437,94,467,606,,,,,,,,,
318,568,348,150,378,52,408,316,438,462,468,469,,,,,,,,,
319,103,349,94,379,291,409,650,439,358,469,605,,,,,,,,,
320,577,350,650,380,601,410,663,440,428,470,195,,,,,,,,,
321,52,351,690,381,444,411,120,441,475,,,,,,,,,,,
322,380,352,592,382,208,412,476,442,421,,,,,,,,,,,
323,543,353,651,383,598,413,524,443,156,,,,,,,,,,,
324,68,354,275,384,247,414,321,444,242,,,,,,,,,,,
325,457,355,394,385,30,415,106,445,642,,,,,,,,,,,
326,227,356,201,386,113,416,463,446,461,,,,,,,,,,,
327,234,357,589,387,100,417,311,447,238,,,,,,,,,,,
328,589,358,422,388,102,418,608,448,89,,,,,,,,,,,
329,96,359,405,389,328,419,239,449,470,,,,,,,,,,,
330,284,360,70,390,665,420,522,450,594,,,,,,,,,,,
