0,1,2,3,4,5,6,7,8,9,10,11,12,13
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,95,31,497,61,483,91,176,121,120,151,89,181,105
2,675,32,127,62,132,92,48,122,578,152,125,182,145
3,181,33,31,63,268,93,20,123,624,153,175,183,194
4,191,34,157,64,155,94,126,124,76,154,78,184,228
5,83,35,165,65,81,95,177,125,87,155,74,185,219
6,280,36,134,66,382,96,139,126,197,156,116,186,134
7,481,37,157,67,162,97,118,127,74,157,197,,
8,111,38,110,68,643,98,172,128,81,158,487,,
9,192,39,324,69,367,99,386,129,148,159,329,,
10,90,40,249,70,131,100,35,130,192,160,251,,
11,169,41,144,71,79,101,68,131,34,161,366,,
12,599,42,150,72,641,102,161,132,611,162,105,,
13,135,43,59,73,84,103,128,133,582,163,81,,
14,231,44,372,74,80,104,73,134,105,164,172,,
15,189,45,146,75,155,105,228,135,574,165,244,,
16,47,46,80,76,246,106,106,136,15,166,230,,
17,92,47,92,77,246,107,441,137,321,167,311,,
18,442,48,537,78,198,108,95,138,9,168,428,,
19,104,49,438,79,185,109,194,139,58,169,88,,
20,195,50,132,80,211,110,94,140,198,170,22,,
21,21,51,121,81,90,111,258,141,115,171,78,,
22,223,52,226,82,230,112,223,142,96,172,85,,
23,35,53,298,83,114,113,66,143,301,173,76,,
24,95,54,291,84,102,114,179,144,550,174,45,,
25,160,55,125,85,45,115,97,145,236,175,479,,
26,546,56,341,86,40,116,176,146,28,176,125,,
27,80,57,173,87,146,117,164,147,610,177,233,,
28,187,58,144,88,72,118,580,148,458,178,618,,
29,121,59,422,89,103,119,323,149,115,179,87,,
30,217,60,253,90,542,120,91,150,111,180,564,,
