0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,
1,580,31,172,61,600,91,135,121,181,151,204,181,160,211,488,241,100,271,595,
2,140,32,302,62,236,92,271,122,91,152,196,182,630,212,20,242,665,272,490,
3,92,33,502,63,254,93,389,123,618,153,311,183,60,213,130,243,316,273,389,
4,322,34,516,64,161,94,347,124,242,154,140,184,75,214,67,244,135,274,215,
5,495,35,170,65,168,95,519,125,102,155,226,185,348,215,391,245,394,275,46,
6,427,36,223,66,85,96,233,126,255,156,350,186,130,216,110,246,345,276,452,
7,375,37,412,67,313,97,680,127,651,157,110,187,364,217,187,247,52,277,466,
8,355,38,75,68,584,98,363,128,574,158,279,188,97,218,94,248,675,278,621,
9,432,39,365,69,86,99,438,129,71,159,67,189,224,219,427,249,323,279,279,
10,220,40,354,70,52,100,595,130,537,160,404,190,106,220,325,250,160,280,507,
11,532,41,319,71,132,101,406,131,239,161,52,191,117,221,40,251,315,281,655,
12,645,42,431,72,132,102,6,132,523,162,81,192,143,222,128,252,74,282,110,
13,155,43,15,73,148,103,273,133,275,163,261,193,651,223,49,253,38,283,459,
14,407,44,91,74,73,104,175,134,87,164,397,194,391,224,140,254,27,284,42,
15,55,45,485,75,215,105,110,135,138,165,70,195,172,225,407,255,144,285,497,
16,163,46,278,76,123,106,184,136,456,166,119,196,360,226,194,256,460,286,185,
17,100,47,125,77,113,107,234,137,178,167,115,197,318,227,244,257,103,287,36,
18,71,48,65,78,594,108,645,138,150,168,132,198,31,228,220,258,346,288,217,
19,198,49,77,79,173,109,217,139,193,169,128,199,17,229,202,259,111,289,640,
20,90,50,626,80,207,110,332,140,577,170,675,200,353,230,316,260,130,290,214,
21,49,51,39,81,197,111,58,141,132,171,335,201,118,231,49,261,56,291,425,
22,35,52,312,82,75,112,537,142,136,172,37,202,159,232,178,262,405,292,130,
23,382,53,194,83,206,113,675,143,440,173,114,203,68,233,171,263,347,293,257,
24,136,54,566,84,324,114,161,144,323,174,155,204,47,234,537,264,161,294,165,
25,404,55,337,85,615,115,401,145,99,175,201,205,407,235,499,265,424,295,28,
26,104,56,395,86,163,116,120,146,476,176,140,206,109,236,97,266,173,296,345,
27,165,57,282,87,0,117,208,147,109,177,180,207,605,237,420,267,566,297,24,
28,17,58,39,88,146,118,260,148,141,178,168,208,550,238,170,268,500,298,382,
29,181,59,95,89,276,119,141,149,297,179,409,209,202,239,531,269,487,299,140,
30,155,60,113,90,462,120,418,150,238,180,240,210,567,240,488,270,154,300,335,
Centre:,390712,ARYA,PUBLIC,SCHOOL,MALVIYA,NAGAR,"ALWAR,",MALVIYA,NAGAR,BLOCK-A,",","ALWAR,","ALWAR,",RAJASTHAN,NEET,(UG),2024,Page,No.,2
Srlno.,Marks,,,,,,,,,,,,,,,,,,,
301,467,,,,,,,,,,,,,,,,,,,
302,135,,,,,,,,,,,,,,,,,,,
303,569,,,,,,,,,,,,,,,,,,,
304,39,,,,,,,,,,,,,,,,,,,
305,115,,,,,,,,,,,,,,,,,,,
306,530,,,,,,,,,,,,,,,,,,,
307,151,,,,,,,,,,,,,,,,,,,
308,127,,,,,,,,,,,,,,,,,,,
