0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,122,31,40,61,38,91,85,121,85,151,36,181,-13,211,203
2,99,32,46,62,291,92,131,122,153,152,55,182,315,212,67
3,309,33,29,63,214,93,138,123,331,153,40,183,14,213,364
4,110,34,357,64,138,94,175,124,218,154,288,184,99,214,169
5,347,35,215,65,236,95,382,125,177,155,136,185,40,215,98
6,75,36,466,66,97,96,133,126,118,156,529,186,32,216,84
7,193,37,484,67,300,97,62,127,82,157,176,187,131,217,161
8,90,38,154,68,74,98,160,128,120,158,54,188,25,218,125
9,122,39,93,69,428,99,69,129,131,159,219,189,239,219,608
10,128,40,269,70,72,100,399,130,88,160,166,190,116,220,15
11,44,41,45,71,75,101,229,131,162,161,70,191,47,221,148
12,80,42,62,72,564,102,20,132,357,162,148,192,92,222,60
13,212,43,240,73,32,103,79,133,26,163,92,193,151,223,81
14,40,44,230,74,32,104,97,134,81,164,206,194,136,224,127
15,244,45,102,75,119,105,75,135,55,165,93,195,267,225,234
16,49,46,194,76,96,106,184,136,237,166,93,196,60,,
17,144,47,8,77,574,107,110,137,125,167,169,197,328,,
18,134,48,169,78,140,108,166,138,525,168,118,198,52,,
19,146,49,32,79,106,109,61,139,12,169,135,199,160,,
20,135,50,48,80,99,110,142,140,366,170,92,200,39,,
21,51,51,-5,81,59,111,152,141,245,171,48,201,122,,
22,126,52,140,82,163,112,134,142,543,172,167,202,120,,
23,277,53,334,83,97,113,73,143,62,173,38,203,608,,
24,135,54,445,84,75,114,119,144,41,174,75,204,130,,
25,163,55,140,85,134,115,123,145,132,175,125,205,160,,
26,75,56,309,86,80,116,115,146,248,176,511,206,107,,
27,79,57,80,87,126,117,107,147,68,177,323,207,424,,
28,136,58,50,88,201,118,107,148,85,178,550,208,154,,
29,516,59,464,89,203,119,101,149,411,179,239,209,269,,
30,439,60,176,90,273,120,65,150,75,180,308,210,127,,
