0,1,2,3,4,5,6,7,8,9,10,11
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,22,31,65,61,345,91,244,121,110,151,65
2,99,32,42,62,644,92,111,122,250,152,125
3,67,33,359,63,147,93,72,123,81,153,298
4,77,34,90,64,162,94,51,124,212,154,248
5,35,35,24,65,244,95,163,125,40,155,155
6,41,36,90,66,309,96,76,126,80,156,301
7,40,37,163,67,19,97,123,127,25,,
8,367,38,176,68,61,98,45,128,386,,
9,331,39,412,69,66,99,455,129,67,,
10,174,40,455,70,112,100,577,130,32,,
11,157,41,401,71,17,101,23,131,111,,
12,11,42,348,72,341,102,75,132,60,,
13,216,43,284,73,36,103,67,133,166,,
14,48,44,54,74,42,104,147,134,49,,
15,499,45,293,75,153,105,187,135,219,,
16,5,46,90,76,68,106,25,136,70,,
17,265,47,199,77,213,107,75,137,139,,
18,112,48,125,78,72,108,60,138,27,,
19,124,49,265,79,73,109,131,139,355,,
20,74,50,25,80,259,110,125,140,280,,
21,137,51,481,81,82,111,115,141,21,,
22,232,52,421,82,-15,112,341,142,61,,
23,80,53,61,83,218,113,464,143,81,,
24,392,54,91,84,13,114,161,144,70,,
25,68,55,85,85,60,115,86,145,60,,
26,76,56,143,86,61,116,111,146,35,,
27,112,57,125,87,288,117,125,147,22,,
28,80,58,419,88,31,118,435,148,239,,
29,287,59,36,89,468,119,288,149,184,,
30,170,60,380,90,45,120,38,150,112,,
