0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,87,31,338,61,251,91,131,121,80,151,181,181,79,211,-6,241,81,271,154
2,104,32,126,62,47,92,65,122,243,152,31,182,131,212,347,242,44,272,120
3,288,33,265,63,55,93,24,123,23,153,285,183,370,213,94,243,88,273,53
4,28,34,60,64,102,94,266,124,88,154,220,184,446,214,242,244,16,274,67
5,154,35,234,65,88,95,28,125,82,155,60,185,65,215,130,245,140,275,118
6,117,36,81,66,517,96,88,126,86,156,75,186,157,216,12,246,97,276,95
7,476,37,-5,67,638,97,77,127,104,157,214,187,54,217,66,247,46,277,82
8,202,38,49,68,60,98,224,128,98,158,117,188,304,218,54,248,-20,278,110
9,119,39,77,69,93,99,97,129,34,159,428,189,103,219,36,249,86,279,253
10,312,40,207,70,15,100,16,130,195,160,213,190,206,220,128,250,161,280,78
11,176,41,75,71,50,101,251,131,55,161,196,191,242,221,463,251,261,281,111
12,41,42,165,72,62,102,58,132,32,162,56,192,260,222,323,252,249,282,14
13,29,43,31,73,130,103,50,133,629,163,119,193,97,223,213,253,63,283,136
14,75,44,73,74,113,104,42,134,166,164,107,194,55,224,30,254,60,284,35
15,647,45,32,75,38,105,72,135,127,165,38,195,612,225,43,255,82,285,54
16,54,46,139,76,16,106,114,136,32,166,207,196,392,226,140,256,108,286,129
17,85,47,155,77,95,107,83,137,247,167,117,197,237,227,206,257,65,287,92
18,69,48,144,78,150,108,128,138,78,168,203,198,205,228,137,258,112,288,147
19,103,49,234,79,58,109,148,139,35,169,67,199,125,229,138,259,168,289,426
20,70,50,145,80,65,110,65,140,37,170,322,200,46,230,346,260,216,290,43
21,15,51,26,81,135,111,373,141,352,171,80,201,316,231,93,261,66,291,74
22,272,52,33,82,352,112,27,142,136,172,465,202,343,232,123,262,569,292,231
23,110,53,103,83,315,113,94,143,74,173,188,203,151,233,54,263,214,293,173
24,219,54,88,84,74,114,37,144,155,174,11,204,40,234,282,264,254,294,81
25,344,55,94,85,133,115,16,145,167,175,342,205,75,235,65,265,14,295,174
26,80,56,69,86,36,116,111,146,110,176,40,206,348,236,502,266,85,296,224
27,268,57,197,87,97,117,26,147,91,177,95,207,669,237,86,267,76,297,45
28,50,58,66,88,73,118,164,148,179,178,149,208,185,238,228,268,206,298,169
29,16,59,85,89,137,119,73,149,74,179,613,209,225,239,102,269,15,299,306
30,312,60,61,90,125,120,71,150,60,180,36,210,549,240,402,270,74,300,363
Centre:,461515,MURSHIDABAD,COLLEGE,OF,ENGINEERING,&,"TECHNOLOGY,","BANJETIA,",BERHAMPORE,"MURSHIDABAD,","MURSHIDABAD,",WEST,BENGAL,NEET,(UG),2024,Page,No.,2
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,,,,,,
301,388,331,22,361,140,,,,,,,,,,,,,,
302,175,332,109,362,342,,,,,,,,,,,,,,
303,253,333,92,363,64,,,,,,,,,,,,,,
304,206,334,450,364,108,,,,,,,,,,,,,,
305,252,335,36,365,254,,,,,,,,,,,,,,
306,155,336,45,366,120,,,,,,,,,,,,,,
307,57,337,206,367,95,,,,,,,,,,,,,,
308,150,338,69,368,281,,,,,,,,,,,,,,
309,234,339,8,369,108,,,,,,,,,,,,,,
310,243,340,107,370,147,,,,,,,,,,,,,,
311,376,341,48,371,137,,,,,,,,,,,,,,
312,484,342,40,372,110,,,,,,,,,,,,,,
313,66,343,303,373,132,,,,,,,,,,,,,,
314,30,344,605,374,222,,,,,,,,,,,,,,
315,125,345,128,375,63,,,,,,,,,,,,,,
316,158,346,22,,,,,,,,,,,,,,,,
317,93,347,74,,,,,,,,,,,,,,,,
318,140,348,96,,,,,,,,,,,,,,,,
319,91,349,12,,,,,,,,,,,,,,,,
320,17,350,94,,,,,,,,,,,,,,,,
321,113,351,165,,,,,,,,,,,,,,,,
322,5,352,164,,,,,,,,,,,,,,,,
323,118,353,-24,,,,,,,,,,,,,,,,
324,32,354,95,,,,,,,,,,,,,,,,
325,606,355,117,,,,,,,,,,,,,,,,
326,50,356,83,,,,,,,,,,,,,,,,
327,538,357,60,,,,,,,,,,,,,,,,
328,36,358,88,,,,,,,,,,,,,,,,
329,153,359,160,,,,,,,,,,,,,,,,
330,133,360,41,,,,,,,,,,,,,,,,
