0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
"ERNAKULAM/MOOVATTUPUZHA,",KERALA,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,
1,82,31,130,61,402,91,122,121,170,151,25,181,467,211,147,241,110,271,517,,,,
2,142,32,158,62,65,92,200,122,563,152,251,182,228,212,177,242,214,272,90,,,,
3,165,33,126,63,67,93,62,123,184,153,122,183,133,213,141,243,41,273,348,,,,
4,146,34,151,64,199,94,240,124,433,154,127,184,140,214,513,244,211,274,135,,,,
5,168,35,183,65,173,95,70,125,85,155,165,185,436,215,92,245,100,275,267,,,,
6,98,36,274,66,619,96,57,126,103,156,52,186,174,216,111,246,150,276,75,,,,
7,179,37,70,67,123,97,199,127,245,157,269,187,208,217,104,247,349,277,54,,,,
8,108,38,104,68,423,98,647,128,235,158,482,188,70,218,393,248,97,278,95,,,,
9,97,39,104,69,56,99,569,129,86,159,149,189,314,219,106,249,158,279,25,,,,
10,63,40,379,70,283,100,700,130,500,160,46,190,124,220,462,250,205,280,180,,,,
11,174,41,268,71,138,101,444,131,167,161,90,191,319,221,373,251,66,281,72,,,,
12,465,42,334,72,352,102,507,132,557,162,121,192,280,222,87,252,97,282,238,,,,
13,90,43,346,73,420,103,664,133,154,163,192,193,311,223,201,253,128,283,179,,,,
14,227,44,223,74,312,104,224,134,61,164,182,194,72,224,77,254,138,284,450,,,,
15,349,45,125,75,134,105,370,135,278,165,104,195,208,225,60,255,673,285,145,,,,
16,129,46,160,76,466,106,45,136,204,166,45,196,55,226,175,256,591,286,237,,,,
17,120,47,84,77,221,107,237,137,209,167,161,197,239,227,75,257,393,287,277,,,,
18,566,48,680,78,104,108,160,138,180,168,140,198,246,228,125,258,81,288,251,,,,
19,157,49,207,79,206,109,167,139,120,169,135,199,115,229,549,259,130,289,360,,,,
20,571,50,101,80,174,110,349,140,30,170,706,200,154,230,53,260,180,290,490,,,,
21,110,51,52,81,118,111,186,141,186,171,126,201,100,231,74,261,205,291,170,,,,
22,238,52,147,82,364,112,55,142,136,172,141,202,110,232,331,262,277,292,258,,,,
23,266,53,310,83,182,113,270,143,184,173,120,203,161,233,61,263,180,293,521,,,,
24,600,54,429,84,450,114,40,144,242,174,350,204,313,234,489,264,71,294,114,,,,
25,95,55,165,85,150,115,105,145,109,175,175,205,150,235,331,265,373,295,274,,,,
26,100,56,256,86,103,116,60,146,202,176,129,206,405,236,700,266,200,296,137,,,,
27,42,57,159,87,186,117,355,147,651,177,184,207,66,237,45,267,183,297,234,,,,
28,384,58,161,88,208,118,67,148,146,178,162,208,301,238,75,268,250,298,95,,,,
29,124,59,485,89,106,119,80,149,165,179,78,209,595,239,135,269,63,299,287,,,,
30,688,60,23,90,250,120,255,150,91,180,130,210,18,240,328,270,147,300,170,,,,
Centre:,280308,ST,PHILOMENA`S,PUB,SCHOOL,ELANJI,PO,ERNAKULAM,"KL,",ST.PHILOMENA`S,PUBLIC,SCHOOL,ELANJI,P.O,ERNAKULAM,DIST,"KERALA,",NEET,(UG),2024,Page,No.,2
"ERNAKULAM/MOOVATTUPUZHA,",KERALA,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,,
301,130,331,173,361,101,391,94,421,194,451,161,481,278,,,,,,,,,,
302,61,332,681,362,241,392,89,422,205,452,91,482,150,,,,,,,,,,
303,55,333,258,363,122,393,115,423,361,453,236,483,71,,,,,,,,,,
304,465,334,62,364,194,394,499,424,168,454,92,484,97,,,,,,,,,,
305,151,335,164,365,625,395,629,425,242,455,314,485,166,,,,,,,,,,
306,73,336,73,366,630,396,112,426,208,456,205,486,76,,,,,,,,,,
307,52,337,68,367,210,397,235,427,538,457,82,487,406,,,,,,,,,,
308,186,338,364,368,429,398,66,428,173,458,385,488,99,,,,,,,,,,
309,183,339,187,369,248,399,457,429,101,459,20,489,72,,,,,,,,,,
310,177,340,292,370,663,400,269,430,457,460,158,490,131,,,,,,,,,,
311,316,341,204,371,153,401,498,431,67,461,45,491,520,,,,,,,,,,
312,108,342,509,372,152,402,458,432,134,462,501,492,240,,,,,,,,,,
313,613,343,145,373,470,403,173,433,249,463,176,493,80,,,,,,,,,,
314,247,344,210,374,125,404,255,434,198,464,268,494,177,,,,,,,,,,
315,637,345,40,375,612,405,182,435,187,465,204,495,649,,,,,,,,,,
316,484,346,320,376,206,406,62,436,129,466,69,496,206,,,,,,,,,,
317,137,347,132,377,651,407,147,437,180,467,165,497,267,,,,,,,,,,
318,103,348,354,378,349,408,455,438,290,468,204,498,239,,,,,,,,,,
319,132,349,195,379,303,409,336,439,440,469,450,499,92,,,,,,,,,,
320,454,350,267,380,558,410,201,440,181,470,66,,,,,,,,,,,,
321,341,351,85,381,71,411,285,441,193,471,235,,,,,,,,,,,,
322,147,352,105,382,65,412,357,442,174,472,154,,,,,,,,,,,,
323,552,353,188,383,139,413,377,443,145,473,169,,,,,,,,,,,,
324,125,354,88,384,345,414,292,444,342,474,38,,,,,,,,,,,,
325,161,355,133,385,582,415,274,445,149,475,2,,,,,,,,,,,,
326,439,356,528,386,131,416,108,446,118,476,148,,,,,,,,,,,,
327,100,357,175,387,253,417,198,447,239,477,255,,,,,,,,,,,,
328,100,358,599,388,143,418,391,448,441,478,127,,,,,,,,,,,,
329,572,359,55,389,152,419,153,449,333,479,309,,,,,,,,,,,,
330,117,360,565,390,86,420,210,450,65,480,197,,,,,,,,,,,,
