0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
MAHARASHTRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,
1,131,31,351,61,88,91,86,121,45,151,29,181,121,211,262,241,578,271,192,,,,,,,,,
2,86,32,523,62,463,92,103,122,227,152,231,182,176,212,154,242,295,272,531,,,,,,,,,
3,212,33,107,63,55,93,473,123,139,153,139,183,42,213,93,243,65,273,27,,,,,,,,,
4,55,34,380,64,138,94,591,124,125,154,55,184,548,214,114,244,101,274,40,,,,,,,,,
5,400,35,290,65,155,95,125,125,23,155,324,185,315,215,115,245,129,275,105,,,,,,,,,
6,173,36,101,66,497,96,409,126,429,156,28,186,336,216,241,246,92,276,415,,,,,,,,,
7,229,37,44,67,69,97,217,127,70,157,47,187,303,217,70,247,55,277,9,,,,,,,,,
8,180,38,395,68,344,98,598,128,220,158,134,188,311,218,299,248,152,278,203,,,,,,,,,
9,259,39,154,69,134,99,84,129,145,159,283,189,114,219,77,249,229,279,301,,,,,,,,,
10,195,40,94,70,266,100,291,130,333,160,350,190,229,220,363,250,595,280,653,,,,,,,,,
11,163,41,534,71,150,101,282,131,74,161,230,191,134,221,376,251,135,281,146,,,,,,,,,
12,23,42,123,72,234,102,416,132,106,162,87,192,160,222,553,252,53,282,218,,,,,,,,,
13,89,43,50,73,630,103,441,133,58,163,231,193,266,223,42,253,212,283,534,,,,,,,,,
14,389,44,136,74,498,104,392,134,690,164,81,194,66,224,232,254,126,284,30,,,,,,,,,
15,105,45,65,75,45,105,220,135,211,165,170,195,190,225,360,255,65,285,206,,,,,,,,,
16,168,46,504,76,75,106,462,136,93,166,585,196,52,226,283,256,24,286,109,,,,,,,,,
17,195,47,138,77,35,107,263,137,170,167,504,197,241,227,96,257,158,287,141,,,,,,,,,
18,90,48,353,78,131,108,227,138,191,168,345,198,595,228,81,258,68,288,143,,,,,,,,,
19,248,49,267,79,642,109,78,139,250,169,131,199,75,229,133,259,33,289,388,,,,,,,,,
20,176,50,133,80,198,110,95,140,125,170,533,200,345,230,480,260,102,290,259,,,,,,,,,
21,296,51,272,81,184,111,169,141,270,171,125,201,273,231,43,261,36,291,51,,,,,,,,,
22,480,52,60,82,120,112,146,142,502,172,79,202,305,232,363,262,119,292,73,,,,,,,,,
23,252,53,128,83,485,113,208,143,163,173,196,203,86,233,259,263,543,293,306,,,,,,,,,
24,175,54,24,84,112,114,498,144,269,174,302,204,360,234,156,264,43,294,98,,,,,,,,,
25,50,55,92,85,242,115,117,145,163,175,128,205,612,235,91,265,150,295,173,,,,,,,,,
26,52,56,156,86,142,116,391,146,68,176,522,206,93,236,94,266,200,296,381,,,,,,,,,
27,372,57,375,87,283,117,88,147,163,177,193,207,661,237,594,267,319,297,110,,,,,,,,,
28,51,58,43,88,192,118,136,148,99,178,448,208,140,238,110,268,87,298,132,,,,,,,,,
29,266,59,533,89,433,119,286,149,314,179,156,209,475,239,61,269,100,299,195,,,,,,,,,
30,461,60,250,90,506,120,102,150,379,180,172,210,192,240,50,270,527,300,116,,,,,,,,,
Centre:,311038,NAVY,CHILDREN,"SCHOOL,",BLOCK,VII,"AREA,",NEW,NAVY,"NAGAR,","COLABA,NEAR",KV,NO.,2,NEW,NAVY,NAGAR,NEAR,KENDRIYA,VIDYALAYA,"NO.2,","MUMBAI,",NEET,(UG),2024,Page,No.,2
MAHARASHTRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,,,,,,,,,,,,,,,,,,,,,,,,,
301,21,331,135,,,,,,,,,,,,,,,,,,,,,,,,,
302,361,332,75,,,,,,,,,,,,,,,,,,,,,,,,,
303,396,333,548,,,,,,,,,,,,,,,,,,,,,,,,,
304,121,334,228,,,,,,,,,,,,,,,,,,,,,,,,,
305,133,335,140,,,,,,,,,,,,,,,,,,,,,,,,,
306,381,336,97,,,,,,,,,,,,,,,,,,,,,,,,,
307,121,337,67,,,,,,,,,,,,,,,,,,,,,,,,,
308,96,338,22,,,,,,,,,,,,,,,,,,,,,,,,,
309,159,339,565,,,,,,,,,,,,,,,,,,,,,,,,,
310,40,340,568,,,,,,,,,,,,,,,,,,,,,,,,,
311,45,341,178,,,,,,,,,,,,,,,,,,,,,,,,,
312,170,342,225,,,,,,,,,,,,,,,,,,,,,,,,,
313,372,343,64,,,,,,,,,,,,,,,,,,,,,,,,,
314,199,344,30,,,,,,,,,,,,,,,,,,,,,,,,,
315,379,345,104,,,,,,,,,,,,,,,,,,,,,,,,,
316,177,346,82,,,,,,,,,,,,,,,,,,,,,,,,,
317,286,347,105,,,,,,,,,,,,,,,,,,,,,,,,,
318,220,348,200,,,,,,,,,,,,,,,,,,,,,,,,,
319,625,349,103,,,,,,,,,,,,,,,,,,,,,,,,,
320,97,350,221,,,,,,,,,,,,,,,,,,,,,,,,,
321,548,351,196,,,,,,,,,,,,,,,,,,,,,,,,,
322,116,352,552,,,,,,,,,,,,,,,,,,,,,,,,,
323,271,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,614,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,19,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,355,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,89,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,229,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,123,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,383,,,,,,,,,,,,,,,,,,,,,,,,,,,
