0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,319,31,134,61,124,91,236,121,125,151,315,181,214,211,26
2,313,32,40,62,315,92,325,122,161,152,134,182,79,212,187
3,70,33,263,63,188,93,135,123,95,153,122,183,169,213,271
4,562,34,222,64,604,94,388,124,157,154,117,184,129,214,149
5,198,35,179,65,111,95,300,125,30,155,42,185,143,215,209
6,472,36,450,66,476,96,209,126,54,156,61,186,336,216,178
7,242,37,530,67,124,97,204,127,135,157,189,187,124,217,609
8,383,38,370,68,205,98,294,128,302,158,353,188,99,218,164
9,466,39,185,69,483,99,119,129,496,159,395,189,192,219,300
10,347,40,322,70,94,100,189,130,434,160,324,190,528,220,392
11,165,41,398,71,436,101,382,131,136,161,99,191,477,221,205
12,588,42,108,72,390,102,125,132,537,162,127,192,128,222,213
13,155,43,209,73,387,103,415,133,139,163,387,193,83,223,33
14,391,44,47,74,258,104,116,134,481,164,49,194,225,224,484
15,370,45,269,75,242,105,567,135,471,165,358,195,162,225,107
16,95,46,144,76,139,106,364,136,539,166,303,196,69,226,125
17,75,47,90,77,101,107,119,137,326,167,265,197,273,227,153
18,213,48,339,78,226,108,199,138,259,168,296,198,336,228,159
19,129,49,602,79,527,109,348,139,609,169,42,199,649,229,196
20,349,50,91,80,321,110,239,140,90,170,251,200,288,230,68
21,626,51,376,81,452,111,538,141,192,171,200,201,94,231,431
22,326,52,214,82,180,112,313,142,128,172,61,202,205,232,182
23,646,53,70,83,231,113,429,143,23,173,357,203,329,233,473
24,137,54,357,84,235,114,82,144,110,174,126,204,273,234,180
25,139,55,207,85,112,115,358,145,460,175,146,205,288,235,363
26,100,56,352,86,254,116,296,146,508,176,571,206,297,236,188
27,309,57,190,87,287,117,97,147,613,177,514,207,157,237,442
28,379,58,554,88,300,118,110,148,366,178,115,208,333,,
29,560,59,479,89,177,119,318,149,553,179,373,209,89,,
30,309,60,589,90,164,120,207,150,140,180,294,210,351,,
