0,1,2,3,4,5,6,7,8,9,10,11,12,13
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,208,31,228,61,67,91,17,121,314,151,80,181,74
2,136,32,341,62,10,92,482,122,401,152,99,182,361
3,35,33,293,63,127,93,48,123,70,153,149,183,91
4,210,34,81,64,164,94,35,124,212,154,109,184,64
5,35,35,69,65,57,95,205,125,57,155,90,185,90
6,353,36,123,66,277,96,203,126,92,156,42,186,285
7,12,37,163,67,99,97,209,127,48,157,105,187,23
8,98,38,89,68,137,98,46,128,51,158,65,,
9,165,39,53,69,148,99,137,129,54,159,112,,
10,62,40,75,70,106,100,163,130,222,160,89,,
11,36,41,67,71,48,101,73,131,612,161,53,,
12,140,42,10,72,86,102,47,132,66,162,136,,
13,10,43,70,73,-4,103,58,133,138,163,36,,
14,212,44,75,74,394,104,106,134,57,164,102,,
15,78,45,-5,75,112,105,55,135,102,165,72,,
16,78,46,99,76,92,106,82,136,19,166,118,,
17,85,47,569,77,30,107,165,137,335,167,36,,
18,222,48,146,78,20,108,322,138,95,168,308,,
19,65,49,231,79,36,109,79,139,17,169,65,,
20,25,50,52,80,91,110,133,140,138,170,241,,
21,107,51,91,81,86,111,65,141,242,171,48,,
22,185,52,62,82,342,112,534,142,318,172,269,,
23,50,53,71,83,56,113,39,143,84,173,54,,
24,156,54,124,84,94,114,87,144,55,174,60,,
25,35,55,80,85,100,115,146,145,70,175,209,,
26,133,56,70,86,132,116,71,146,155,176,89,,
27,221,57,136,87,13,117,103,147,99,177,104,,
28,369,58,161,88,60,118,115,148,18,178,98,,
29,113,59,168,89,98,119,37,149,56,179,396,,
30,32,60,118,90,41,120,222,150,11,180,80,,
