0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,
1,143,31,369,61,24,91,120,121,141,151,189,181,83,211,219,241,30,271,592,,
2,339,32,85,62,225,92,206,122,244,152,30,182,110,212,88,242,84,272,157,,
3,255,33,162,63,224,93,70,123,274,153,215,183,508,213,80,243,128,273,52,,
4,363,34,52,64,355,94,231,124,109,154,57,184,615,214,143,244,173,274,146,,
5,176,35,81,65,238,95,74,125,348,155,121,185,110,215,297,245,56,275,55,,
6,365,36,205,66,415,96,162,126,35,156,20,186,143,216,108,246,200,276,63,,
7,358,37,167,67,472,97,73,127,184,157,53,187,314,217,404,247,57,277,43,,
8,96,38,146,68,64,98,478,128,325,158,484,188,23,218,33,248,106,278,158,,
9,320,39,86,69,125,99,53,129,79,159,95,189,62,219,360,249,28,279,57,,
10,144,40,133,70,34,100,30,130,135,160,126,190,41,220,480,250,3,280,26,,
11,43,41,309,71,42,101,109,131,139,161,27,191,156,221,616,251,62,281,41,,
12,354,42,117,72,110,102,75,132,240,162,47,192,435,222,281,252,164,282,41,,
13,52,43,62,73,68,103,113,133,359,163,75,193,652,223,55,253,559,283,705,,
14,77,44,189,74,64,104,200,134,18,164,83,194,384,224,242,254,96,284,85,,
15,58,45,35,75,245,105,142,135,54,165,322,195,24,225,29,255,190,285,34,,
16,206,46,320,76,392,106,55,136,89,166,65,196,26,226,65,256,22,286,342,,
17,66,47,47,77,672,107,78,137,48,167,130,197,122,227,420,257,218,287,67,,
18,-5,48,354,78,165,108,136,138,185,168,55,198,92,228,421,258,66,288,105,,
19,463,49,35,79,298,109,249,139,50,169,9,199,92,229,179,259,227,289,76,,
20,55,50,471,80,51,110,53,140,317,170,39,200,361,230,335,260,87,290,436,,
21,208,51,301,81,139,111,-6,141,620,171,270,201,313,231,98,261,520,291,352,,
22,371,52,82,82,102,112,103,142,190,172,361,202,406,232,133,262,119,292,140,,
23,55,53,280,83,434,113,31,143,43,173,16,203,419,233,330,263,407,293,234,,
24,318,54,40,84,-8,114,205,144,185,174,50,204,61,234,26,264,3,294,139,,
25,86,55,162,85,506,115,49,145,48,175,348,205,134,235,119,265,87,295,187,,
26,63,56,346,86,49,116,161,146,74,176,284,206,63,236,311,266,123,296,119,,
27,80,57,96,87,13,117,327,147,23,177,356,207,45,237,59,267,595,297,45,,
28,203,58,277,88,256,118,30,148,235,178,67,208,254,238,85,268,109,298,113,,
29,79,59,290,89,65,119,141,149,65,179,-11,209,69,239,67,269,196,299,48,,
30,88,60,55,90,136,120,150,150,527,180,50,210,69,240,365,270,247,300,13,,
Centre:,310508,BALBHIM,ARTS,SCIENCE,AND,COMMERCE,"COLLEGE,",BALBHIM,CHOWK,KILLA,MAIDAN,KARANJA,"RAOD,","BEED,",MAHARASHTRA,NEET,(UG),2024,Page,No.,2
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,,,,,,,,
301,169,331,81,361,74,,,,,,,,,,,,,,,,
302,367,332,36,362,33,,,,,,,,,,,,,,,,
303,85,333,193,363,238,,,,,,,,,,,,,,,,
304,313,334,51,364,78,,,,,,,,,,,,,,,,
305,28,335,468,365,332,,,,,,,,,,,,,,,,
306,45,336,59,366,50,,,,,,,,,,,,,,,,
307,345,337,78,367,32,,,,,,,,,,,,,,,,
308,331,338,106,368,118,,,,,,,,,,,,,,,,
309,274,339,45,369,162,,,,,,,,,,,,,,,,
310,83,340,50,370,85,,,,,,,,,,,,,,,,
311,130,341,201,371,210,,,,,,,,,,,,,,,,
312,120,342,351,372,29,,,,,,,,,,,,,,,,
313,117,343,237,373,115,,,,,,,,,,,,,,,,
314,152,344,26,374,124,,,,,,,,,,,,,,,,
315,259,345,322,375,110,,,,,,,,,,,,,,,,
316,5,346,401,376,301,,,,,,,,,,,,,,,,
317,556,347,440,377,99,,,,,,,,,,,,,,,,
318,419,348,55,378,77,,,,,,,,,,,,,,,,
319,83,349,129,379,19,,,,,,,,,,,,,,,,
320,94,350,71,380,374,,,,,,,,,,,,,,,,
321,206,351,184,,,,,,,,,,,,,,,,,,
322,319,352,167,,,,,,,,,,,,,,,,,,
323,20,353,297,,,,,,,,,,,,,,,,,,
324,80,354,75,,,,,,,,,,,,,,,,,,
325,117,355,188,,,,,,,,,,,,,,,,,,
326,32,356,81,,,,,,,,,,,,,,,,,,
327,40,357,68,,,,,,,,,,,,,,,,,,
328,63,358,50,,,,,,,,,,,,,,,,,,
329,34,359,483,,,,,,,,,,,,,,,,,,
330,64,360,63,,,,,,,,,,,,,,,,,,
