0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,136,31,305,61,381,91,100,121,590,151,440,181,322,211,204
2,130,32,246,62,290,92,95,122,93,152,161,182,30,212,415
3,462,33,105,63,78,93,325,123,92,153,126,183,530,213,88
4,426,34,169,64,138,94,163,124,90,154,300,184,537,214,76
5,406,35,474,65,49,95,87,125,367,155,493,185,365,215,64
6,244,36,48,66,-21,96,33,126,471,156,211,186,273,216,383
7,521,37,140,67,266,97,340,127,133,157,80,187,217,217,19
8,130,38,100,68,440,98,255,128,183,158,179,188,89,218,102
9,66,39,113,69,543,99,278,129,347,159,88,189,371,219,60
10,113,40,350,70,137,100,26,130,570,160,47,190,115,220,100
11,22,41,323,71,318,101,115,131,363,161,39,191,53,221,488
12,85,42,179,72,582,102,86,132,361,162,70,192,67,222,117
13,375,43,422,73,380,103,85,133,432,163,444,193,427,223,119
14,88,44,125,74,251,104,121,134,130,164,110,194,235,224,284
15,631,45,141,75,109,105,90,135,88,165,385,195,397,225,154
16,58,46,83,76,74,106,245,136,343,166,540,196,105,226,145
17,50,47,500,77,159,107,231,137,273,167,60,197,38,227,521
18,89,48,133,78,520,108,61,138,182,168,426,198,86,228,100
19,208,49,67,79,212,109,513,139,25,169,266,199,561,229,84
20,18,50,416,80,331,110,294,140,89,170,333,200,167,230,393
21,498,51,413,81,335,111,85,141,80,171,31,201,78,231,178
22,266,52,218,82,91,112,85,142,216,172,127,202,171,232,212
23,118,53,358,83,140,113,67,143,208,173,77,203,336,,
24,286,54,445,84,314,114,82,144,124,174,77,204,52,,
25,139,55,351,85,132,115,80,145,85,175,123,205,186,,
26,431,56,520,86,98,116,105,146,135,176,395,206,642,,
27,529,57,312,87,248,117,190,147,527,177,22,207,63,,
28,66,58,353,88,67,118,473,148,115,178,119,208,407,,
29,274,59,121,89,222,119,284,149,487,179,171,209,124,,
30,66,60,141,90,423,120,161,150,-15,180,420,210,59,,
