0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
"VARANASI,",UTTAR,PRADESH,,,,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,
1,563,31,318,61,131,91,269,121,304,151,366,181,322,211,274,241,225,271,228,,,,,,,,
2,276,32,299,62,399,92,215,122,586,152,136,182,149,212,100,242,181,272,465,,,,,,,,
3,71,33,526,63,637,93,620,123,271,153,130,183,187,213,219,243,322,273,198,,,,,,,,
4,185,34,660,64,84,94,382,124,604,154,346,184,41,214,145,244,165,274,75,,,,,,,,
5,156,35,121,65,450,95,459,125,266,155,25,185,155,215,100,245,635,275,161,,,,,,,,
6,296,36,267,66,83,96,112,126,305,156,380,186,218,216,348,246,268,276,597,,,,,,,,
7,-9,37,398,67,320,97,632,127,85,157,305,187,126,217,258,247,211,277,137,,,,,,,,
8,562,38,90,68,97,98,124,128,359,158,340,188,74,218,134,248,169,278,167,,,,,,,,
9,227,39,363,69,338,99,135,129,93,159,136,189,85,219,200,249,153,279,125,,,,,,,,
10,610,40,34,70,18,100,149,130,335,160,438,190,272,220,170,250,85,280,87,,,,,,,,
11,376,41,93,71,89,101,631,131,127,161,111,191,156,221,269,251,71,281,156,,,,,,,,
12,306,42,467,72,112,102,453,132,81,162,192,192,86,222,165,252,172,282,201,,,,,,,,
13,300,43,603,73,104,103,462,133,134,163,576,193,166,223,461,253,173,283,122,,,,,,,,
14,260,44,351,74,132,104,425,134,525,164,221,194,593,224,38,254,158,284,185,,,,,,,,
15,88,45,197,75,254,105,398,135,16,165,103,195,309,225,295,255,271,285,264,,,,,,,,
16,244,46,97,76,602,106,680,136,38,166,420,196,435,226,207,256,78,286,495,,,,,,,,
17,383,47,205,77,210,107,68,137,370,167,363,197,245,227,105,257,125,287,133,,,,,,,,
18,300,48,87,78,171,108,40,138,90,168,90,198,350,228,486,258,234,288,118,,,,,,,,
19,274,49,136,79,664,109,-2,139,380,169,146,199,561,229,484,259,103,289,127,,,,,,,,
20,119,50,262,80,485,110,201,140,655,170,114,200,64,230,589,260,41,290,441,,,,,,,,
21,363,51,404,81,448,111,660,141,509,171,89,201,374,231,146,261,121,291,58,,,,,,,,
22,220,52,567,82,96,112,117,142,90,172,162,202,46,232,252,262,230,292,164,,,,,,,,
23,25,53,100,83,273,113,393,143,430,173,383,203,200,233,205,263,215,293,317,,,,,,,,
24,186,54,76,84,256,114,611,144,145,174,43,204,273,234,197,264,179,294,233,,,,,,,,
25,160,55,67,85,59,115,386,145,17,175,272,205,129,235,139,265,490,295,178,,,,,,,,
26,33,56,542,86,182,116,71,146,341,176,656,206,55,236,81,266,30,296,14,,,,,,,,
27,349,57,124,87,262,117,447,147,637,177,130,207,181,237,80,267,189,297,660,,,,,,,,
28,470,58,65,88,439,118,192,148,274,178,404,208,39,238,94,268,480,298,91,,,,,,,,
29,123,59,57,89,230,119,78,149,43,179,210,209,280,239,91,269,205,299,7,,,,,,,,
30,129,60,38,90,230,120,220,150,129,180,109,210,174,240,236,270,167,300,157,,,,,,,,
Centre:,441115,ST,K,C,MEMO,ENG,SCHOOL,NAVEDA,JALHUPUR,"VARANASI,",ST,K,C,MEMORIAL,ENGLISH,SCHOOL,NEVADA,JALHUPUR,VARANASI,UTTAR,"PRADESH,",NEET,(UG),2024,Page,No.,2
"VARANASI,",UTTAR,PRADESH,,,,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,
301,267,331,537,361,142,391,533,421,378,451,327,481,429,511,16,541,113,571,135,,,,,,,,
302,118,332,274,362,163,392,272,422,135,452,503,482,91,512,395,542,162,572,173,,,,,,,,
303,120,333,153,363,499,393,78,423,289,453,247,483,264,513,64,543,58,573,95,,,,,,,,
304,148,334,563,364,465,394,140,424,104,454,181,484,670,514,65,544,119,574,160,,,,,,,,
305,128,335,65,365,242,395,15,425,300,455,560,485,92,515,48,545,114,575,203,,,,,,,,
306,35,336,383,366,505,396,335,426,614,456,610,486,83,516,481,546,100,576,27,,,,,,,,
307,60,337,186,367,664,397,50,427,479,457,158,487,306,517,655,547,69,577,263,,,,,,,,
308,105,338,667,368,322,398,116,428,312,458,135,488,324,518,40,548,75,578,378,,,,,,,,
309,309,339,251,369,71,399,264,429,426,459,547,489,200,519,42,549,211,579,277,,,,,,,,
310,76,340,98,370,631,400,199,430,446,460,306,490,258,520,78,550,117,580,680,,,,,,,,
311,148,341,245,371,489,401,298,431,431,461,80,491,290,521,431,551,396,581,167,,,,,,,,
