0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
"UDAIPUR,",RAJASTHAN,,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,
1,55,31,61,61,105,91,102,121,74,151,165,181,158,211,42,241,189,271,261,,,,,
2,30,32,175,62,95,92,132,122,43,152,240,182,295,212,25,242,171,272,114,,,,,
3,59,33,71,63,60,93,142,123,85,153,141,183,110,213,38,243,50,273,132,,,,,
4,103,34,94,64,164,94,60,124,367,154,61,184,70,214,211,244,160,274,86,,,,,
5,5,35,95,65,119,95,70,125,73,155,36,185,80,215,503,245,80,275,78,,,,,
6,90,36,239,66,28,96,53,126,312,156,691,186,153,216,122,246,50,276,99,,,,,
7,198,37,83,67,311,97,57,127,87,157,108,187,90,217,67,247,45,277,80,,,,,
8,57,38,47,68,39,98,121,128,206,158,416,188,227,218,106,248,377,278,67,,,,,
9,63,39,80,69,90,99,40,129,226,159,290,189,74,219,89,249,60,279,36,,,,,
10,53,40,165,70,54,100,39,130,15,160,311,190,99,220,125,250,143,280,80,,,,,
11,49,41,48,71,82,101,46,131,10,161,39,191,106,221,88,251,198,281,30,,,,,
12,432,42,216,72,57,102,55,132,101,162,283,192,28,222,630,252,160,282,90,,,,,
13,63,43,369,73,372,103,88,133,412,163,87,193,397,223,128,253,45,283,65,,,,,
14,352,44,141,74,89,104,82,134,61,164,185,194,148,224,92,254,564,284,156,,,,,
15,46,45,81,75,36,105,95,135,22,165,449,195,170,225,326,255,137,285,662,,,,,
16,39,46,170,76,49,106,124,136,45,166,291,196,171,226,31,256,54,286,78,,,,,
17,38,47,255,77,88,107,51,137,196,167,90,197,1,227,268,257,622,287,237,,,,,
18,425,48,262,78,-3,108,191,138,71,168,40,198,68,228,264,258,65,288,348,,,,,
19,317,49,157,79,246,109,154,139,43,169,55,199,3,229,132,259,143,289,80,,,,,
20,186,50,92,80,157,110,13,140,607,170,69,200,30,230,120,260,36,290,165,,,,,
21,10,51,447,81,26,111,222,141,121,171,68,201,107,231,49,261,31,291,45,,,,,
22,50,52,76,82,479,112,295,142,192,172,84,202,110,232,56,262,69,292,145,,,,,
23,102,53,135,83,72,113,92,143,86,173,180,203,155,233,476,263,10,293,41,,,,,
24,135,54,230,84,80,114,213,144,254,174,136,204,103,234,105,264,220,294,73,,,,,
25,61,55,30,85,133,115,50,145,70,175,222,205,73,235,202,265,184,295,161,,,,,
26,125,56,230,86,48,116,185,146,458,176,57,206,76,236,149,266,263,296,68,,,,,
27,43,57,547,87,168,117,61,147,63,177,125,207,254,237,62,267,187,297,86,,,,,
28,442,58,42,88,103,118,457,148,19,178,77,208,180,238,20,268,75,298,290,,,,,
29,113,59,251,89,140,119,90,149,76,179,45,209,74,239,621,269,78,299,85,,,,,
30,383,60,109,90,223,120,121,150,52,180,53,210,64,240,135,270,40,300,310,,,,,
Centre:,390611,ST,MARY`S,CONVENT,SCHOOL,TEETARDI,UDAIPUR,"RAJ,",ST,MARY`S,CONVENT,SCHOOL,TEETARDI,UDAIPUR,BANSWARA,HIGHWAY,UDAIPUR,"RAJASTHAN,",NEET,(UG),2024,Page,No.,2
"UDAIPUR,",RAJASTHAN,,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,,,,,
301,79,331,224,361,111,391,265,421,63,451,553,,,,,,,,,,,,,
302,66,332,147,362,7,392,359,422,208,452,80,,,,,,,,,,,,,
303,147,333,305,363,55,393,77,423,99,453,346,,,,,,,,,,,,,
304,-30,334,96,364,82,394,147,424,141,,,,,,,,,,,,,,,
305,392,335,501,365,326,395,77,425,87,,,,,,,,,,,,,,,
306,129,336,156,366,305,396,177,426,54,,,,,,,,,,,,,,,
307,46,337,174,367,80,397,380,427,556,,,,,,,,,,,,,,,
308,284,338,16,368,558,398,153,428,66,,,,,,,,,,,,,,,
309,117,339,202,369,370,399,29,429,36,,,,,,,,,,,,,,,
310,80,340,340,370,530,400,91,430,85,,,,,,,,,,,,,,,
311,67,341,51,371,519,401,49,431,493,,,,,,,,,,,,,,,
312,402,342,125,372,146,402,60,432,544,,,,,,,,,,,,,,,
313,695,343,320,373,83,403,110,433,40,,,,,,,,,,,,,,,
314,78,344,80,374,79,404,66,434,-4,,,,,,,,,,,,,,,
315,96,345,327,375,102,405,62,435,111,,,,,,,,,,,,,,,
316,128,346,656,376,38,406,320,436,64,,,,,,,,,,,,,,,
317,87,347,17,377,59,407,10,437,50,,,,,,,,,,,,,,,
318,224,348,58,378,129,408,485,438,232,,,,,,,,,,,,,,,
319,89,349,199,379,137,409,108,439,122,,,,,,,,,,,,,,,
320,135,350,234,380,15,410,107,440,629,,,,,,,,,,,,,,,
321,113,351,315,381,5,411,120,441,409,,,,,,,,,,,,,,,
322,101,352,53,382,31,412,155,442,192,,,,,,,,,,,,,,,
323,70,353,540,383,54,413,302,443,483,,,,,,,,,,,,,,,
324,90,354,261,384,82,414,65,444,264,,,,,,,,,,,,,,,
325,116,355,476,385,72,415,97,445,87,,,,,,,,,,,,,,,
326,56,356,202,386,87,416,66,446,39,,,,,,,,,,,,,,,
327,37,357,252,387,194,417,296,447,70,,,,,,,,,,,,,,,
328,485,358,54,388,79,418,-6,448,65,,,,,,,,,,,,,,,
329,55,359,33,389,63,419,76,449,82,,,,,,,,,,,,,,,
330,81,360,253,390,211,420,90,450,280,,,,,,,,,,,,,,,
