0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
"361006,","JAMNAGAR,",GUJARAT,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,212,31,386,61,97,91,310,121,407,151,162,181,78,211,347,241,215
2,371,32,205,62,273,92,460,122,309,152,208,182,122,212,100,242,155
3,611,33,110,63,531,93,352,123,115,153,229,183,262,213,137,243,206
4,133,34,388,64,484,94,60,124,180,154,288,184,26,214,576,244,162
5,357,35,50,65,120,95,78,125,13,155,182,185,365,215,262,245,157
6,158,36,123,66,192,96,231,126,328,156,241,186,325,216,167,246,188
7,175,37,146,67,394,97,182,127,85,157,263,187,101,217,510,247,300
8,165,38,483,68,137,98,236,128,144,158,201,188,471,218,413,248,388
9,133,39,272,69,78,99,90,129,317,159,471,189,577,219,175,249,485
10,95,40,71,70,206,100,33,130,343,160,430,190,165,220,205,250,276
11,81,41,463,71,82,101,630,131,284,161,166,191,142,221,153,251,232
12,95,42,185,72,134,102,416,132,292,162,301,192,306,222,360,252,121
13,116,43,271,73,319,103,504,133,69,163,211,193,98,223,562,253,188
14,90,44,614,74,93,104,179,134,140,164,353,194,127,224,307,254,134
15,425,45,132,75,92,105,682,135,74,165,668,195,405,225,227,255,513
16,343,46,134,76,399,106,145,136,119,166,174,196,202,226,464,256,271
17,160,47,373,77,632,107,228,137,129,167,412,197,149,227,488,257,441
18,249,48,441,78,243,108,135,138,423,168,204,198,89,228,168,258,207
19,125,49,229,79,135,109,636,139,114,169,56,199,638,229,272,259,289
20,442,50,308,80,177,110,127,140,165,170,156,200,231,230,402,260,117
21,157,51,103,81,363,111,457,141,169,171,448,201,135,231,72,261,78
22,278,52,126,82,311,112,115,142,312,172,447,202,565,232,234,262,265
23,215,53,400,83,174,113,177,143,160,173,117,203,106,233,283,,
24,508,54,168,84,329,114,154,144,370,174,384,204,324,234,570,,
25,373,55,227,85,187,115,503,145,162,175,103,205,547,235,263,,
26,289,56,91,86,178,116,208,146,372,176,429,206,232,236,70,,
27,150,57,498,87,126,117,529,147,117,177,323,207,463,237,506,,
28,131,58,605,88,235,118,147,148,137,178,181,208,70,238,576,,
29,238,59,203,89,197,119,292,149,488,179,425,209,262,239,506,,
30,88,60,241,90,650,120,152,150,111,180,119,210,42,240,424,,
