0,1,2,3,4,5,6,7,8,9,10,11,12,13
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,18,31,88,61,59,91,136,121,378,151,92,181,300
2,29,32,295,62,150,92,180,122,60,152,323,182,191
3,385,33,316,63,61,93,78,123,130,153,50,183,240
4,142,34,55,64,354,94,44,124,27,154,15,184,178
5,207,35,87,65,96,95,25,125,232,155,59,185,73
6,84,36,83,66,220,96,75,126,144,156,254,186,66
7,35,37,72,67,-5,97,65,127,300,157,241,187,90
8,245,38,218,68,187,98,116,128,299,158,56,188,59
9,43,39,90,69,27,99,62,129,30,159,62,189,113
10,121,40,31,70,54,100,474,130,223,160,-10,190,19
11,115,41,60,71,95,101,18,131,164,161,19,191,176
12,8,42,174,72,87,102,47,132,132,162,131,192,253
13,66,43,189,73,80,103,161,133,228,163,100,193,35
14,189,44,52,74,51,104,326,134,42,164,283,194,107
15,90,45,-7,75,93,105,275,135,115,165,64,195,27
16,506,46,52,76,57,106,585,136,115,166,168,196,60
17,317,47,262,77,44,107,133,137,46,167,180,197,79
18,73,48,246,78,50,108,106,138,478,168,401,198,53
19,73,49,100,79,107,109,14,139,72,169,25,199,121
20,25,50,186,80,137,110,109,140,80,170,95,200,61
21,94,51,73,81,36,111,30,141,46,171,85,201,37
22,105,52,97,82,82,112,76,142,55,172,250,202,333
23,152,53,54,83,358,113,101,143,52,173,139,203,160
24,84,54,115,84,56,114,155,144,337,174,207,204,231
25,648,55,98,85,136,115,610,145,76,175,27,205,10
26,50,56,231,86,33,116,389,146,108,176,40,206,82
27,132,57,119,87,70,117,45,147,49,177,12,207,70
28,89,58,67,88,216,118,60,148,194,178,119,208,38
29,225,59,69,89,192,119,68,149,100,179,114,209,107
30,100,60,37,90,57,120,110,150,20,180,-40,,
