0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
"HAVERI,","HAVERI,",KARNATAKA,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,103,31,144,61,511,91,135,121,424,151,47,181,91,211,663
2,80,32,94,62,367,92,203,122,372,152,69,182,60,212,143
3,44,33,143,63,69,93,80,123,106,153,118,183,145,213,362
4,147,34,167,64,41,94,162,124,266,154,111,184,67,214,96
5,277,35,57,65,63,95,346,125,224,155,75,185,130,215,431
6,174,36,102,66,134,96,115,126,200,156,114,186,298,216,168
7,93,37,157,67,90,97,140,127,113,157,239,187,190,217,205
8,70,38,72,68,143,98,33,128,9,158,414,188,13,218,61
9,150,39,185,69,77,99,65,129,105,159,326,189,59,219,92
10,80,40,114,70,194,100,577,130,358,160,577,190,508,220,174
11,55,41,70,71,115,101,74,131,141,161,197,191,156,221,255
12,290,42,88,72,68,102,461,132,128,162,165,192,140,222,35
13,563,43,56,73,75,103,107,133,111,163,87,193,150,223,70
14,49,44,95,74,199,104,222,134,75,164,299,194,238,224,157
15,135,45,130,75,77,105,42,135,80,165,156,195,243,225,424
16,128,46,73,76,298,106,112,136,150,166,60,196,80,226,276
17,71,47,120,77,44,107,96,137,93,167,164,197,189,227,135
18,256,48,64,78,100,108,115,138,80,168,110,198,75,228,84
19,407,49,60,79,90,109,181,139,180,169,145,199,41,229,15
20,72,50,-5,80,183,110,490,140,121,170,370,200,298,230,313
21,115,51,199,81,65,111,10,141,149,171,136,201,135,231,34
22,150,52,248,82,30,112,125,142,125,172,145,202,95,,
23,77,53,77,83,121,113,39,143,69,173,365,203,75,,
24,105,54,33,84,78,114,384,144,443,174,269,204,223,,
25,156,55,234,85,160,115,40,145,131,175,50,205,389,,
26,61,56,99,86,163,116,95,146,81,176,60,206,106,,
27,116,57,80,87,98,117,5,147,85,177,55,207,170,,
28,444,58,67,88,40,118,128,148,25,178,82,208,318,,
29,25,59,231,89,211,119,129,149,153,179,75,209,328,,
30,59,60,113,90,5,120,389,150,31,180,488,210,566,,
