0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,
1,68,31,49,61,358,91,107,121,70,151,25,181,120,211,175,241,81,271,130,,
2,66,32,154,62,120,92,242,122,67,152,52,182,103,212,58,242,241,272,507,,
3,115,33,265,63,51,93,100,123,42,153,106,183,120,213,604,243,50,273,71,,
4,195,34,131,64,98,94,469,124,341,154,132,184,269,214,75,244,61,274,89,,
5,158,35,50,65,156,95,185,125,134,155,46,185,28,215,105,245,85,275,130,,
6,85,36,149,66,199,96,502,126,86,156,292,186,258,216,557,246,51,276,205,,
7,162,37,200,67,181,97,96,127,40,157,95,187,97,217,122,247,235,277,63,,
8,157,38,85,68,238,98,200,128,61,158,142,188,50,218,118,248,134,278,42,,
9,593,39,176,69,462,99,319,129,25,159,151,189,69,219,213,249,15,279,45,,
10,176,40,111,70,155,100,152,130,115,160,115,190,267,220,380,250,83,280,419,,
11,253,41,87,71,249,101,194,131,125,161,83,191,129,221,397,251,65,281,75,,
12,145,42,158,72,114,102,54,132,202,162,170,192,101,222,29,252,55,282,115,,
13,228,43,90,73,182,103,275,133,35,163,243,193,48,223,300,253,376,283,50,,
14,96,44,309,74,13,104,92,134,110,164,104,194,76,224,248,254,418,284,86,,
15,205,45,84,75,99,105,114,135,147,165,199,195,388,225,56,255,200,285,65,,
16,177,46,60,76,62,106,86,136,122,166,74,196,189,226,98,256,69,286,521,,
17,83,47,83,77,113,107,119,137,104,167,93,197,83,227,102,257,28,287,62,,
18,136,48,298,78,35,108,78,138,246,168,421,198,38,228,380,258,342,288,35,,
19,157,49,418,79,57,109,441,139,92,169,94,199,387,229,185,259,169,289,123,,
20,172,50,162,80,199,110,161,140,153,170,181,200,4,230,22,260,312,290,391,,
21,126,51,116,81,225,111,209,141,50,171,146,201,79,231,90,261,327,291,456,,
22,268,52,15,82,48,112,128,142,366,172,156,202,253,232,54,262,423,292,78,,
23,110,53,25,83,348,113,137,143,81,173,336,203,93,233,502,263,390,293,45,,
24,223,54,225,84,361,114,493,144,26,174,180,204,177,234,54,264,15,294,66,,
25,569,55,282,85,151,115,293,145,145,175,643,205,232,235,477,265,85,295,117,,
26,117,56,165,86,111,116,103,146,105,176,197,206,127,236,605,266,269,296,383,,
27,95,57,93,87,32,117,111,147,62,177,77,207,99,237,153,267,360,297,120,,
28,75,58,360,88,413,118,200,148,99,178,419,208,203,238,144,268,436,298,230,,
29,50,59,292,89,59,119,36,149,191,179,83,209,105,239,364,269,52,299,85,,
30,5,60,195,90,110,120,627,150,216,180,120,210,87,240,197,270,282,300,262,,
Centre:,271704,SJM,RESIDENTIAL,"SCHOOL,",SJM,RESIDENTIAL,SCHOOL,M,K,HATTY,CHITRADURGA,-,"577502,","CHITRADURGA,",KARNATAKA,NEET,(UG),2024,Page,No.,2
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,,,,,,
301,110,331,195,361,179,391,151,,,,,,,,,,,,,,
302,15,332,130,362,71,392,97,,,,,,,,,,,,,,
303,58,333,43,363,71,393,134,,,,,,,,,,,,,,
304,1,334,282,364,60,,,,,,,,,,,,,,,,
305,350,335,105,365,218,,,,,,,,,,,,,,,,
306,83,336,56,366,214,,,,,,,,,,,,,,,,
307,25,337,411,367,90,,,,,,,,,,,,,,,,
308,97,338,60,368,364,,,,,,,,,,,,,,,,
309,-4,339,157,369,46,,,,,,,,,,,,,,,,
310,153,340,105,370,135,,,,,,,,,,,,,,,,
311,365,341,65,371,243,,,,,,,,,,,,,,,,
312,124,342,399,372,99,,,,,,,,,,,,,,,,
313,570,343,569,373,50,,,,,,,,,,,,,,,,
314,247,344,202,374,201,,,,,,,,,,,,,,,,
315,130,345,240,375,103,,,,,,,,,,,,,,,,
316,53,346,438,376,86,,,,,,,,,,,,,,,,
317,35,347,100,377,234,,,,,,,,,,,,,,,,
318,212,348,94,378,591,,,,,,,,,,,,,,,,
319,231,349,68,379,125,,,,,,,,,,,,,,,,
320,121,350,50,380,70,,,,,,,,,,,,,,,,
321,380,351,52,381,123,,,,,,,,,,,,,,,,
322,101,352,80,382,483,,,,,,,,,,,,,,,,
323,37,353,256,383,99,,,,,,,,,,,,,,,,
324,60,354,111,384,75,,,,,,,,,,,,,,,,
325,55,355,116,385,82,,,,,,,,,,,,,,,,
326,87,356,235,386,482,,,,,,,,,,,,,,,,
327,20,357,9,387,41,,,,,,,,,,,,,,,,
328,234,358,79,388,456,,,,,,,,,,,,,,,,
329,399,359,61,389,107,,,,,,,,,,,,,,,,
330,277,360,152,390,114,,,,,,,,,,,,,,,,
