0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,152,31,1,61,184,91,115,121,406,151,237,181,266,211,610
2,212,32,341,62,246,92,249,122,620,152,270,182,101,212,50
3,37,33,545,63,345,93,87,123,20,153,135,183,256,213,247
4,69,34,143,64,331,94,176,124,681,154,72,184,55,214,608
5,101,35,628,65,483,95,196,125,280,155,234,185,137,215,179
6,22,36,46,66,605,96,628,126,139,156,280,186,509,216,596
7,132,37,68,67,158,97,44,127,60,157,347,187,288,217,28
8,602,38,89,68,249,98,128,128,76,158,140,188,116,218,119
9,76,39,605,69,128,99,167,129,516,159,227,189,656,219,391
10,263,40,52,70,291,100,136,130,207,160,404,190,26,220,464
11,371,41,72,71,133,101,186,131,-15,161,521,191,176,221,32
12,80,42,67,72,97,102,115,132,437,162,566,192,309,222,-16
13,101,43,65,73,71,103,196,133,209,163,284,193,161,223,280
14,204,44,80,74,51,104,570,134,329,164,321,194,-30,224,104
15,522,45,208,75,468,105,237,135,85,165,352,195,287,225,178
16,125,46,646,76,85,106,51,136,115,166,132,196,345,226,201
17,244,47,566,77,211,107,73,137,184,167,239,197,23,227,542
18,232,48,96,78,575,108,234,138,299,168,670,198,151,228,122
19,626,49,171,79,304,109,284,139,82,169,363,199,43,229,204
20,414,50,67,80,117,110,22,140,139,170,176,200,145,230,130
21,248,51,91,81,640,111,231,141,123,171,150,201,175,231,123
22,635,52,454,82,54,112,450,142,541,172,192,202,342,232,207
23,492,53,582,83,449,113,115,143,2,173,466,203,401,233,222
24,153,54,70,84,99,114,143,144,128,174,236,204,170,234,10
25,31,55,100,85,700,115,487,145,55,175,230,205,308,235,115
26,134,56,175,86,90,116,167,146,442,176,292,206,162,236,123
27,518,57,381,87,167,117,379,147,270,177,33,207,500,237,160
28,151,58,84,88,45,118,109,148,83,178,487,208,280,238,71
29,262,59,52,89,55,119,206,149,66,179,101,209,187,,
30,356,60,311,90,120,120,95,150,187,180,274,210,15,,
