0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,132,31,332,61,488,91,318,121,409,151,243,181,243,211,513
2,286,32,143,62,177,92,209,122,396,152,244,182,366,212,190
3,188,33,206,63,193,93,153,123,280,153,244,183,399,213,361
4,184,34,230,64,387,94,556,124,398,154,61,184,95,214,271
5,449,35,212,65,590,95,296,125,142,155,331,185,112,215,463
6,421,36,174,66,563,96,99,126,218,156,463,186,566,216,328
7,263,37,655,67,92,97,72,127,620,157,384,187,436,217,427
8,309,38,212,68,188,98,180,128,327,158,516,188,134,218,157
9,157,39,347,69,115,99,112,129,529,159,248,189,573,219,190
10,203,40,540,70,299,100,181,130,518,160,204,190,359,220,527
11,248,41,646,71,179,101,201,131,355,161,219,191,120,221,468
12,142,42,222,72,174,102,574,132,397,162,310,192,357,222,481
13,525,43,321,73,570,103,619,133,110,163,511,193,666,223,210
14,640,44,596,74,233,104,383,134,351,164,356,194,145,224,553
15,258,45,396,75,221,105,500,135,65,165,644,195,645,225,270
16,80,46,389,76,77,106,114,136,146,166,375,196,406,226,551
17,334,47,514,77,467,107,370,137,119,167,350,197,80,227,472
18,326,48,167,78,305,108,336,138,276,168,405,198,296,228,580
19,144,49,127,79,278,109,160,139,543,169,634,199,390,229,324
20,533,50,425,80,365,110,376,140,359,170,334,200,108,230,138
21,201,51,59,81,319,111,168,141,362,171,230,201,481,231,283
22,317,52,159,82,305,112,137,142,161,172,140,202,209,232,555
23,299,53,245,83,181,113,196,143,564,173,184,203,436,233,256
24,121,54,399,84,362,114,555,144,305,174,339,204,416,234,84
25,180,55,41,85,304,115,564,145,435,175,550,205,226,235,380
26,141,56,411,86,136,116,426,146,235,176,540,206,265,236,345
27,449,57,629,87,527,117,272,147,435,177,540,207,540,,
28,621,58,220,88,219,118,226,148,399,178,452,208,233,,
29,497,59,538,89,481,119,570,149,227,179,447,209,346,,
30,171,60,556,90,238,120,96,150,666,180,333,210,113,,
