0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
"781026,","GUWAHATI,",ASSAM,,,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,
1,103,31,398,61,58,91,100,121,87,151,253,181,187,211,101,241,85,271,584,,,,,,,
2,-5,32,116,62,378,92,80,122,276,152,144,182,171,212,232,242,72,272,404,,,,,,,
3,260,33,612,63,271,93,192,123,221,153,381,183,607,213,362,243,538,273,101,,,,,,,
4,441,34,112,64,682,94,402,124,81,154,176,184,125,214,135,244,135,274,233,,,,,,,
5,373,35,515,65,443,95,215,125,512,155,40,185,75,215,69,245,112,275,489,,,,,,,
6,647,36,241,66,117,96,118,126,115,156,402,186,39,216,435,246,132,276,615,,,,,,,
7,68,37,187,67,142,97,97,127,181,157,36,187,282,217,5,247,120,277,189,,,,,,,
8,182,38,141,68,39,98,155,128,456,158,19,188,141,218,247,248,104,278,556,,,,,,,
9,232,39,77,69,155,99,266,129,364,159,640,189,305,219,142,249,51,279,78,,,,,,,
10,423,40,165,70,325,100,103,130,203,160,69,190,122,220,239,250,143,280,197,,,,,,,
11,261,41,111,71,35,101,168,131,379,161,395,191,347,221,303,251,442,281,71,,,,,,,
12,140,42,202,72,283,102,105,132,41,162,123,192,152,222,86,252,110,282,141,,,,,,,
13,143,43,519,73,391,103,187,133,559,163,116,193,326,223,472,253,225,283,205,,,,,,,
14,104,44,147,74,264,104,406,134,107,164,353,194,213,224,94,254,98,284,211,,,,,,,
15,41,45,270,75,56,105,122,135,308,165,102,195,176,225,169,255,392,285,258,,,,,,,
16,93,46,119,76,314,106,137,136,73,166,133,196,663,226,289,256,199,286,171,,,,,,,
17,273,47,45,77,400,107,85,137,77,167,344,197,506,227,209,257,18,287,116,,,,,,,
18,54,48,60,78,329,108,111,138,245,168,239,198,97,228,262,258,75,288,114,,,,,,,
19,403,49,228,79,431,109,60,139,544,169,613,199,382,229,516,259,37,289,577,,,,,,,
20,301,50,165,80,270,110,167,140,91,170,650,200,312,230,298,260,44,290,520,,,,,,,
21,313,51,336,81,118,111,274,141,203,171,167,201,119,231,154,261,25,291,311,,,,,,,
22,-5,52,43,82,153,112,137,142,87,172,154,202,593,232,52,262,151,292,108,,,,,,,
23,158,53,400,83,521,113,163,143,93,173,152,203,65,233,134,263,128,293,439,,,,,,,
24,53,54,150,84,190,114,95,144,72,174,191,204,248,234,46,264,127,294,126,,,,,,,
25,65,55,58,85,288,115,574,145,160,175,385,205,367,235,95,265,158,295,305,,,,,,,
26,119,56,156,86,145,116,90,146,648,176,188,206,149,236,283,266,346,296,213,,,,,,,
27,449,57,101,87,400,117,489,147,158,177,182,207,142,237,205,267,353,297,183,,,,,,,
28,91,58,440,88,98,118,293,148,40,178,70,208,186,238,527,268,174,298,148,,,,,,,
29,180,59,156,89,97,119,683,149,173,179,307,209,367,239,519,269,189,299,372,,,,,,,
30,140,60,576,90,432,120,222,150,92,180,182,210,411,240,76,270,197,300,409,,,,,,,
Centre:,140205,ASSAM,DOWN,TOWN,"UNIVERSITY,",ASSAM,DOWN,TOWN,UNIVERSITY,SANKAR,MADHAB,PATH,GANDHI,NAGAR,PANIKHAITI,GUWAHATI,ASSAM,INDIA,PIN,-,NEET,(UG),2024,Page,No.,2
"781026,","GUWAHATI,",ASSAM,,,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,
301,80,331,63,361,469,391,61,421,104,451,493,481,277,511,140,541,240,571,445,,,,,,,
302,181,332,590,362,222,392,605,422,58,452,21,482,0,512,430,542,487,572,105,,,,,,,
303,196,333,460,363,120,393,192,423,124,453,129,483,71,513,57,543,201,573,428,,,,,,,
304,45,334,143,364,278,394,577,424,276,454,343,484,571,514,21,544,41,574,204,,,,,,,
305,122,335,288,365,448,395,579,425,647,455,314,485,374,515,30,545,130,575,242,,,,,,,
306,177,336,110,366,361,396,63,426,35,456,54,486,700,516,65,546,150,,,,,,,,,
307,473,337,73,367,710,397,134,427,207,457,507,487,622,517,509,547,203,,,,,,,,,
308,534,338,363,368,51,398,65,428,139,458,137,488,538,518,293,548,581,,,,,,,,,
309,175,339,79,369,130,399,261,429,18,459,118,489,119,519,448,549,74,,,,,,,,,
310,80,340,115,370,71,400,88,430,388,460,74,490,81,520,649,550,294,,,,,,,,,
311,113,341,279,371,81,401,122,431,172,461,685,491,429,521,218,551,284,,,,,,,,,
312,96,342,246,372,358,402,269,432,110,462,157,492,81,522,224,552,81,,,,,,,,,
313,355,343,59,373,108,403,175,433,166,463,199,493,695,523,504,553,590,,,,,,,,,
314,179,344,318,374,94,404,541,434,113,464,420,494,464,524,273,554,144,,,,,,,,,
315,183,345,248,375,258,405,146,435,479,465,139,495,403,525,123,555,488,,,,,,,,,
316,209,346,60,376,15,406,292,436,484,466,446,496,28,526,166,556,65,,,,,,,,,
317,146,347,362,377,268,407,320,437,107,467,128,497,143,527,392,557,294,,,,,,,,,
318,128,348,158,378,38,408,315,438,75,468,143,498,35,528,285,558,89,,,,,,,,,
319,133,349,187,379,72,409,632,439,15,469,51,499,551,529,508,559,103,,,,,,,,,
320,100,350,27,380,335,410,126,440,417,470,204,500,578,530,563,560,81,,,,,,,,,
321,122,351,330,381,156,411,482,441,187,471,142,501,321,531,164,561,75,,,,,,,,,
322,50,352,450,382,209,412,25,442,128,472,124,502,125,532,275,562,196,,,,,,,,,
323,31,353,236,383,241,413,102,443,66,473,29,503,263,533,520,563,95,,,,,,,,,
324,-10,354,181,384,465,414,134,444,106,474,548,504,96,534,352,564,194,,,,,,,,,
325,290,355,68,385,216,415,598,445,25,475,181,505,71,535,237,565,45,,,,,,,,,
326,10,356,87,386,255,416,108,446,194,476,198,506,243,536,231,566,333,,,,,,,,,
