0,1,2,3,4,5,6,7,8,9,10,11
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,50,31,75,61,40,91,40,121,68,151,42
2,30,32,55,62,82,92,104,122,5,152,104
3,223,33,286,63,4,93,137,123,40,153,85
4,47,34,30,64,104,94,57,124,70,154,10
5,37,35,136,65,-3,95,99,125,115,155,52
6,29,36,62,66,26,96,145,126,266,156,147
7,15,37,50,67,48,97,82,127,4,157,122
8,59,38,62,68,264,98,91,128,79,158,27
9,174,39,109,69,99,99,13,129,75,159,115
10,80,40,111,70,84,100,153,130,-12,160,56
11,325,41,55,71,-9,101,-2,131,162,161,51
12,161,42,296,72,67,102,127,132,15,162,115
13,35,43,53,73,49,103,91,133,-4,163,35
14,5,44,25,74,418,104,61,134,177,164,250
15,247,45,204,75,270,105,-1,135,88,165,102
16,298,46,93,76,57,106,344,136,27,166,127
17,49,47,119,77,89,107,101,137,47,167,278
18,126,48,50,78,193,108,213,138,5,168,56
19,411,49,10,79,91,109,51,139,32,169,46
20,157,50,72,80,14,110,85,140,273,170,30
21,63,51,88,81,75,111,50,141,85,171,67
22,111,52,78,82,20,112,51,142,99,172,203
23,17,53,65,83,41,113,94,143,108,173,45
24,55,54,48,84,66,114,172,144,183,174,48
25,214,55,510,85,199,115,129,145,106,175,66
26,113,56,90,86,21,116,98,146,391,176,106
27,358,57,202,87,64,117,166,147,116,177,130
28,64,58,71,88,42,118,70,148,-15,178,75
29,6,59,312,89,250,119,39,149,131,179,26
30,105,60,142,90,100,120,289,150,89,180,62
