0,1,2,3,4,5,6,7,8,9,10,11,12,13
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,380,31,106,61,65,91,92,121,53,151,171,181,64
2,116,32,43,62,36,92,125,122,146,152,52,182,58
3,130,33,107,63,37,93,138,123,85,153,169,183,59
4,73,34,104,64,157,94,8,124,160,154,75,184,146
5,167,35,181,65,66,95,92,125,494,155,80,185,17
6,125,36,72,66,227,96,110,126,146,156,229,186,71
7,118,37,-35,67,33,97,81,127,200,157,53,187,57
8,32,38,47,68,229,98,46,128,90,158,106,188,130
9,56,39,129,69,102,99,194,129,45,159,83,189,64
10,98,40,105,70,96,100,51,130,144,160,54,190,192
11,11,41,97,71,168,101,269,131,68,161,49,191,57
12,56,42,414,72,111,102,13,132,47,162,100,192,103
13,70,43,71,73,64,103,142,133,92,163,87,193,197
14,122,44,77,74,243,104,66,134,186,164,144,194,49
15,236,45,84,75,40,105,83,135,147,165,121,195,32
16,49,46,219,76,133,106,53,136,151,166,10,196,-7
17,-14,47,56,77,248,107,103,137,199,167,47,197,64
18,49,48,48,78,147,108,150,138,49,168,40,198,187
19,100,49,161,79,19,109,262,139,63,169,20,199,133
20,210,50,255,80,122,110,209,140,85,170,86,200,19
21,477,51,168,81,45,111,130,141,145,171,98,201,75
22,147,52,141,82,70,112,129,142,49,172,28,202,52
23,72,53,83,83,623,113,128,143,204,173,72,203,198
24,80,54,382,84,171,114,86,144,67,174,42,204,93
25,30,55,70,85,38,115,325,145,112,175,323,205,58
26,193,56,88,86,81,116,113,146,83,176,93,206,103
27,170,57,13,87,68,117,54,147,49,177,47,207,25
28,46,58,36,88,46,118,264,148,100,178,30,208,51
29,388,59,119,89,176,119,22,149,129,179,122,,
30,105,60,181,90,41,120,290,150,198,180,24,,
