0,1,2,3,4,5,6,7,8,9,10,11,12,13
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,62,31,131,61,239,91,87,121,190,151,22,181,592
2,235,32,45,62,68,92,610,122,67,152,210,182,63
3,197,33,146,63,5,93,249,123,75,153,274,183,257
4,84,34,29,64,154,94,197,124,494,154,153,184,47
5,507,35,158,65,133,95,79,125,156,155,432,185,363
6,147,36,196,66,25,96,163,126,431,156,93,186,511
7,39,37,167,67,1,97,121,127,244,157,398,187,89
8,342,38,80,68,126,98,215,128,590,158,473,188,355
9,548,39,355,69,485,99,77,129,87,159,75,,
10,359,40,343,70,173,100,57,130,214,160,306,,
11,207,41,132,71,502,101,281,131,464,161,262,,
12,172,42,75,72,351,102,81,132,360,162,148,,
13,118,43,398,73,84,103,77,133,164,163,139,,
14,290,44,102,74,180,104,88,134,194,164,391,,
15,141,45,76,75,439,105,62,135,95,165,307,,
16,267,46,53,76,133,106,105,136,5,166,75,,
17,90,47,65,77,87,107,120,137,651,167,93,,
18,36,48,600,78,91,108,100,138,553,168,-25,,
19,42,49,156,79,155,109,159,139,163,169,75,,
20,116,50,195,80,215,110,156,140,464,170,46,,
21,72,51,302,81,32,111,123,141,651,171,91,,
22,32,52,159,82,95,112,65,142,159,172,82,,
23,184,53,272,83,115,113,110,143,112,173,55,,
24,153,54,150,84,43,114,211,144,417,174,260,,
25,159,55,559,85,62,115,244,145,116,175,160,,
26,185,56,589,86,203,116,102,146,267,176,206,,
27,76,57,605,87,37,117,46,147,410,177,153,,
28,255,58,77,88,353,118,40,148,39,178,45,,
29,351,59,129,89,31,119,121,149,83,179,106,,
30,446,60,45,90,75,120,77,150,-1,180,63,,
