0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,68,31,45,61,138,91,45,121,34,151,46,181,61,211,7,241,25
2,1,32,29,62,100,92,103,122,42,152,100,182,40,212,115,242,40
3,75,33,30,63,97,93,41,123,123,153,37,183,70,213,90,243,42
4,45,34,86,64,99,94,40,124,59,154,105,184,51,214,266,244,66
5,55,35,27,65,10,95,314,125,13,155,53,185,58,215,55,,
6,50,36,119,66,51,96,140,126,75,156,175,186,69,216,16,,
7,32,37,29,67,180,97,36,127,110,157,25,187,65,217,35,,
8,42,38,65,68,50,98,56,128,82,158,20,188,53,218,215,,
9,100,39,159,69,6,99,4,129,40,159,181,189,73,219,91,,
10,55,40,139,70,-8,100,57,130,95,160,40,190,45,220,50,,
11,35,41,57,71,26,101,50,131,76,161,115,191,185,221,23,,
12,11,42,35,72,44,102,71,132,68,162,66,192,160,222,86,,
13,129,43,137,73,216,103,58,133,126,163,45,193,72,223,121,,
14,211,44,44,74,78,104,137,134,77,164,77,194,22,224,20,,
15,45,45,79,75,176,105,107,135,75,165,48,195,350,225,0,,
16,110,46,32,76,70,106,56,136,-6,166,30,196,115,226,40,,
17,387,47,71,77,271,107,194,137,5,167,35,197,111,227,307,,
18,51,48,116,78,90,108,55,138,61,168,71,198,89,228,94,,
19,74,49,82,79,52,109,50,139,46,169,114,199,92,229,5,,
20,63,50,270,80,45,110,61,140,21,170,120,200,87,230,114,,
21,170,51,75,81,34,111,95,141,55,171,227,201,62,231,196,,
22,-3,52,10,82,265,112,140,142,-5,172,205,202,35,232,95,,
23,85,53,125,83,13,113,55,143,114,173,98,203,20,233,78,,
24,118,54,69,84,79,114,184,144,64,174,121,204,119,234,173,,
25,44,55,151,85,85,115,55,145,28,175,17,205,110,235,97,,
26,15,56,43,86,65,116,28,146,54,176,115,206,61,236,115,,
27,22,57,18,87,100,117,385,147,101,177,70,207,57,237,30,,
28,85,58,160,88,35,118,418,148,145,178,153,208,84,238,55,,
29,305,59,55,89,57,119,131,149,177,179,72,209,65,239,92,,
30,85,60,181,90,62,120,40,150,104,180,62,210,110,240,30,,
