0,1,2,3,4,5,6,7,8,9,10,11
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,67,31,150,61,511,91,267,121,309,151,51
2,115,32,47,62,118,92,73,122,241,152,134
3,44,33,133,63,161,93,594,123,71,153,164
4,115,34,184,64,246,94,303,124,204,154,352
5,541,35,62,65,372,95,414,125,186,155,282
6,200,36,85,66,419,96,500,126,246,156,235
7,26,37,176,67,73,97,614,127,432,157,229
8,90,38,234,68,86,98,120,128,149,158,117
9,438,39,94,69,103,99,157,129,293,159,183
10,211,40,30,70,91,100,117,130,60,160,509
11,183,41,365,71,242,101,255,131,261,161,151
12,215,42,102,72,378,102,91,132,216,162,120
13,568,43,80,73,0,103,55,133,226,,
14,156,44,177,74,499,104,208,134,95,,
15,186,45,133,75,170,105,80,135,377,,
16,373,46,115,76,40,106,65,136,129,,
17,89,47,59,77,276,107,56,137,90,,
18,176,48,602,78,355,108,604,138,547,,
19,105,49,97,79,501,109,98,139,160,,
20,454,50,69,80,484,110,85,140,375,,
21,149,51,555,81,195,111,47,141,190,,
22,15,52,670,82,614,112,536,142,545,,
23,157,53,83,83,41,113,148,143,180,,
24,108,54,155,84,261,114,155,144,239,,
25,514,55,80,85,97,115,166,145,173,,
26,68,56,104,86,560,116,115,146,298,,
27,139,57,472,87,61,117,165,147,41,,
28,2,58,230,88,291,118,339,148,144,,
29,140,59,90,89,93,119,121,149,215,,
30,75,60,169,90,143,120,269,150,245,,
