0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,228,31,132,61,122,91,536,121,68,151,616,181,75,211,252,241,381,271,291
2,55,32,71,62,65,92,57,122,72,152,71,182,289,212,282,242,90,272,113
3,65,33,82,63,125,93,17,123,76,153,95,183,206,213,221,243,108,273,75
4,491,34,358,64,201,94,56,124,51,154,50,184,64,214,40,244,73,274,41
5,110,35,50,65,100,95,245,125,47,155,616,185,593,215,472,245,49,275,55
6,41,36,11,66,164,96,26,126,156,156,173,186,58,216,472,246,84,276,120
7,53,37,40,67,394,97,62,127,60,157,119,187,182,217,20,247,142,277,58
8,40,38,65,68,260,98,68,128,20,158,20,188,9,218,71,248,194,278,40
9,56,39,76,69,22,99,31,129,226,159,-4,189,39,219,80,249,28,279,139
10,29,40,104,70,75,100,172,130,17,160,120,190,105,220,87,250,299,280,70
11,20,41,113,71,71,101,91,131,80,161,328,191,56,221,176,251,0,281,159
12,60,42,6,72,114,102,26,132,33,162,53,192,48,222,108,252,97,282,81
13,62,43,43,73,25,103,13,133,87,163,133,193,78,223,2,253,325,283,25
14,81,44,178,74,71,104,40,134,57,164,55,194,73,224,318,254,50,284,364
15,61,45,73,75,208,105,120,135,68,165,40,195,34,225,278,255,77,285,70
16,69,46,37,76,115,106,400,136,58,166,394,196,115,226,88,256,296,286,247
17,181,47,63,77,114,107,93,137,98,167,50,197,351,227,22,257,111,287,106
18,59,48,58,78,86,108,57,138,75,168,96,198,69,228,69,258,183,288,45
19,141,49,55,79,105,109,176,139,86,169,39,199,68,229,111,259,391,289,562
20,75,50,124,80,75,110,200,140,53,170,159,200,223,230,471,260,111,290,115
21,485,51,60,81,110,111,110,141,43,171,30,201,80,231,92,261,600,291,371
22,105,52,153,82,106,112,58,142,272,172,69,202,61,232,655,262,20,292,398
23,79,53,111,83,25,113,85,143,435,173,39,203,129,233,75,263,75,293,70
24,99,54,50,84,105,114,41,144,71,174,31,204,141,234,246,264,562,294,35
25,60,55,52,85,30,115,51,145,145,175,82,205,70,235,86,265,606,295,125
26,79,56,40,86,132,116,116,146,75,176,521,206,164,236,45,266,117,296,52
27,45,57,145,87,116,117,31,147,290,177,50,207,204,237,-9,267,87,297,30
28,346,58,157,88,72,118,100,148,90,178,133,208,427,238,602,268,63,298,31
29,-9,59,295,89,20,119,43,149,50,179,22,209,45,239,10,269,55,299,77
30,59,60,114,90,77,120,95,150,490,180,26,210,92,240,48,270,31,300,41
Centre:,441615,G,D,PUBLIC,"SCHOOL,",KHAIR,"ROAD,","ALIGARH,","ALIGARH,",UTTAR,PRADESH,NEET,(UG),2024,Page,No.,2,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,
301,20,331,85,361,45,391,54,421,79,451,31,,,,,,,,
302,44,332,216,362,35,392,63,422,604,452,65,,,,,,,,
303,67,333,65,363,30,393,279,423,71,453,87,,,,,,,,
304,411,334,81,364,391,394,335,424,35,454,73,,,,,,,,
305,80,335,77,365,75,395,49,425,119,455,43,,,,,,,,
306,20,336,53,366,60,396,74,426,521,456,519,,,,,,,,
307,87,337,71,367,133,397,84,427,107,457,145,,,,,,,,
308,111,338,95,368,58,398,160,428,364,458,36,,,,,,,,
309,181,339,99,369,583,399,180,429,34,459,61,,,,,,,,
310,156,340,50,370,45,400,45,430,100,460,29,,,,,,,,
311,300,341,57,371,59,401,95,431,160,,,,,,,,,,
312,50,342,75,372,100,402,76,432,362,,,,,,,,,,
313,40,343,116,373,80,403,432,433,50,,,,,,,,,,
314,117,344,171,374,85,404,380,434,372,,,,,,,,,,
315,37,345,61,375,185,405,89,435,105,,,,,,,,,,
316,94,346,144,376,45,406,116,436,60,,,,,,,,,,
317,113,347,375,377,50,407,230,437,20,,,,,,,,,,
318,525,348,60,378,200,408,165,438,37,,,,,,,,,,
319,268,349,528,379,89,409,100,439,60,,,,,,,,,,
320,86,350,23,380,168,410,17,440,96,,,,,,,,,,
321,15,351,12,381,63,411,19,441,20,,,,,,,,,,
322,147,352,270,382,660,412,65,442,80,,,,,,,,,,
323,90,353,285,383,223,413,183,443,109,,,,,,,,,,
324,18,354,43,384,60,414,80,444,248,,,,,,,,,,
325,107,355,40,385,283,415,46,445,151,,,,,,,,,,
326,43,356,124,386,35,416,60,446,36,,,,,,,,,,
327,203,357,80,387,114,417,156,447,-26,,,,,,,,,,
328,110,358,56,388,64,418,65,448,85,,,,,,,,,,
329,266,359,265,389,282,419,55,449,81,,,,,,,,,,
330,65,360,93,390,122,420,508,450,129,,,,,,,,,,
