0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,107,31,86,61,224,91,130,121,35,151,68,181,101,211,78
2,5,32,444,62,208,92,459,122,77,152,82,182,51,,
3,117,33,35,63,85,93,61,123,354,153,87,183,109,,
4,83,34,83,64,421,94,222,124,181,154,262,184,579,,
5,411,35,112,65,247,95,549,125,3,155,286,185,173,,
6,465,36,136,66,46,96,47,126,82,156,316,186,31,,
7,49,37,65,67,141,97,140,127,40,157,11,187,85,,
8,236,38,123,68,374,98,194,128,298,158,556,188,103,,
9,269,39,131,69,75,99,66,129,462,159,90,189,59,,
10,406,40,369,70,236,100,311,130,321,160,404,190,45,,
11,79,41,65,71,45,101,46,131,95,161,15,191,65,,
12,35,42,140,72,160,102,54,132,88,162,87,192,264,,
13,240,43,89,73,500,103,186,133,102,163,90,193,142,,
14,191,44,65,74,147,104,405,134,392,164,126,194,244,,
15,327,45,121,75,265,105,83,135,134,165,90,195,35,,
16,559,46,70,76,340,106,125,136,333,166,48,196,139,,
17,-9,47,123,77,172,107,187,137,144,167,178,197,96,,
18,364,48,82,78,82,108,139,138,94,168,150,198,180,,
19,220,49,235,79,156,109,52,139,435,169,96,199,118,,
20,44,50,-34,80,156,110,53,140,101,170,80,200,189,,
21,166,51,82,81,113,111,43,141,293,171,197,201,111,,
22,114,52,90,82,107,112,60,142,40,172,156,202,213,,
23,74,53,91,83,73,113,149,143,98,173,115,203,333,,
24,238,54,90,84,192,114,222,144,239,174,330,204,121,,
25,161,55,94,85,121,115,5,145,171,175,90,205,138,,
26,64,56,415,86,94,116,442,146,117,176,220,206,191,,
27,125,57,183,87,212,117,42,147,185,177,130,207,40,,
28,296,58,138,88,258,118,139,148,1,178,105,208,95,,
29,83,59,229,89,108,119,43,149,49,179,571,209,349,,
30,28,60,65,90,21,120,48,150,322,180,35,210,136,,
