0,1,2,3,4,5,6,7,8,9,10,11
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,223,31,205,61,62,91,415,121,180,151,155
2,194,32,209,62,83,92,242,122,275,152,150
3,114,33,337,63,223,93,367,123,453,153,632
4,307,34,99,64,212,94,344,124,178,154,352
5,454,35,93,65,236,95,427,125,597,155,107
6,488,36,416,66,126,96,152,126,167,156,125
7,53,37,435,67,213,97,59,127,88,157,273
8,110,38,152,68,103,98,186,128,193,158,114
9,303,39,200,69,338,99,103,129,355,159,45
10,290,40,79,70,281,100,208,130,61,160,149
11,436,41,105,71,173,101,124,131,407,161,320
12,133,42,146,72,406,102,140,132,236,162,137
13,280,43,63,73,302,103,133,133,85,163,419
14,25,44,79,74,162,104,200,134,505,164,455
15,371,45,151,75,168,105,33,135,85,165,272
16,449,46,173,76,240,106,340,136,521,166,238
17,168,47,77,77,476,107,259,137,563,167,383
18,410,48,89,78,115,108,43,138,380,168,99
19,231,49,55,79,318,109,137,139,201,,
20,166,50,228,80,131,110,482,140,123,,
21,583,51,640,81,161,111,156,141,349,,
22,147,52,75,82,90,112,145,142,529,,
23,103,53,259,83,93,113,90,143,313,,
24,184,54,75,84,475,114,356,144,325,,
25,51,55,277,85,359,115,455,145,140,,
26,123,56,433,86,288,116,306,146,169,,
27,198,57,652,87,182,117,595,147,467,,
28,220,58,281,88,525,118,59,148,437,,
29,303,59,130,89,55,119,645,149,322,,
30,486,60,134,90,161,120,198,150,203,,
