0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
DISTRICT,"TELANGANA,",RANGA,"REDDY,",TELANGANA,,,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,
1,439,31,376,61,201,91,318,121,390,151,131,181,397,211,230,241,188,271,570,,,,,,,,,
2,194,32,645,62,143,92,241,122,456,152,439,182,367,212,395,242,180,272,409,,,,,,,,,
3,154,33,472,63,224,93,285,123,621,153,292,183,267,213,93,243,57,273,404,,,,,,,,,
4,302,34,452,64,366,94,447,124,123,154,100,184,29,214,52,244,324,274,255,,,,,,,,,
5,113,35,20,65,65,95,283,125,195,155,132,185,451,215,86,245,435,275,224,,,,,,,,,
6,100,36,106,66,507,96,197,126,113,156,315,186,216,216,205,246,143,276,295,,,,,,,,,
7,271,37,270,67,124,97,581,127,191,157,67,187,452,217,140,247,110,277,48,,,,,,,,,
8,90,38,38,68,405,98,557,128,261,158,217,188,119,218,267,248,325,278,332,,,,,,,,,
9,115,39,158,69,113,99,233,129,426,159,168,189,196,219,135,249,90,279,177,,,,,,,,,
10,463,40,130,70,54,100,299,130,211,160,220,190,170,220,112,250,230,280,87,,,,,,,,,
11,119,41,149,71,502,101,280,131,99,161,537,191,165,221,95,251,308,281,452,,,,,,,,,
12,360,42,40,72,31,102,111,132,162,162,281,192,113,222,510,252,231,282,112,,,,,,,,,
13,498,43,529,73,499,103,124,133,56,163,96,193,312,223,88,253,156,283,218,,,,,,,,,
14,202,44,104,74,477,104,53,134,80,164,370,194,183,224,55,254,162,284,65,,,,,,,,,
15,86,45,91,75,435,105,37,135,53,165,94,195,93,225,33,255,178,285,347,,,,,,,,,
16,181,46,215,76,19,106,437,136,660,166,90,196,246,226,466,256,223,286,326,,,,,,,,,
17,288,47,425,77,214,107,410,137,346,167,107,197,87,227,255,257,236,287,53,,,,,,,,,
18,150,48,81,78,427,108,436,138,105,168,543,198,227,228,171,258,418,288,102,,,,,,,,,
19,425,49,216,79,274,109,155,139,135,169,46,199,419,229,265,259,191,289,464,,,,,,,,,
20,86,50,102,80,145,110,126,140,329,170,300,200,561,230,261,260,540,290,50,,,,,,,,,
21,175,51,180,81,200,111,15,141,97,171,100,201,0,231,132,261,439,291,84,,,,,,,,,
22,170,52,356,82,250,112,76,142,86,172,318,202,519,232,197,262,125,292,341,,,,,,,,,
23,306,53,155,83,68,113,324,143,451,173,359,203,516,233,301,263,332,293,428,,,,,,,,,
24,90,54,-8,84,420,114,94,144,115,174,437,204,482,234,110,264,171,294,110,,,,,,,,,
25,86,55,121,85,486,115,195,145,129,175,364,205,121,235,449,265,510,295,457,,,,,,,,,
26,489,56,236,86,222,116,82,146,206,176,449,206,86,236,303,266,159,296,517,,,,,,,,,
27,126,57,489,87,416,117,413,147,204,177,228,207,116,237,444,267,169,297,449,,,,,,,,,
28,356,58,513,88,439,118,295,148,556,178,393,208,470,238,451,268,343,298,37,,,,,,,,,
29,431,59,116,89,315,119,380,149,147,179,410,209,466,239,75,269,80,299,570,,,,,,,,,
30,117,60,432,90,78,120,49,150,96,180,406,210,112,240,73,270,440,300,92,,,,,,,,,
Centre:,420401,NTR,MODEL,SCHOOL,MOINABAD,MANDAL,R,R,DIST.,"TL,",NTR,MODEL,SCHOOL,HIMAYATH,NAGAR,VILLAGE,SURVEY,NO.3,MOINABAD,MANDAL,RANGA,REDDY,NEET,(UG),2024,Page,No.,2
DISTRICT,"TELANGANA,",RANGA,"REDDY,",TELANGANA,,,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,
301,157,331,166,361,285,391,50,421,69,451,111,481,675,511,690,541,414,571,91,,,,,,,,,
302,500,332,73,362,75,392,133,422,94,452,65,482,128,512,252,542,304,572,510,,,,,,,,,
303,512,333,210,363,110,393,76,423,84,453,346,483,531,513,60,543,640,573,226,,,,,,,,,
304,102,334,162,364,106,394,206,424,76,454,133,484,385,514,490,544,197,574,557,,,,,,,,,
305,46,335,463,365,100,395,182,425,402,455,162,485,25,515,524,545,175,575,281,,,,,,,,,
306,444,336,554,366,82,396,163,426,247,456,316,486,545,516,89,546,329,576,441,,,,,,,,,
307,400,337,231,367,201,397,36,427,467,457,439,487,174,517,50,547,108,577,418,,,,,,,,,
308,573,338,278,368,141,398,251,428,64,458,333,488,405,518,51,548,473,578,141,,,,,,,,,
309,132,339,269,369,74,399,89,429,188,459,434,489,390,519,376,549,625,579,262,,,,,,,,,
310,353,340,236,370,450,400,205,430,451,460,367,490,119,520,93,550,216,580,226,,,,,,,,,
311,488,341,20,371,627,401,20,431,311,461,56,491,201,521,459,551,106,581,208,,,,,,,,,
312,468,342,65,372,170,402,110,432,427,462,301,492,270,522,30,552,171,582,382,,,,,,,,,
313,67,343,256,373,26,403,455,433,90,463,383,493,49,523,76,553,441,583,312,,,,,,,,,
314,410,344,463,374,509,404,113,434,199,464,175,494,104,524,25,554,420,584,151,,,,,,,,,
315,113,345,125,375,317,405,282,435,579,465,35,495,43,525,89,555,352,585,501,,,,,,,,,
