0,1,2,3,4,5,6,7,8,9,10,11
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,80,31,47,61,216,91,101,121,177,151,56
2,177,32,193,62,72,92,461,122,39,152,119
3,145,33,106,63,130,93,115,123,10,153,60
4,28,34,178,64,37,94,36,124,194,154,111
5,75,35,150,65,141,95,113,125,126,155,75
6,73,36,123,66,100,96,111,126,92,156,100
7,229,37,100,67,367,97,169,127,81,157,180
8,36,38,100,68,89,98,102,128,80,158,135
9,74,39,444,69,100,99,97,129,31,159,59
10,107,40,420,70,57,100,353,130,189,160,501
11,105,41,65,71,0,101,194,131,143,161,25
12,170,42,54,72,80,102,497,132,403,162,213
13,359,43,281,73,134,103,105,133,441,163,105
14,142,44,112,74,37,104,299,134,188,,
15,105,45,60,75,269,105,156,135,45,,
16,88,46,121,76,50,106,359,136,88,,
17,35,47,70,77,209,107,73,137,40,,
18,99,48,297,78,48,108,244,138,27,,
19,95,49,156,79,58,109,142,139,45,,
20,57,50,487,80,203,110,106,140,66,,
21,72,51,80,81,40,111,117,141,160,,
22,144,52,81,82,225,112,84,142,127,,
23,81,53,105,83,323,113,237,143,194,,
24,120,54,84,84,55,114,70,144,231,,
25,101,55,267,85,25,115,474,145,75,,
26,165,56,313,86,164,116,151,146,128,,
27,283,57,191,87,80,117,50,147,80,,
28,39,58,396,88,90,118,136,148,58,,
29,107,59,57,89,49,119,80,149,287,,
30,215,60,126,90,79,120,292,150,107,,
