0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,44,31,72,61,98,91,167,121,117,151,139,181,396,211,109
2,165,32,88,62,487,92,60,122,145,152,39,182,152,212,111
3,149,33,111,63,85,93,296,123,648,153,114,183,114,213,97
4,264,34,75,64,171,94,122,124,381,154,305,184,309,214,166
5,15,35,62,65,61,95,157,125,60,155,36,185,173,215,228
6,180,36,117,66,70,96,58,126,118,156,110,186,62,216,280
7,266,37,287,67,156,97,77,127,30,157,114,187,178,217,151
8,192,38,105,68,229,98,470,128,297,158,76,188,110,218,501
9,56,39,55,69,72,99,615,129,243,159,70,189,149,219,151
10,59,40,283,70,111,100,168,130,13,160,254,190,95,220,450
11,39,41,60,71,254,101,120,131,140,161,37,191,131,221,87
12,373,42,19,72,41,102,60,132,460,162,77,192,85,222,28
13,371,43,582,73,144,103,60,133,119,163,491,193,137,223,74
14,94,44,13,74,210,104,300,134,59,164,58,194,593,224,109
15,75,45,23,75,675,105,322,135,85,165,113,195,441,225,289
16,21,46,75,76,311,106,164,136,194,166,42,196,46,226,80
17,70,47,273,77,121,107,140,137,336,167,154,197,48,227,115
18,348,48,19,78,429,108,434,138,303,168,169,198,350,228,46
19,2,49,62,79,320,109,144,139,153,169,118,199,89,229,200
20,47,50,469,80,75,110,65,140,92,170,181,200,124,230,86
21,137,51,113,81,90,111,385,141,33,171,91,201,98,231,217
22,203,52,111,82,51,112,294,142,88,172,225,202,85,232,164
23,244,53,126,83,24,113,282,143,324,173,304,203,93,233,86
24,135,54,192,84,146,114,38,144,141,174,60,204,80,,
25,171,55,74,85,46,115,215,145,57,175,214,205,380,,
26,147,56,60,86,219,116,55,146,26,176,156,206,307,,
27,223,57,56,87,345,117,43,147,80,177,33,207,484,,
28,336,58,72,88,101,118,89,148,89,178,13,208,114,,
29,258,59,27,89,301,119,80,149,47,179,125,209,15,,
30,135,60,71,90,118,120,101,150,304,180,115,210,124,,
