0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,
1,321,31,135,61,65,91,376,121,111,151,631,181,126,211,223,241,495,271,212,,
2,146,32,127,62,17,92,70,122,116,152,255,182,95,212,356,242,109,272,280,,
3,84,33,239,63,550,93,579,123,205,153,524,183,237,213,394,243,20,273,42,,
4,203,34,477,64,81,94,219,124,140,154,310,184,110,214,73,244,10,274,165,,
5,77,35,287,65,74,95,71,125,56,155,385,185,134,215,235,245,9,275,37,,
6,380,36,318,66,104,96,410,126,264,156,159,186,154,216,111,246,5,276,41,,
7,193,37,494,67,299,97,105,127,91,157,374,187,213,217,513,247,83,277,246,,
8,86,38,256,68,94,98,328,128,108,158,53,188,557,218,76,248,44,278,161,,
9,626,39,519,69,180,99,130,129,282,159,115,189,322,219,195,249,60,279,93,,
10,136,40,164,70,216,100,13,130,150,160,322,190,515,220,531,250,378,280,110,,
11,220,41,451,71,119,101,198,131,89,161,478,191,303,221,72,251,300,281,156,,
12,75,42,218,72,25,102,331,132,65,162,305,192,156,222,565,252,322,282,560,,
13,286,43,298,73,149,103,354,133,311,163,55,193,57,223,181,253,180,283,390,,
14,412,44,71,74,528,104,155,134,567,164,49,194,289,224,62,254,104,284,647,,
15,637,45,297,75,283,105,315,135,280,165,228,195,6,225,-10,255,319,285,477,,
16,78,46,91,76,470,106,141,136,357,166,85,196,68,226,42,256,154,286,84,,
17,89,47,11,77,207,107,138,137,435,167,8,197,8,227,80,257,294,287,27,,
18,117,48,151,78,0,108,93,138,248,168,97,198,304,228,385,258,274,288,470,,
19,130,49,37,79,578,109,147,139,230,169,58,199,338,229,158,259,26,289,206,,
20,413,50,339,80,60,110,224,140,108,170,183,200,248,230,507,260,81,290,70,,
21,423,51,51,81,70,111,144,141,197,171,255,201,276,231,273,261,400,291,61,,
22,20,52,103,82,585,112,149,142,110,172,56,202,60,232,185,262,93,292,280,,
23,164,53,60,83,84,113,71,143,296,173,76,203,47,233,622,263,91,293,133,,
