0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
329,113,359,590,389,590,419,190,449,345,479,45,509,450,539,376,569,260,599,188,,,,,,,,,,,
330,563,360,258,390,259,420,251,450,439,480,57,510,380,540,45,570,278,600,534,,,,,,,,,,,
Centre:,440212,D,P,PUB,SCH,PRAYAG,STREET,TEH-CHAYAL,"ALLAHABAD,",D,P,PUBLIC,SCHOOL,13,/,2,PRAYAG,STREET,KATRA,TEH-,CHAYAL,ALLAHABAD,UTTAR,"PRADESH,",NEET,(UG),2024,Page,No.,3
"PRAYAGRAJ,",UTTAR,PRADESH,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,,,,,,,,,,,,,,,
601,34,631,232,661,103,691,140,,,,,,,,,,,,,,,,,,,,,,,
602,99,632,264,662,55,692,57,,,,,,,,,,,,,,,,,,,,,,,
603,353,633,77,663,77,693,152,,,,,,,,,,,,,,,,,,,,,,,
604,91,634,67,664,141,694,106,,,,,,,,,,,,,,,,,,,,,,,
605,115,635,138,665,476,695,279,,,,,,,,,,,,,,,,,,,,,,,
606,208,636,139,666,68,696,278,,,,,,,,,,,,,,,,,,,,,,,
607,238,637,112,667,49,697,247,,,,,,,,,,,,,,,,,,,,,,,
608,156,638,371,668,131,,,,,,,,,,,,,,,,,,,,,,,,,
609,106,639,276,669,34,,,,,,,,,,,,,,,,,,,,,,,,,
610,252,640,255,670,46,,,,,,,,,,,,,,,,,,,,,,,,,
611,95,641,461,671,28,,,,,,,,,,,,,,,,,,,,,,,,,
612,220,642,192,672,117,,,,,,,,,,,,,,,,,,,,,,,,,
613,539,643,24,673,152,,,,,,,,,,,,,,,,,,,,,,,,,
614,128,644,55,674,65,,,,,,,,,,,,,,,,,,,,,,,,,
615,66,645,147,675,42,,,,,,,,,,,,,,,,,,,,,,,,,
616,272,646,75,676,128,,,,,,,,,,,,,,,,,,,,,,,,,
617,140,647,325,677,81,,,,,,,,,,,,,,,,,,,,,,,,,
618,130,648,149,678,103,,,,,,,,,,,,,,,,,,,,,,,,,
619,59,649,118,679,90,,,,,,,,,,,,,,,,,,,,,,,,,
620,44,650,150,680,124,,,,,,,,,,,,,,,,,,,,,,,,,
621,37,651,299,681,73,,,,,,,,,,,,,,,,,,,,,,,,,
622,135,652,142,682,50,,,,,,,,,,,,,,,,,,,,,,,,,
623,261,653,193,683,95,,,,,,,,,,,,,,,,,,,,,,,,,
624,565,654,49,684,456,,,,,,,,,,,,,,,,,,,,,,,,,
625,40,655,86,685,300,,,,,,,,,,,,,,,,,,,,,,,,,
626,26,656,338,686,93,,,,,,,,,,,,,,,,,,,,,,,,,
627,70,657,133,687,262,,,,,,,,,,,,,,,,,,,,,,,,,
628,81,658,118,688,254,,,,,,,,,,,,,,,,,,,,,,,,,
629,244,659,366,689,413,,,,,,,,,,,,,,,,,,,,,,,,,
630,139,660,508,690,591,,,,,,,,,,,,,,,,,,,,,,,,,
