0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
"PRAYAGRAJ,",UTTAR,PRADESH,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,,,
1,458,31,11,61,85,91,309,121,116,151,475,181,375,211,90,241,198,271,68,,,,,,,,,,,
2,509,32,66,62,205,92,51,122,222,152,68,182,436,212,50,242,33,272,88,,,,,,,,,,,
3,369,33,148,63,165,93,177,123,26,153,358,183,90,213,265,243,34,273,460,,,,,,,,,,,
4,631,34,123,64,460,94,200,124,397,154,120,184,100,214,216,244,318,274,268,,,,,,,,,,,
5,365,35,157,65,222,95,19,125,75,155,54,185,206,215,119,245,367,275,50,,,,,,,,,,,
6,201,36,433,66,38,96,199,126,447,156,160,186,70,216,556,246,0,276,296,,,,,,,,,,,
7,428,37,385,67,101,97,120,127,402,157,246,187,109,217,125,247,305,277,93,,,,,,,,,,,
8,306,38,128,68,167,98,106,128,576,158,237,188,334,218,75,248,470,278,59,,,,,,,,,,,
9,660,39,115,69,42,99,159,129,403,159,54,189,442,219,58,249,192,279,109,,,,,,,,,,,
10,143,40,100,70,134,100,80,130,246,160,92,190,180,220,196,250,46,280,105,,,,,,,,,,,
11,220,41,172,71,280,101,72,131,444,161,147,191,227,221,705,251,92,281,555,,,,,,,,,,,
12,448,42,49,72,98,102,108,132,170,162,191,192,555,222,511,252,188,282,78,,,,,,,,,,,
13,65,43,384,73,45,103,322,133,134,163,368,193,108,223,678,253,170,283,640,,,,,,,,,,,
14,21,44,570,74,190,104,91,134,190,164,28,194,397,224,141,254,283,284,504,,,,,,,,,,,
15,508,45,340,75,128,105,74,135,253,165,137,195,175,225,424,255,139,285,484,,,,,,,,,,,
16,131,46,228,76,159,106,30,136,169,166,629,196,213,226,234,256,55,286,135,,,,,,,,,,,
17,86,47,192,77,95,107,111,137,177,167,131,197,149,227,73,257,105,287,123,,,,,,,,,,,
18,269,48,55,78,452,108,290,138,334,168,228,198,182,228,-7,258,39,288,428,,,,,,,,,,,
19,80,49,174,79,183,109,65,139,262,169,90,199,156,229,147,259,199,289,428,,,,,,,,,,,
20,209,50,236,80,324,110,175,140,22,170,434,200,501,230,463,260,240,290,373,,,,,,,,,,,
21,384,51,213,81,258,111,183,141,70,171,88,201,285,231,145,261,20,291,570,,,,,,,,,,,
22,327,52,244,82,407,112,72,142,281,172,110,202,80,232,123,262,418,292,192,,,,,,,,,,,
23,383,53,155,83,50,113,426,143,155,173,219,203,373,233,264,263,52,293,366,,,,,,,,,,,
24,319,54,457,84,332,114,433,144,509,174,613,204,347,234,158,264,119,294,249,,,,,,,,,,,
25,79,55,75,85,89,115,116,145,265,175,505,205,185,235,310,265,123,295,200,,,,,,,,,,,
26,180,56,141,86,95,116,277,146,310,176,247,206,438,236,71,266,202,296,380,,,,,,,,,,,
27,125,57,101,87,293,117,290,147,411,177,188,207,243,237,90,267,18,297,201,,,,,,,,,,,
28,166,58,657,88,303,118,239,148,168,178,62,208,135,238,266,268,332,298,567,,,,,,,,,,,
29,86,59,248,89,72,119,554,149,90,179,158,209,265,239,92,269,167,299,365,,,,,,,,,,,
30,536,60,134,90,151,120,140,150,170,180,80,210,103,240,605,270,300,300,51,,,,,,,,,,,
Centre:,440212,D,P,PUB,SCH,PRAYAG,STREET,TEH-CHAYAL,"ALLAHABAD,",D,P,PUBLIC,SCHOOL,13,/,2,PRAYAG,STREET,KATRA,TEH-,CHAYAL,ALLAHABAD,UTTAR,"PRADESH,",NEET,(UG),2024,Page,No.,2
"PRAYAGRAJ,",UTTAR,PRADESH,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,,,
301,76,331,377,361,223,391,55,421,591,451,255,481,34,511,100,541,551,571,129,,,,,,,,,,,
302,158,332,44,362,253,392,167,422,110,452,59,482,95,512,275,542,59,572,41,,,,,,,,,,,
303,248,333,70,363,17,393,30,423,90,453,311,483,257,513,28,543,65,573,138,,,,,,,,,,,
304,79,334,52,364,238,394,109,424,70,454,58,484,249,514,196,544,165,574,274,,,,,,,,,,,
305,625,335,50,365,185,395,228,425,379,455,321,485,104,515,112,545,260,575,488,,,,,,,,,,,
306,291,336,229,366,309,396,112,426,199,456,71,486,147,516,180,546,150,576,409,,,,,,,,,,,
307,315,337,104,367,54,397,406,427,180,457,184,487,165,517,49,547,290,577,431,,,,,,,,,,,
308,397,338,81,368,455,398,637,428,270,458,84,488,226,518,68,548,377,578,50,,,,,,,,,,,
309,134,339,504,369,634,399,107,429,410,459,15,489,603,519,215,549,123,579,42,,,,,,,,,,,
310,253,340,14,370,92,400,67,430,95,460,145,490,35,520,462,550,150,580,469,,,,,,,,,,,
311,57,341,521,371,33,401,318,431,497,461,322,491,563,521,188,551,123,581,149,,,,,,,,,,,
312,105,342,154,372,67,402,73,432,63,462,305,492,228,522,37,552,192,582,62,,,,,,,,,,,
313,116,343,361,373,132,403,72,433,82,463,124,493,419,523,328,553,155,583,11,,,,,,,,,,,
314,425,344,400,374,97,404,548,434,274,464,105,494,550,524,190,554,45,584,460,,,,,,,,,,,
315,374,345,231,375,188,405,191,435,30,465,183,495,462,525,101,555,354,585,220,,,,,,,,,,,
316,101,346,111,376,157,406,11,436,299,466,80,496,483,526,124,556,219,586,395,,,,,,,,,,,
317,441,347,173,377,37,407,276,437,592,467,192,497,139,527,263,557,232,587,393,,,,,,,,,,,
318,240,348,66,378,683,408,326,438,672,468,168,498,115,528,291,558,277,588,318,,,,,,,,,,,
319,361,349,306,379,315,409,629,439,243,469,32,499,330,529,116,559,428,589,154,,,,,,,,,,,
320,123,350,365,380,177,410,44,440,214,470,60,500,71,530,137,560,91,590,456,,,,,,,,,,,
321,186,351,113,381,266,411,234,441,65,471,197,501,216,531,341,561,221,591,286,,,,,,,,,,,
322,344,352,110,382,175,412,46,442,237,472,344,502,410,532,325,562,190,592,208,,,,,,,,,,,
323,132,353,221,383,303,413,129,443,641,473,90,503,145,533,470,563,157,593,146,,,,,,,,,,,
324,266,354,190,384,318,414,218,444,196,474,307,504,55,534,111,564,287,594,89,,,,,,,,,,,
325,163,355,60,385,38,415,142,445,72,475,112,505,204,535,245,565,94,595,623,,,,,,,,,,,
326,352,356,497,386,384,416,11,446,641,476,359,506,19,536,356,566,90,596,30,,,,,,,,,,,
327,529,357,41,387,224,417,189,447,125,477,97,507,574,537,149,567,265,597,455,,,,,,,,,,,
328,253,358,393,388,354,418,85,448,203,478,23,508,580,538,238,568,37,598,170,,,,,,,,,,,
