0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
TAMIL,NADU,,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,
1,277,31,218,61,83,91,155,121,650,151,102,181,137,211,376,241,273,271,194,,,,,
2,148,32,692,62,35,92,66,122,120,152,127,182,112,212,212,242,87,272,580,,,,,
3,205,33,547,63,144,93,382,123,207,153,138,183,700,213,399,243,85,273,290,,,,,
4,441,34,135,64,455,94,197,124,144,154,17,184,181,214,65,244,365,274,91,,,,,
5,299,35,181,65,233,95,149,125,508,155,149,185,499,215,175,245,107,275,131,,,,,
6,100,36,183,66,140,96,507,126,141,156,173,186,157,216,269,246,192,276,261,,,,,
7,197,37,303,67,154,97,178,127,293,157,206,187,619,217,575,247,151,277,213,,,,,
8,307,38,290,68,295,98,551,128,229,158,179,188,109,218,337,248,56,278,485,,,,,
9,207,39,265,69,75,99,660,129,273,159,139,189,594,219,184,249,84,279,626,,,,,
10,273,40,160,70,232,100,394,130,606,160,113,190,21,220,97,250,429,280,173,,,,,
11,666,41,18,71,195,101,32,131,75,161,367,191,110,221,116,251,45,281,106,,,,,
12,151,42,203,72,176,102,52,132,75,162,197,192,289,222,100,252,101,282,216,,,,,
13,305,43,46,73,542,103,74,133,291,163,413,193,66,223,94,253,196,283,192,,,,,
14,145,44,88,74,102,104,483,134,119,164,18,194,515,224,128,254,482,284,107,,,,,
15,117,45,251,75,119,105,140,135,326,165,604,195,233,225,292,255,158,285,181,,,,,
16,103,46,279,76,415,106,487,136,131,166,75,196,266,226,596,256,75,286,59,,,,,
17,286,47,165,77,270,107,88,137,24,167,203,197,85,227,236,257,115,287,140,,,,,
18,588,48,376,78,290,108,414,138,100,168,664,198,83,228,540,258,204,288,162,,,,,
19,148,49,100,79,213,109,647,139,377,169,149,199,70,229,92,259,385,289,388,,,,,
20,136,50,273,80,80,110,432,140,124,170,473,200,167,230,390,260,469,290,92,,,,,
21,358,51,192,81,598,111,425,141,67,171,157,201,165,231,540,261,256,291,553,,,,,
22,279,52,181,82,358,112,191,142,113,172,500,202,584,232,631,262,406,292,405,,,,,
23,131,53,338,83,193,113,236,143,559,173,58,203,257,233,490,263,130,293,399,,,,,
24,210,54,339,84,423,114,441,144,280,174,449,204,110,234,281,264,147,294,540,,,,,
25,203,55,570,85,328,115,143,145,80,175,358,205,58,235,232,265,60,295,21,,,,,
26,193,56,259,86,107,116,467,146,107,176,146,206,177,236,362,266,362,296,302,,,,,
27,114,57,554,87,631,117,489,147,350,177,460,207,367,237,550,267,139,297,149,,,,,
28,250,58,480,88,398,118,384,148,264,178,210,208,497,238,615,268,13,298,313,,,,,
29,77,59,151,89,142,119,157,149,71,179,505,209,130,239,83,269,160,299,455,,,,,
