0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,121,31,127,61,167,91,101,121,30,151,315,181,395,211,43,241,66
2,39,32,173,62,174,92,111,122,116,152,63,182,94,212,62,242,285
3,93,33,179,63,17,93,136,123,135,153,352,183,138,213,166,243,359
4,304,34,259,64,209,94,182,124,61,154,81,184,67,214,90,244,91
5,40,35,44,65,95,95,178,125,342,155,86,185,118,215,123,245,110
6,70,36,60,66,144,96,109,126,270,156,97,186,486,216,126,246,65
7,105,37,364,67,58,97,107,127,142,157,230,187,450,217,183,247,509
8,105,38,30,68,146,98,82,128,191,158,250,188,166,218,59,248,78
9,66,39,138,69,118,99,165,129,61,159,199,189,166,219,125,249,143
10,275,40,140,70,66,100,91,130,88,160,90,190,353,220,84,250,329
11,44,41,55,71,545,101,359,131,70,161,19,191,214,221,205,251,100
12,193,42,263,72,62,102,54,132,57,162,60,192,94,222,16,252,295
13,11,43,76,73,106,103,173,133,91,163,75,193,147,223,46,253,124
14,75,44,353,74,55,104,88,134,90,164,90,194,262,224,216,254,188
15,269,45,102,75,125,105,101,135,65,165,104,195,15,225,141,255,113
16,29,46,168,76,279,106,60,136,89,166,74,196,154,226,404,256,98
17,278,47,82,77,105,107,127,137,89,167,121,197,9,227,172,257,92
18,70,48,44,78,108,108,56,138,105,168,68,198,34,228,225,258,103
19,183,49,88,79,77,109,57,139,11,169,144,199,84,229,106,259,132
20,155,50,313,80,116,110,373,140,90,170,196,200,65,230,237,260,330
21,16,51,182,81,176,111,480,141,101,171,160,201,155,231,49,261,72
22,50,52,102,82,174,112,265,142,275,172,165,202,70,232,120,262,55
23,140,53,247,83,65,113,68,143,57,173,418,203,71,233,229,263,55
24,112,54,60,84,113,114,69,144,58,174,80,204,17,234,-4,264,51
25,127,55,30,85,27,115,130,145,139,175,62,205,87,235,67,265,70
26,140,56,265,86,144,116,187,146,107,176,66,206,99,236,223,266,100
27,513,57,180,87,87,117,51,147,38,177,28,207,57,237,140,267,122
28,188,58,58,88,259,118,274,148,9,178,101,208,90,238,442,268,97
29,338,59,177,89,117,119,186,149,185,179,13,209,131,239,15,,
30,166,60,306,90,88,120,98,150,97,180,91,210,152,240,113,,
