0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
UNDER,DIVISION,P,S,SADAR,BARIATU,RANCHI,"JHARKHAND,","RANCHI,",JHARKHAND,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,,,
1,188,31,118,61,315,91,380,121,254,151,235,181,80,211,204,241,367,271,247,,,,,,,,,,,
2,105,32,431,62,397,92,130,122,207,152,142,182,64,212,101,242,429,272,486,,,,,,,,,,,
3,61,33,132,63,392,93,80,123,223,153,403,183,304,213,119,243,535,273,429,,,,,,,,,,,
4,75,34,23,64,171,94,56,124,262,154,35,184,221,214,685,244,469,274,374,,,,,,,,,,,
5,55,35,310,65,75,95,596,125,95,155,206,185,302,215,121,245,148,275,18,,,,,,,,,,,
6,226,36,59,66,188,96,523,126,126,156,44,186,259,216,34,246,420,276,338,,,,,,,,,,,
7,286,37,421,67,162,97,371,127,635,157,124,187,431,217,107,247,237,277,477,,,,,,,,,,,
8,201,38,206,68,191,98,685,128,196,158,56,188,111,218,527,248,214,278,90,,,,,,,,,,,
9,616,39,51,69,515,99,323,129,201,159,81,189,256,219,148,249,122,279,277,,,,,,,,,,,
10,42,40,207,70,661,100,210,130,60,160,110,190,358,220,178,250,330,280,155,,,,,,,,,,,
11,12,41,85,71,558,101,131,131,292,161,45,191,126,221,330,251,275,281,100,,,,,,,,,,,
12,628,42,490,72,343,102,341,132,230,162,163,192,228,222,129,252,576,282,110,,,,,,,,,,,
13,195,43,163,73,398,103,193,133,660,163,225,193,402,223,60,253,97,283,57,,,,,,,,,,,
14,261,44,574,74,390,104,215,134,31,164,145,194,246,224,36,254,285,284,252,,,,,,,,,,,
15,623,45,395,75,173,105,135,135,255,165,135,195,92,225,44,255,139,285,572,,,,,,,,,,,
16,475,46,332,76,125,106,70,136,95,166,302,196,89,226,62,256,61,286,108,,,,,,,,,,,
17,210,47,574,77,90,107,298,137,393,167,99,197,484,227,84,257,48,287,240,,,,,,,,,,,
18,239,48,37,78,423,108,135,138,138,168,640,198,33,228,147,258,551,288,242,,,,,,,,,,,
19,271,49,92,79,197,109,191,139,412,169,151,199,155,229,126,259,583,289,219,,,,,,,,,,,
20,158,50,580,80,124,110,229,140,132,170,399,200,476,230,363,260,261,290,119,,,,,,,,,,,
21,24,51,127,81,118,111,124,141,324,171,127,201,67,231,545,261,94,291,149,,,,,,,,,,,
22,345,52,143,82,422,112,90,142,525,172,259,202,259,232,145,262,326,292,87,,,,,,,,,,,
23,190,53,39,83,216,113,21,143,65,173,100,203,616,233,272,263,121,293,71,,,,,,,,,,,
24,517,54,55,84,143,114,77,144,376,174,191,204,256,234,297,264,473,294,170,,,,,,,,,,,
25,57,55,580,85,254,115,194,145,182,175,235,205,199,235,15,265,125,295,28,,,,,,,,,,,
26,124,56,160,86,594,116,585,146,215,176,56,206,145,236,188,266,106,296,311,,,,,,,,,,,
27,567,57,11,87,223,117,270,147,220,177,331,207,277,237,150,267,126,297,109,,,,,,,,,,,
28,68,58,401,88,656,118,311,148,243,178,238,208,78,238,136,268,95,298,146,,,,,,,,,,,
29,162,59,38,89,174,119,50,149,517,179,104,209,317,239,90,269,240,299,71,,,,,,,,,,,
30,91,60,129,90,266,120,297,150,336,180,196,210,103,240,143,270,86,300,134,,,,,,,,,,,
Centre:,260309,DAV,NANDRAJ,PUB,SCH,BOOTY,RD,SADAR,RANCHI,"JH,",D,A,V,NANDRAJ,PUBLIC,SCHOOL,MARWARI,AROGYA,BHAWAN,NO.3,BOOTY,ROAD,VILLAGE,GARI,NEET,(UG),2024,Page,No.,2
UNDER,DIVISION,P,S,SADAR,BARIATU,RANCHI,"JHARKHAND,","RANCHI,",JHARKHAND,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,,,,,,,,,,,
301,190,331,76,361,440,391,161,421,78,451,222,,,,,,,,,,,,,,,,,,,
302,23,332,66,362,249,392,74,422,58,452,89,,,,,,,,,,,,,,,,,,,
303,113,333,91,363,118,393,329,423,91,453,194,,,,,,,,,,,,,,,,,,,
304,199,334,505,364,182,394,95,424,328,454,99,,,,,,,,,,,,,,,,,,,
305,333,335,240,365,140,395,31,425,122,455,13,,,,,,,,,,,,,,,,,,,
306,282,336,503,366,286,396,157,426,112,456,227,,,,,,,,,,,,,,,,,,,
307,338,337,140,367,602,397,53,427,134,457,58,,,,,,,,,,,,,,,,,,,
308,27,338,461,368,481,398,97,428,607,458,399,,,,,,,,,,,,,,,,,,,
309,393,339,486,369,288,399,171,429,363,459,334,,,,,,,,,,,,,,,,,,,
310,529,340,200,370,30,400,199,430,124,460,93,,,,,,,,,,,,,,,,,,,
311,85,341,170,371,526,401,219,431,243,461,142,,,,,,,,,,,,,,,,,,,
312,100,342,318,372,144,402,316,432,94,462,139,,,,,,,,,,,,,,,,,,,
313,55,343,483,373,606,403,239,433,393,463,33,,,,,,,,,,,,,,,,,,,
314,371,344,561,374,261,404,119,434,162,464,336,,,,,,,,,,,,,,,,,,,
315,205,345,148,375,110,405,280,435,124,465,76,,,,,,,,,,,,,,,,,,,
316,45,346,38,376,225,406,217,436,161,466,141,,,,,,,,,,,,,,,,,,,
317,-4,347,182,377,232,407,372,437,51,467,265,,,,,,,,,,,,,,,,,,,
318,99,348,173,378,160,408,220,438,413,468,176,,,,,,,,,,,,,,,,,,,
319,192,349,680,379,522,409,285,439,138,469,111,,,,,,,,,,,,,,,,,,,
320,292,350,86,380,143,410,70,440,473,470,126,,,,,,,,,,,,,,,,,,,
321,250,351,78,381,346,411,57,441,46,,,,,,,,,,,,,,,,,,,,,
322,495,352,79,382,1,412,493,442,286,,,,,,,,,,,,,,,,,,,,,
323,130,353,354,383,216,413,101,443,197,,,,,,,,,,,,,,,,,,,,,
324,44,354,99,384,158,414,52,444,76,,,,,,,,,,,,,,,,,,,,,
325,254,355,66,385,267,415,81,445,91,,,,,,,,,,,,,,,,,,,,,
326,90,356,104,386,608,416,251,446,45,,,,,,,,,,,,,,,,,,,,,
327,322,357,218,387,275,417,457,447,33,,,,,,,,,,,,,,,,,,,,,
328,576,358,410,388,81,418,409,448,455,,,,,,,,,,,,,,,,,,,,,
329,605,359,320,389,46,419,95,449,94,,,,,,,,,,,,,,,,,,,,,
330,148,360,633,390,413,420,161,450,445,,,,,,,,,,,,,,,,,,,,,
