0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,,
1,105,31,276,61,-20,91,66,121,85,151,175,181,75,211,59,241,122,271,78,,,,,,,,,,
2,24,32,378,62,487,92,219,122,38,152,75,182,30,212,57,242,356,272,168,,,,,,,,,,
3,62,33,82,63,86,93,159,123,390,153,212,183,364,213,172,243,92,273,65,,,,,,,,,,
4,33,34,343,64,72,94,120,124,17,154,81,184,133,214,281,244,194,274,413,,,,,,,,,,
5,171,35,10,65,357,95,75,125,210,155,8,185,75,215,95,245,90,275,93,,,,,,,,,,
6,135,36,391,66,71,96,20,126,337,156,65,186,317,216,233,246,78,276,60,,,,,,,,,,
7,92,37,71,67,110,97,76,127,40,157,49,187,46,217,207,247,35,277,77,,,,,,,,,,
8,123,38,316,68,237,98,107,128,202,158,71,188,451,218,277,248,252,278,259,,,,,,,,,,
9,48,39,230,69,62,99,59,129,417,159,325,189,168,219,193,249,88,279,284,,,,,,,,,,
10,91,40,186,70,21,100,433,130,41,160,141,190,95,220,288,250,25,280,85,,,,,,,,,,
11,35,41,484,71,75,101,70,131,109,161,76,191,104,221,166,251,38,281,39,,,,,,,,,,
12,38,42,157,72,95,102,193,132,266,162,283,192,24,222,38,252,66,282,91,,,,,,,,,,
13,160,43,412,73,237,103,136,133,282,163,356,193,197,223,37,253,35,283,36,,,,,,,,,,
14,28,44,144,74,176,104,204,134,173,164,76,194,155,224,52,254,160,284,38,,,,,,,,,,
15,0,45,55,75,177,105,46,135,130,165,40,195,222,225,67,255,502,285,113,,,,,,,,,,
16,87,46,330,76,4,106,170,136,353,166,71,196,268,226,6,256,170,286,291,,,,,,,,,,
17,39,47,257,77,28,107,38,137,32,167,268,197,90,227,65,257,64,287,138,,,,,,,,,,
18,169,48,63,78,51,108,546,138,37,168,356,198,64,228,73,258,416,288,293,,,,,,,,,,
19,298,49,356,79,10,109,161,139,104,169,102,199,40,229,53,259,297,289,69,,,,,,,,,,
20,74,50,35,80,226,110,42,140,46,170,241,200,430,230,402,260,62,290,82,,,,,,,,,,
21,45,51,95,81,183,111,207,141,268,171,109,201,211,231,118,261,163,291,1,,,,,,,,,,
22,170,52,21,82,417,112,47,142,338,172,353,202,137,232,49,262,52,292,262,,,,,,,,,,
23,400,53,105,83,92,113,54,143,104,173,306,203,304,233,214,263,215,293,114,,,,,,,,,,
24,82,54,316,84,65,114,295,144,33,174,96,204,70,234,23,264,125,294,87,,,,,,,,,,
25,29,55,220,85,87,115,102,145,90,175,86,205,96,235,82,265,368,295,23,,,,,,,,,,
26,60,56,52,86,41,116,105,146,144,176,291,206,59,236,26,266,43,296,167,,,,,,,,,,
27,215,57,288,87,32,117,96,147,135,177,288,207,65,237,290,267,231,297,309,,,,,,,,,,
28,245,58,7,88,313,118,105,148,10,178,461,208,175,238,67,268,206,298,80,,,,,,,,,,
29,45,59,324,89,117,119,39,149,340,179,182,209,75,239,101,269,540,299,209,,,,,,,,,,
30,76,60,201,90,366,120,270,150,453,180,82,210,75,240,81,270,118,300,116,,,,,,,,,,
Centre:,300346,MGM,SCHOOL,SAGORE,BETMA,RD,KALI,BILLOD,INDORE,"MP,",M,G,M,SCHOOL,SAGORE-,BETMA,ROAD,KALI,BILLOD,"INDORE,","INDORE,",MADHYA,PRADESH,NEET,(UG),2024,Page,No.,2
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,,,,,,,,,,,,,,,,
301,88,331,453,361,32,,,,,,,,,,,,,,,,,,,,,,,,
302,206,332,137,,,,,,,,,,,,,,,,,,,,,,,,,,
303,35,333,307,,,,,,,,,,,,,,,,,,,,,,,,,,
