0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,
1,116,31,80,61,139,91,123,121,159,151,299,181,136,211,150,241,35,271,187,,,
2,81,32,79,62,136,92,129,122,143,152,3,182,156,212,72,242,146,272,90,,,
3,90,33,82,63,73,93,263,123,47,153,145,183,38,213,10,243,56,273,39,,,
4,180,34,406,64,61,94,402,124,140,154,65,184,170,214,13,244,25,274,163,,,
5,95,35,132,65,52,95,356,125,93,155,248,185,347,215,135,245,193,275,45,,,
6,111,36,48,66,80,96,32,126,294,156,49,186,66,216,281,246,36,276,41,,,
7,411,37,76,67,59,97,41,127,160,157,128,187,325,217,48,247,266,277,62,,,
8,190,38,116,68,329,98,140,128,78,158,31,188,74,218,189,248,147,278,46,,,
9,85,39,94,69,35,99,546,129,90,159,124,189,316,219,558,249,257,279,219,,,
10,47,40,393,70,52,100,70,130,30,160,150,190,222,220,129,250,124,280,145,,,
11,93,41,171,71,66,101,170,131,-10,161,60,191,249,221,287,251,246,281,90,,,
12,262,42,21,72,78,102,64,132,2,162,24,192,51,222,87,252,87,282,244,,,
13,116,43,180,73,139,103,32,133,77,163,19,193,66,223,197,253,274,283,72,,,
14,120,44,236,74,100,104,105,134,328,164,95,194,72,224,140,254,90,284,209,,,
15,25,45,45,75,383,105,130,135,154,165,102,195,263,225,368,255,26,285,95,,,
16,75,46,64,76,311,106,124,136,66,166,50,196,281,226,210,256,-9,286,95,,,
17,105,47,123,77,75,107,45,137,316,167,273,197,138,227,497,257,156,287,0,,,
18,436,48,204,78,46,108,182,138,50,168,174,198,146,228,317,258,54,288,88,,,
19,458,49,60,79,50,109,336,139,152,169,182,199,643,229,181,259,47,289,172,,,
20,151,50,48,80,76,110,96,140,109,170,362,200,280,230,290,260,33,290,263,,,
21,31,51,65,81,41,111,401,141,172,171,199,201,172,231,97,261,168,291,25,,,
22,45,52,25,82,65,112,14,142,207,172,64,202,155,232,113,262,80,292,46,,,
23,77,53,85,83,261,113,388,143,67,173,55,203,53,233,94,263,80,293,147,,,
24,218,54,96,84,93,114,354,144,415,174,568,204,35,234,15,264,235,294,168,,,
25,135,55,50,85,105,115,21,145,116,175,104,205,35,235,80,265,351,295,261,,,
26,25,56,370,86,27,116,121,146,306,176,100,206,78,236,45,266,95,296,164,,,
27,32,57,237,87,42,117,65,147,268,177,326,207,375,237,292,267,243,297,32,,,
28,245,58,49,88,142,118,86,148,48,178,262,208,215,238,68,268,185,298,40,,,
29,165,59,427,89,161,119,285,149,125,179,69,209,374,239,472,269,125,299,31,,,
30,293,60,26,90,55,120,218,150,70,180,330,210,59,240,94,270,86,300,86,,,
Centre:,300333,DELHI,PUBLIC,SCHOOL,"RAU,","INDORE,",BEHIND,SILICON,"VALLEY,",MUMBAI-AGRA,NATIONAL,HIGHWAY,"INDORE,","INDORE,",MADHYA,PRADESH,NEET,(UG),2024,Page,No.,2
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,,,
301,73,331,101,361,184,391,55,421,407,451,25,,,,,,,,,,,
302,301,332,28,362,202,392,143,422,258,452,95,,,,,,,,,,,
303,110,333,104,363,-10,393,70,423,51,453,138,,,,,,,,,,,
304,22,334,170,364,198,394,35,424,189,454,60,,,,,,,,,,,
305,162,335,84,365,90,395,70,425,109,,,,,,,,,,,,,
306,371,336,20,366,350,396,70,426,316,,,,,,,,,,,,,
307,183,337,60,367,187,397,105,427,25,,,,,,,,,,,,,
308,385,338,102,368,90,398,75,428,355,,,,,,,,,,,,,
309,96,339,198,369,147,399,77,429,196,,,,,,,,,,,,,
310,331,340,261,370,65,400,181,430,148,,,,,,,,,,,,,
311,60,341,110,371,136,401,179,431,17,,,,,,,,,,,,,
312,76,342,100,372,51,402,333,432,137,,,,,,,,,,,,,
313,215,343,394,373,190,403,414,433,45,,,,,,,,,,,,,
314,62,344,122,374,186,404,41,434,225,,,,,,,,,,,,,
315,140,345,40,375,312,405,80,435,90,,,,,,,,,,,,,
316,178,346,81,376,55,406,10,436,138,,,,,,,,,,,,,
317,104,347,73,377,183,407,114,437,65,,,,,,,,,,,,,
318,291,348,113,378,332,408,321,438,110,,,,,,,,,,,,,
319,16,349,41,379,62,409,347,439,301,,,,,,,,,,,,,
320,255,350,52,380,213,410,295,440,396,,,,,,,,,,,,,
321,33,351,372,381,416,411,175,441,330,,,,,,,,,,,,,
322,75,352,92,382,66,412,128,442,52,,,,,,,,,,,,,
323,175,353,267,383,45,413,45,443,24,,,,,,,,,,,,,
324,412,354,579,384,280,414,62,444,156,,,,,,,,,,,,,
325,200,355,49,385,195,415,60,445,256,,,,,,,,,,,,,
326,98,356,129,386,264,416,30,446,97,,,,,,,,,,,,,
327,214,357,119,387,25,417,359,447,79,,,,,,,,,,,,,
328,30,358,267,388,147,418,50,448,383,,,,,,,,,,,,,
329,18,359,99,389,331,419,215,449,40,,,,,,,,,,,,,
330,416,360,97,390,95,420,65,450,122,,,,,,,,,,,,,
