0,1,2,3,4,5,6,7,8,9,10,11,12,13
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,36,31,77,61,59,91,273,121,168,151,49,181,237
2,90,32,175,62,128,92,618,122,75,152,8,182,118
3,85,33,110,63,162,93,161,123,85,153,110,183,46
4,56,34,65,64,59,94,100,124,38,154,75,184,76
5,126,35,151,65,45,95,53,125,36,155,131,185,30
6,110,36,112,66,61,96,377,126,60,156,6,186,140
7,385,37,68,67,-20,97,63,127,119,157,9,187,112
8,165,38,42,68,333,98,129,128,84,158,176,188,561
9,101,39,434,69,112,99,85,129,90,159,134,,
10,105,40,91,70,252,100,46,130,385,160,82,,
11,23,41,107,71,170,101,269,131,72,161,81,,
12,614,42,61,72,95,102,130,132,18,162,393,,
13,39,43,47,73,100,103,82,133,156,163,292,,
14,104,44,199,74,98,104,640,134,45,164,90,,
15,231,45,43,75,45,105,47,135,65,165,178,,
16,94,46,90,76,103,106,60,136,80,166,37,,
17,51,47,89,77,251,107,447,137,139,167,248,,
18,24,48,162,78,98,108,130,138,421,168,28,,
19,95,49,8,79,13,109,125,139,97,169,110,,
20,184,50,45,80,50,110,172,140,66,170,515,,
21,87,51,487,81,120,111,167,141,76,171,99,,
22,40,52,35,82,26,112,73,142,29,172,586,,
23,68,53,22,83,175,113,73,143,461,173,181,,
24,48,54,107,84,107,114,106,144,373,174,67,,
25,55,55,-3,85,50,115,85,145,42,175,110,,
26,29,56,24,86,68,116,602,146,8,176,105,,
27,171,57,31,87,75,117,35,147,100,177,50,,
28,474,58,65,88,201,118,454,148,604,178,270,,
29,239,59,105,89,116,119,14,149,87,179,478,,
30,181,60,22,90,95,120,241,150,45,180,5,,
