0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,
1,128,31,125,61,142,91,173,121,159,151,258,181,323,211,91,241,150,271,80,
2,138,32,215,62,33,92,203,122,170,152,300,182,80,212,305,242,127,272,92,
3,89,33,242,63,45,93,118,123,407,153,24,183,76,213,121,243,284,273,344,
4,173,34,107,64,77,94,628,124,120,154,414,184,171,214,120,244,151,274,378,
5,155,35,117,65,171,95,255,125,141,155,254,185,77,215,278,245,118,275,120,
6,205,36,124,66,76,96,273,126,67,156,68,186,587,216,268,246,530,276,75,
7,84,37,175,67,294,97,373,127,102,157,342,187,290,217,183,247,176,277,88,
8,152,38,105,68,450,98,98,128,101,158,126,188,482,218,430,248,73,278,84,
9,91,39,498,69,189,99,287,129,336,159,610,189,81,219,130,249,421,279,295,
10,133,40,103,70,123,100,32,130,390,160,130,190,499,220,124,250,530,280,205,
11,225,41,141,71,357,101,63,131,140,161,123,191,345,221,112,251,122,281,421,
12,300,42,210,72,306,102,321,132,166,162,455,192,224,222,70,252,136,282,55,
13,134,43,59,73,164,103,373,133,45,163,198,193,353,223,65,253,193,283,91,
14,180,44,370,74,175,104,111,134,170,164,226,194,186,224,175,254,233,284,94,
15,404,45,195,75,110,105,192,135,470,165,427,195,81,225,281,255,148,285,99,
16,217,46,166,76,520,106,222,136,98,166,149,196,65,226,204,256,478,286,352,
17,129,47,160,77,401,107,200,137,271,167,271,197,243,227,74,257,617,287,361,
18,127,48,90,78,94,108,170,138,166,168,121,198,111,228,263,258,220,288,150,
19,203,49,95,79,83,109,192,139,397,169,73,199,349,229,604,259,165,289,480,
20,127,50,128,80,43,110,111,140,121,170,273,200,310,230,562,260,47,290,129,
21,294,51,397,81,596,111,65,141,425,171,225,201,74,231,101,261,157,291,65,
22,383,52,436,82,80,112,130,142,231,172,201,202,598,232,75,262,187,292,101,
23,64,53,137,83,222,113,45,143,76,173,445,203,356,233,199,263,347,293,101,
24,96,54,87,84,100,114,48,144,439,174,110,204,100,234,380,264,92,294,10,
25,577,55,60,85,56,115,367,145,158,175,427,205,589,235,150,265,340,295,539,
26,404,56,328,86,496,116,359,146,65,176,656,206,185,236,232,266,249,296,24,
27,373,57,118,87,222,117,127,147,228,177,125,207,95,237,161,267,149,297,558,
28,205,58,491,88,90,118,369,148,448,178,258,208,145,238,103,268,79,298,303,
29,258,59,383,89,306,119,166,149,160,179,145,209,91,239,76,269,225,299,310,
30,78,60,407,90,119,120,141,150,85,180,92,210,87,240,378,270,308,300,125,
Centre:,412702,ALAGAR,PUBLIC,"SCHOOL,",4/42/3,MUTHAMMAL,COLONY,",","TUTICORIN/THOOTHUKUDI,",TAMIL,"NADU,","THOOTHUKUDI,",TAMIL,NADU,NEET,(UG),2024,Page,No.,2
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,
301,444,331,51,361,178,391,465,421,46,451,80,481,81,511,130,541,-4,571,114,
302,38,332,165,362,53,392,80,422,74,452,102,482,83,512,133,542,112,572,185,
303,433,333,192,363,155,393,90,423,158,453,307,483,136,513,150,543,285,573,533,
304,103,334,123,364,98,394,84,424,454,454,487,484,502,514,583,544,53,574,347,
305,54,335,270,365,380,395,320,425,41,455,467,485,58,515,439,545,587,575,214,
306,96,336,161,366,158,396,140,426,496,456,585,486,113,516,310,546,389,576,392,
307,98,337,52,367,102,397,54,427,25,457,153,487,187,517,217,547,430,577,438,
308,301,338,582,368,125,398,195,428,362,458,44,488,139,518,189,548,489,578,422,
309,569,339,95,369,379,399,116,429,122,459,93,489,116,519,210,549,142,579,495,
310,168,340,184,370,95,400,213,430,246,460,392,490,380,520,250,550,394,580,172,
311,255,341,411,371,113,401,245,431,152,461,625,491,409,521,153,551,220,581,49,
312,402,342,67,372,250,402,137,432,414,462,502,492,343,522,158,552,85,582,110,
313,111,343,607,373,336,403,488,433,231,463,484,493,165,523,595,553,159,583,145,
314,87,344,121,374,156,404,629,434,70,464,445,494,171,524,111,554,35,584,60,
315,245,345,58,375,319,405,308,435,132,465,159,495,114,525,112,555,426,585,59,
316,405,346,142,376,136,406,90,436,81,466,70,496,479,526,140,556,155,586,251,
317,340,347,477,377,355,407,507,437,220,467,607,497,266,527,464,557,46,587,445,
318,154,348,95,378,339,408,95,438,122,468,152,498,213,528,56,558,370,588,178,
319,157,349,20,379,78,409,-1,439,173,469,417,499,506,529,375,559,151,589,-9,
320,316,350,131,380,169,410,110,440,130,470,258,500,173,530,122,560,168,590,32,
321,324,351,361,381,33,411,473,441,280,471,175,501,212,531,75,561,100,591,281,
322,36,352,97,382,163,412,261,442,84,472,167,502,206,532,117,562,229,592,190,
323,51,353,347,383,210,413,305,443,137,473,369,503,171,533,89,563,388,593,228,
324,0,354,175,384,190,414,257,444,288,474,257,504,79,534,73,564,186,594,304,
325,120,355,186,385,142,415,125,445,284,475,210,505,507,535,277,565,317,595,358,
326,78,356,75,386,167,416,44,446,598,476,247,506,92,536,137,566,347,596,43,
327,352,357,115,387,249,417,295,447,114,477,100,507,109,537,195,567,153,597,100,
328,60,358,128,388,336,418,189,448,339,478,141,508,352,538,172,568,330,598,601,
329,202,359,158,389,40,419,375,449,254,479,310,509,90,539,306,569,306,599,223,
330,225,360,606,390,404,420,55,450,86,480,112,510,231,540,395,570,446,600,156,
Centre:,412702,ALAGAR,PUBLIC,"SCHOOL,",4/42/3,MUTHAMMAL,COLONY,",","TUTICORIN/THOOTHUKUDI,",TAMIL,"NADU,","THOOTHUKUDI,",TAMIL,NADU,NEET,(UG),2024,Page,No.,3
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,,,
601,166,631,25,661,75,691,161,721,166,,,,,,,,,,,
602,563,632,31,662,532,692,88,722,174,,,,,,,,,,,
603,341,633,106,663,87,693,87,723,174,,,,,,,,,,,
604,202,634,67,664,230,694,76,724,75,,,,,,,,,,,
605,298,635,257,665,382,695,60,725,148,,,,,,,,,,,
606,100,636,122,666,131,696,90,726,216,,,,,,,,,,,
607,94,637,110,667,84,697,164,727,234,,,,,,,,,,,
608,307,638,375,668,187,698,84,728,55,,,,,,,,,,,
609,23,639,203,669,246,699,55,729,107,,,,,,,,,,,
610,140,640,327,670,168,700,403,730,215,,,,,,,,,,,
611,372,641,433,671,113,701,150,731,180,,,,,,,,,,,
612,136,642,209,672,139,702,130,732,110,,,,,,,,,,,
613,65,643,192,673,538,703,79,733,75,,,,,,,,,,,
614,300,644,307,674,424,704,519,734,356,,,,,,,,,,,
615,386,645,171,675,210,705,268,735,92,,,,,,,,,,,
