0,1,2,3,4,5,6,7,8,9,10,11
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks
1,307,31,82,61,55,91,389,121,22,151,102
2,78,32,252,62,50,92,272,122,291,152,28
3,121,33,557,63,92,93,31,123,96,153,54
4,100,34,90,64,182,94,79,124,244,154,71
5,374,35,256,65,24,95,436,125,76,155,68
6,63,36,635,66,156,96,74,126,148,156,656
7,97,37,17,67,20,97,64,127,59,157,30
8,242,38,16,68,328,98,129,128,28,158,41
9,402,39,313,69,45,99,243,129,352,159,231
10,635,40,141,70,119,100,70,130,97,160,226
11,95,41,61,71,203,101,269,131,516,161,371
12,84,42,118,72,140,102,229,132,147,162,574
13,81,43,112,73,191,103,67,133,85,163,66
14,392,44,102,74,149,104,322,134,384,164,55
15,191,45,386,75,138,105,90,135,258,165,333
16,90,46,360,76,32,106,141,136,92,166,214
17,66,47,325,77,75,107,340,137,55,167,149
18,559,48,18,78,20,108,49,138,155,168,149
19,105,49,539,79,127,109,77,139,578,169,31
20,100,50,404,80,145,110,119,140,146,170,14
21,70,51,28,81,393,111,140,141,135,171,55
22,564,52,191,82,66,112,144,142,55,172,595
23,77,53,83,83,372,113,46,143,23,173,67
24,50,54,110,84,207,114,485,144,505,174,9
25,-7,55,328,85,226,115,484,145,452,175,64
26,255,56,375,86,305,116,278,146,391,176,536
27,296,57,21,87,492,117,73,147,85,177,561
28,22,58,21,88,84,118,25,148,153,178,68
29,570,59,123,89,576,119,53,149,109,,
30,231,60,108,90,0,120,395,150,345,,
